marca,tipo producto,model name,engine,drive,transmission,year,model name simplified,marca simplified,model url
volkswagen,camioneta,nueva amarok trendline 4motion,,,,,nueva amarok trendline 4motion,volkswagen,https://www.autocosmos.cl/catalogo/vigente/volkswagen/saveiro-cross
volkswagen,camioneta,nueva amarok trendline,,4X2,,,nueva amarok trendline,volkswagen,https://www.autocosmos.cl/catalogo/vigente/volkswagen/saveiro-cross
volkswagen,camioneta,nueva amarok v6,,4X4,AT,,nueva amarok v6,volkswagen,https://www.autocosmos.cl/catalogo/vigente/volkswagen/saveiro-cross
volkswagen,camioneta,nueva saveiro cross,,,,,nueva saveiro cross,volkswagen,https://www.autocosmos.cl/catalogo/vigente/volkswagen/saveiro
volkswagen,camioneta,saveiro 1.6l cabina simple,,,,,saveiro 16l cabina simple,volkswagen,https://www.autocosmos.cl/catalogo/vigente/volkswagen/saveiro
volkswagen,camioneta,saveiro 1.6l doble cabina comfortline,,,,,saveiro 16l doble cabina comfortline,volkswagen,https://www.autocosmos.cl/catalogo/vigente/volkswagen/saveiro
volkswagen,camioneta,saveiro cross 1.6l,,,,,saveiro cross 16l,volkswagen,https://www.autocosmos.cl/catalogo/vigente/volkswagen/saveiro
zna,camioneta,r6,,,AT,2024.0,r6,zna,https://www.autocosmos.cl/catalogo/vigente/zna/df6
baic,sedan,eu5 ev,,,,2024.0,eu5 ev,baic,https://www.autocosmos.cl/catalogo/vigente/baic/eu5
byd,sedan,han ev,,,,2024.0,han ev,byd,https://www.autocosmos.cl/catalogo/vigente/byd/han-ev
byd,sedan,qin plus dm,,,,2024.0,qin plus dm,byd,https://www.autocosmos.cl/catalogo/vigente/byd/song-plus-dm-i
byd,sedan,seal ev,,,,2024.0,seal ev,byd,https://www.autocosmos.cl/catalogo/vigente/byd/seal
changan,sedan,alsvin 1.4l comfort,,,,,alsvin 14l comfort,changan,https://www.autocosmos.cl/catalogo/vigente/changan/alsvin
changan,sedan,alsvin 1.4l luxury,,,,,alsvin 14l luxury,changan,https://www.autocosmos.cl/catalogo/vigente/changan/alsvin
changan,sedan,alsvin comfort,,,,2024.0,alsvin comfort,changan,https://www.autocosmos.cl/catalogo/vigente/changan/alsvin
changan,sedan,alsvin elite,,,AT,2024.0,alsvin elite,changan,https://www.autocosmos.cl/catalogo/vigente/changan/alsvin
changan,sedan,alsvin luxury,,,,2024.0,alsvin luxury,changan,https://www.autocosmos.cl/catalogo/vigente/changan/alsvin
chery,sedan,arrizo 3 1.5l gls,,,,,arrizo 3 15l gls,chery,https://www.autocosmos.cl/catalogo/vigente/chery/tiggo-3-pro
chery,sedan,arrizo 3 1.5l gls sc,,,,,arrizo 3 15l gls sc,chery,https://www.autocosmos.cl/catalogo/vigente/chery/tiggo-3-pro
chery,sedan,arrizo 3 1.5l glx,,,,,arrizo 3 15l glx,chery,https://www.autocosmos.cl/catalogo/vigente/chery/tiggo-3-pro
chery,sedan,arrizo 3 gls,,,MT,,arrizo 3 gls,chery,https://www.autocosmos.cl/catalogo/vigente/chery/tiggo-3-pro
chery,sedan,arrizo 3 glx,,,MT,,arrizo 3 glx,chery,https://www.autocosmos.cl/catalogo/vigente/chery/tiggo-3-pro
chevrolet,sedan,onix lt r,1.0,,,2024.0,onix lt r,chevrolet,https://www.autocosmos.cl/catalogo/vigente/chevrolet/onix
chevrolet,sedan,onix ltz p2,1.0,,,2024.0,onix ltz p2,chevrolet,https://www.autocosmos.cl/catalogo/vigente/chevrolet/onix
chevrolet,sedan,onix premier r,1.0,,,2024.0,onix premier r,chevrolet,https://www.autocosmos.cl/catalogo/vigente/chevrolet/onix
chevrolet,sedan,onix ls p,1.2,,,2024.0,onix ls p,chevrolet,https://www.autocosmos.cl/catalogo/vigente/chevrolet/onix
chevrolet,sedan,onix ii ls nb,1.2,,MT,,onix ii ls nb,chevrolet,https://www.autocosmos.cl/catalogo/vigente/chevrolet/onix
chevrolet,sedan,onix ii lt 1.0t nb,,,MT,,onix ii lt 10t nb,chevrolet,https://www.autocosmos.cl/catalogo/vigente/chevrolet/onix
chevrolet,sedan,onix ii pr 1.0t nb,,,AT,,onix ii pr 10t nb,chevrolet,https://www.autocosmos.cl/catalogo/vigente/chevrolet/onix
chevrolet,sedan,onix ll ls nb,1.2,,MT,,onix ll ls nb,chevrolet,https://www.autocosmos.cl/catalogo/vigente/chevrolet/onix
chevrolet,sedan,onix ll lt t nb,1.0,,MT,,onix ll lt t nb,chevrolet,https://www.autocosmos.cl/catalogo/vigente/chevrolet/onix
chevrolet,sedan,onix ll pr 1.0t nb,,,AT,,onix ll pr 10t nb,chevrolet,https://www.autocosmos.cl/catalogo/vigente/chevrolet/onix
chevrolet,sedan,onix sedan 1.0l lt,,,,,onix sedan 10l lt,chevrolet,https://www.autocosmos.cl/catalogo/vigente/chevrolet/onix
chevrolet,sedan,onix sedan 1.2l ls,,,,,onix sedan 12l ls,chevrolet,https://www.autocosmos.cl/catalogo/vigente/chevrolet/onix
chevrolet,sedan,sail 1.5l ls abs nb,,,,,sail 15l ls abs nb,chevrolet,https://www.autocosmos.cl/catalogo/vigente/chevrolet/sail
chevrolet,sedan,sail 1.5l ls nb,,,,,sail 15l ls nb,chevrolet,https://www.autocosmos.cl/catalogo/vigente/chevrolet/sail
chevrolet,sedan,sail 1.5l lt nb,,,,,sail 15l lt nb,chevrolet,https://www.autocosmos.cl/catalogo/vigente/chevrolet/sail
chevrolet,sedan,sail 1.5l lt nb smart,,,,,sail 15l lt nb smart,chevrolet,https://www.autocosmos.cl/catalogo/vigente/chevrolet/sail
chevrolet,sedan,sail nb ls abs l,1.5,,,,sail nb ls abs l,chevrolet,https://www.autocosmos.cl/catalogo/vigente/chevrolet/sail
chevrolet,sedan,sail nb lt l smart,1.5,,,,sail nb lt l smart,chevrolet,https://www.autocosmos.cl/catalogo/vigente/chevrolet/sail
chevrolet,sedan,sail nb 1.5l lt,,,,2024.0,sail nb 15l lt,chevrolet,https://www.autocosmos.cl/catalogo/vigente/chevrolet/sail
chevrolet,sedan,sail nb 1.5l ltz,,,,2024.0,sail nb 15l ltz,chevrolet,https://www.autocosmos.cl/catalogo/vigente/chevrolet/sail
chevrolet,sedan,sail nb 1.5l ltz,,,CVT,2024.0,sail nb 15l ltz,chevrolet,https://www.autocosmos.cl/catalogo/vigente/chevrolet/sail
citroen,sedan,hdi 100 bvm6 c-elysee feel pack,1.5,,,2024.0,hdi 100 bvm6 celysee feel pack,citroen,https://www.autocosmos.cl/catalogo/vigente/citroen/c-elysee
citroen,sedan,c4 bluehdi 130 s&s feel pack,1.5,,EAT8,2024.0,c4 bluehdi 130 ss feel pack,citroen,https://www.autocosmos.cl/catalogo/vigente/citroen/c3-bluehdi
citroen,sedan,c4 bluehdi 130 s&s shine,1.5,,EAT8,2024.0,c4 bluehdi 130 ss shine,citroen,https://www.autocosmos.cl/catalogo/vigente/citroen/c3-bluehdi
citroen,sedan,new c-elysee 1.2l puretech 82 bvm feel,,,,,new celysee 12l puretech 82 bvm feel,citroen,https://www.autocosmos.cl/catalogo/vigente/citroen/c-elysee
citroen,sedan,new c-elysee 1.6l hdi 92 bvm feel,,,,,new celysee 16l hdi 92 bvm feel,citroen,https://www.autocosmos.cl/catalogo/vigente/citroen/c-elysee
citroen,sedan,new c-elysee 1.6l hdi 92 bvm shine,,,,,new celysee 16l hdi 92 bvm shine,citroen,https://www.autocosmos.cl/catalogo/vigente/citroen/c-elysee
fiat,sedan,argo drive,1.3,,,,argo drive,fiat,https://www.autocosmos.cl/catalogo/vigente/fiat/mobi
fiat,sedan,argo trekking,1.3,,,,argo trekking,fiat,https://www.autocosmos.cl/catalogo/vigente/fiat/fastback
honda,sedan,city ex,1.5,,AT,,city ex,honda,https://www.autocosmos.cl/catalogo/vigente/honda/city
honda,sedan,city ex,1.5,,MT,,city ex,honda,https://www.autocosmos.cl/catalogo/vigente/honda/city
honda,sedan,city lx,1.5,,AT,,city lx,honda,https://www.autocosmos.cl/catalogo/vigente/honda/city
honda,sedan,city lx,1.5,,MT,,city lx,honda,https://www.autocosmos.cl/catalogo/vigente/honda/city
honda,sedan,civic sedan ex,2.0,,CVT,,civic sedan ex,honda,https://www.autocosmos.cl/catalogo/vigente/honda/civic
honda,sedan,civic sedan exl t,1.5,,,,civic sedan exl t,honda,https://www.autocosmos.cl/catalogo/vigente/honda/civic
hyundai,sedan,accent bn7i design,1.5,,,2024.0,accent bn7i design,hyundai,https://www.autocosmos.cl/catalogo/vigente/hyundai/grand-i10-sedan
hyundai,sedan,accent bn7i plus,1.5,,,2024.0,accent bn7i plus,hyundai,https://www.autocosmos.cl/catalogo/vigente/hyundai/grand-i10-sedan
hyundai,sedan,grand i10 ai3 design fl,1.2,,,2024.0,grand i10 ai3 design fl,hyundai,https://www.autocosmos.cl/catalogo/vigente/hyundai/grand-i10
hyundai,sedan,grand i10 ai3 plus fl,1.2,,,2024.0,grand i10 ai3 plus fl,hyundai,https://www.autocosmos.cl/catalogo/vigente/hyundai/grand-i10
hyundai,sedan,verna 1.4l plus,,,,,verna 14l plus,hyundai,https://www.autocosmos.cl/catalogo/vigente/hyundai/palisade
kia,sedan,ev6 ev gt-line 77.4kwh,,AWD,,2024.0,ev6 ev gtline 774kwh,kia,https://www.autocosmos.cl/catalogo/vigente/kia/ev6
kia,sedan,soluto ex 1.4l g srf full,,,5MT,2024.0,soluto ex 14l g srf full,kia,https://www.autocosmos.cl/catalogo/vigente/kia/soluto
kia,sedan,soluto lx 1.4l g ll,,,5MT,2024.0,soluto lx 14l g ll,kia,https://www.autocosmos.cl/catalogo/vigente/kia/soluto
mazda,sedan,2 1.5l s ipm,,,,,2 15l s ipm,mazda,https://www.autocosmos.cl/catalogo/vigente/mazda/2
mazda,sedan,2 1.5l v aut ipm,,,,,2 15l v aut ipm,mazda,https://www.autocosmos.cl/catalogo/vigente/mazda/2
mazda,sedan,2 1.5l v ipm,,,,,2 15l v ipm,mazda,https://www.autocosmos.cl/catalogo/vigente/mazda/2
mazda,sedan,3 2.0l s,,,,,3 20l s,mazda,https://www.autocosmos.cl/catalogo/vigente/mazda/3
mazda,sedan,3 2.0l v,,,,,3 20l v,mazda,https://www.autocosmos.cl/catalogo/vigente/mazda/3
mazda,sedan,3 2.0l v aut,,,,,3 20l v aut,mazda,https://www.autocosmos.cl/catalogo/vigente/mazda/3
mazda,sedan,3 2.5l gtx aut,,,,,3 25l gtx aut,mazda,https://www.autocosmos.cl/catalogo/vigente/mazda/3
mazda,sedan,6 2.0l v,,,,,6 20l v,mazda,https://www.autocosmos.cl/catalogo/vigente/mazda/6
mazda,sedan,6 2.5l gtx turbo aut,,,,,6 25l gtx turbo aut,mazda,https://www.autocosmos.cl/catalogo/vigente/mazda/6
mazda,sedan,6 sdn v cuero,2.5,,6AT,,6 sdn v cuero,mazda,https://www.autocosmos.cl/catalogo/vigente/mazda/6
mg,sedan,3 com,,,AT,2024.0,3 com,mg,https://www.autocosmos.cl/catalogo/vigente/mg/3
mg,sedan,5 1.5l com,,,CVT,2024.0,5 15l com,mg,https://www.autocosmos.cl/catalogo/vigente/mg/5
mg,sedan,5 1.5l dlx,,,CVT,2024.0,5 15l dlx,mg,https://www.autocosmos.cl/catalogo/vigente/mg/5
mg,sedan,5 1.5l com,,,MT,2024.0,5 15l com,mg,https://www.autocosmos.cl/catalogo/vigente/mg/5
mg,sedan,5 1.5l dlx,,,MT,2024.0,5 15l dlx,mg,https://www.autocosmos.cl/catalogo/vigente/mg/5
mg,sedan,6 1.5t com,,,MT,2024.0,6 15t com,mg,https://www.autocosmos.cl/catalogo/vigente/mg/6
mg,sedan,6 1.5t dlx,,,MT,2024.0,6 15t dlx,mg,https://www.autocosmos.cl/catalogo/vigente/mg/6
mg,sedan,gt 1.5l com,,2WD,CVT,2024.0,gt 15l com,mg,https://www.autocosmos.cl/catalogo/vigente/mg/gt
mg,sedan,gt 1.5l com,,2WD,MT,2024.0,gt 15l com,mg,https://www.autocosmos.cl/catalogo/vigente/mg/gt
mg,sedan,gt 1.5t dlx,,,DCT,2024.0,gt 15t dlx,mg,https://www.autocosmos.cl/catalogo/vigente/mg/gt
nissan,sedan,leaf,,,,,leaf,nissan,https://www.autocosmos.cl/catalogo/vigente/nissan/leaf
nissan,sedan,leaf,,,,2024.0,leaf,nissan,https://www.autocosmos.cl/catalogo/vigente/nissan/leaf
nissan,sedan,new sentra 2.0l advance,,,,,new sentra 20l advance,nissan,https://www.autocosmos.cl/catalogo/vigente/nissan/sentra
nissan,sedan,new sentra 2.0l advance aut,,,,,new sentra 20l advance aut,nissan,https://www.autocosmos.cl/catalogo/vigente/nissan/sentra
nissan,sedan,new sentra 2.0l advance,,,CVT,,new sentra 20l advance,nissan,https://www.autocosmos.cl/catalogo/vigente/nissan/sentra
nissan,sedan,new sentra 2.0l advance,,,MT,,new sentra 20l advance,nissan,https://www.autocosmos.cl/catalogo/vigente/nissan/sentra
nissan,sedan,new sentra 2.0l exclusive aut,,,,,new sentra 20l exclusive aut,nissan,https://www.autocosmos.cl/catalogo/vigente/nissan/sentra
nissan,sedan,new sentra 2.0l exclusive,,,CVT,,new sentra 20l exclusive,nissan,https://www.autocosmos.cl/catalogo/vigente/nissan/sentra
nissan,sedan,new sentra 2.0l sense,,,,,new sentra 20l sense,nissan,https://www.autocosmos.cl/catalogo/vigente/nissan/sentra
nissan,sedan,new sentra 2.0l sense,,,MT,,new sentra 20l sense,nissan,https://www.autocosmos.cl/catalogo/vigente/nissan/sentra
nissan,sedan,new versa 1.6l advance aut,,,,,new versa 16l advance aut,nissan,https://www.autocosmos.cl/catalogo/vigente/nissan/versa
nissan,sedan,new versa 1.6l advance,,,CVT,,new versa 16l advance,nissan,https://www.autocosmos.cl/catalogo/vigente/nissan/versa
nissan,sedan,new versa 1.6l advance,,,MT,,new versa 16l advance,nissan,https://www.autocosmos.cl/catalogo/vigente/nissan/versa
nissan,sedan,new versa 1.6l exclusive aut,,,,,new versa 16l exclusive aut,nissan,https://www.autocosmos.cl/catalogo/vigente/nissan/versa
nissan,sedan,new versa 1.6l exclusive,,,CVT,,new versa 16l exclusive,nissan,https://www.autocosmos.cl/catalogo/vigente/nissan/versa
nissan,sedan,new versa 1.6l sense aut,,,,,new versa 16l sense aut,nissan,https://www.autocosmos.cl/catalogo/vigente/nissan/versa
nissan,sedan,new versa 1.6l sense,,,CVT,,new versa 16l sense,nissan,https://www.autocosmos.cl/catalogo/vigente/nissan/versa
nissan,sedan,new versa 1.6l sense radio touch,,,CVT,,new versa 16l sense radio touch,nissan,https://www.autocosmos.cl/catalogo/vigente/nissan/versa
nissan,sedan,new versa 1.6l sense,,,MT,,new versa 16l sense,nissan,https://www.autocosmos.cl/catalogo/vigente/nissan/versa
nissan,sedan,new versa 1.6l sense radio touch,,,MT,,new versa 16l sense radio touch,nissan,https://www.autocosmos.cl/catalogo/vigente/nissan/versa
nissan,sedan,new versa advance,,,CVT,,new versa advance,nissan,https://www.autocosmos.cl/catalogo/vigente/nissan/versa
nissan,sedan,new versa advance,,,MT,,new versa advance,nissan,https://www.autocosmos.cl/catalogo/vigente/nissan/versa
nissan,sedan,new versa exclusive,,,CVT,,new versa exclusive,nissan,https://www.autocosmos.cl/catalogo/vigente/nissan/versa
nissan,sedan,new versa sense,1.6,,,,new versa sense,nissan,https://www.autocosmos.cl/catalogo/vigente/nissan/versa
nissan,sedan,new versa sense,1.6,,CVT,,new versa sense,nissan,https://www.autocosmos.cl/catalogo/vigente/nissan/versa
nissan,sedan,new versa sense,,,CVT,,new versa sense,nissan,https://www.autocosmos.cl/catalogo/vigente/nissan/versa
nissan,sedan,new versa sense,,,MT,,new versa sense,nissan,https://www.autocosmos.cl/catalogo/vigente/nissan/versa
nissan,sedan,sentra 1.8l advance,,,,,sentra 18l advance,nissan,https://www.autocosmos.cl/catalogo/vigente/nissan/sentra
nissan,sedan,sentra 1.8l advance aut,,,,,sentra 18l advance aut,nissan,https://www.autocosmos.cl/catalogo/vigente/nissan/sentra
nissan,sedan,sentra 1.8l exclusive aut,,,,,sentra 18l exclusive aut,nissan,https://www.autocosmos.cl/catalogo/vigente/nissan/sentra
nissan,sedan,sentra 1.8l sense,,,,,sentra 18l sense,nissan,https://www.autocosmos.cl/catalogo/vigente/nissan/sentra
nissan,sedan,sentra 2.0l advance,,,,,sentra 20l advance,nissan,https://www.autocosmos.cl/catalogo/vigente/nissan/sentra
nissan,sedan,sentra 2.0l advance aut,,,,,sentra 20l advance aut,nissan,https://www.autocosmos.cl/catalogo/vigente/nissan/sentra
nissan,sedan,sentra 2.0l advance,,,MT,,sentra 20l advance,nissan,https://www.autocosmos.cl/catalogo/vigente/nissan/sentra
nissan,sedan,sentra 2.0l exclusive aut,,,,,sentra 20l exclusive aut,nissan,https://www.autocosmos.cl/catalogo/vigente/nissan/sentra
nissan,sedan,sentra 2.0l sense,,,,,sentra 20l sense,nissan,https://www.autocosmos.cl/catalogo/vigente/nissan/sentra
nissan,sedan,sentra 2.0l sense,,,MT,,sentra 20l sense,nissan,https://www.autocosmos.cl/catalogo/vigente/nissan/sentra
nissan,sedan,sentra advance,,,CVT,2024.0,sentra advance,nissan,https://www.autocosmos.cl/catalogo/vigente/nissan/sentra
nissan,sedan,sentra advance,,,MT,2024.0,sentra advance,nissan,https://www.autocosmos.cl/catalogo/vigente/nissan/sentra
nissan,sedan,sentra exclusive,,,CVT,2024.0,sentra exclusive,nissan,https://www.autocosmos.cl/catalogo/vigente/nissan/sentra
nissan,sedan,sentra sense,,,MT,2024.0,sentra sense,nissan,https://www.autocosmos.cl/catalogo/vigente/nissan/sentra
nissan,sedan,versa 1.6l advance,,,,,versa 16l advance,nissan,https://www.autocosmos.cl/catalogo/vigente/nissan/versa
nissan,sedan,versa 1.6l advance aut,,,,,versa 16l advance aut,nissan,https://www.autocosmos.cl/catalogo/vigente/nissan/versa
nissan,sedan,versa 1.6l advance,,,MT,,versa 16l advance,nissan,https://www.autocosmos.cl/catalogo/vigente/nissan/versa
nissan,sedan,versa 1.6l drive,,,MT,,versa 16l drive,nissan,https://www.autocosmos.cl/catalogo/vigente/nissan/versa
nissan,sedan,versa 1.6l exclusive aut,,,,,versa 16l exclusive aut,nissan,https://www.autocosmos.cl/catalogo/vigente/nissan/versa
nissan,sedan,versa 1.6l sense,,,,,versa 16l sense,nissan,https://www.autocosmos.cl/catalogo/vigente/nissan/versa
nissan,sedan,versa 1.6l sense aut,,,,,versa 16l sense aut,nissan,https://www.autocosmos.cl/catalogo/vigente/nissan/versa
nissan,sedan,versa 1.6l sense,,,MT,,versa 16l sense,nissan,https://www.autocosmos.cl/catalogo/vigente/nissan/versa
nissan,sedan,versa advance (radio touch),,,AT,,versa advance radio touch,nissan,https://www.autocosmos.cl/catalogo/vigente/nissan/versa
nissan,sedan,versa advance,,,CVT,2024.0,versa advance,nissan,https://www.autocosmos.cl/catalogo/vigente/nissan/versa
nissan,sedan,versa advance (radio touch),,,MT,,versa advance radio touch,nissan,https://www.autocosmos.cl/catalogo/vigente/nissan/versa
nissan,sedan,versa advance,,,MT,2024.0,versa advance,nissan,https://www.autocosmos.cl/catalogo/vigente/nissan/versa
nissan,sedan,versa exclusive,,,CVT,2024.0,versa exclusive,nissan,https://www.autocosmos.cl/catalogo/vigente/nissan/versa
nissan,sedan,versa sense,,,AT,,versa sense,nissan,https://www.autocosmos.cl/catalogo/vigente/nissan/versa
nissan,sedan,versa sense,,,CVT,2024.0,versa sense,nissan,https://www.autocosmos.cl/catalogo/vigente/nissan/versa
nissan,sedan,versa sense,,,MT,,versa sense,nissan,https://www.autocosmos.cl/catalogo/vigente/nissan/versa
nissan,sedan,versa sense,,,MT,2024.0,versa sense,nissan,https://www.autocosmos.cl/catalogo/vigente/nissan/versa
nissan,sedan,versa v -drive,,,MT,,versa v drive,nissan,https://www.autocosmos.cl/catalogo/vigente/nissan/versa
nissan,sedan,versa v-drive,,,MT,,versa vdrive,nissan,https://www.autocosmos.cl/catalogo/vigente/nissan/versa
peugeot,sedan,301 1.6l active hdi 92hp,,,,,301 16l active hdi 92hp,peugeot,https://www.autocosmos.cl/catalogo/vigente/peugeot/3008-hybrid4
peugeot,sedan,301 1.6l active pack 92hp hdi,,,,,301 16l active pack 92hp hdi,peugeot,https://www.autocosmos.cl/catalogo/vigente/peugeot/3008-hybrid4
peugeot,sedan,301 1.6l allure hdi 92hp,,,,,301 16l allure hdi 92hp,peugeot,https://www.autocosmos.cl/catalogo/vigente/peugeot/3008-hybrid4
peugeot,sedan,301 1.6l vti active 115hp,,,,,301 16l vti active 115hp,peugeot,https://www.autocosmos.cl/catalogo/vigente/peugeot/partner
peugeot,sedan,301 1.6l vti active pack 115hp aut,,,,,301 16l vti active pack 115hp aut,peugeot,https://www.autocosmos.cl/catalogo/vigente/peugeot/landtrek
peugeot,sedan,301 active hdi 92,,,,,301 active hdi 92,peugeot,https://www.autocosmos.cl/catalogo/vigente/peugeot/3008-hybrid4
peugeot,sedan,301 active pack hdi 92,,,,,301 active pack hdi 92,peugeot,https://www.autocosmos.cl/catalogo/vigente/peugeot/3008-hybrid4
peugeot,sedan,301 active pack vti 115,,,,,301 active pack vti 115,peugeot,https://www.autocosmos.cl/catalogo/vigente/peugeot/e-partner
peugeot,sedan,301 active pack vti 115,,,EAT6,,301 active pack vti 115,peugeot,https://www.autocosmos.cl/catalogo/vigente/peugeot/e-partner
peugeot,sedan,301 allure hdi 92,,,,,301 allure hdi 92,peugeot,https://www.autocosmos.cl/catalogo/vigente/peugeot/3008-hybrid4
renault,sedan,symbol intens tech,,,,,symbol intens tech,renault,https://www.autocosmos.cl/catalogo/vigente/renault/kwid-e-tech
renault,sedan,symbol zen,,,,,symbol zen,renault,https://www.autocosmos.cl/catalogo/vigente/renault/koleos
suzuki,sedan,dzire 1.2l gl,,,,,dzire 12l gl,suzuki,https://www.autocosmos.cl/catalogo/vigente/suzuki/dzire
suzuki,sedan,dzire 1.2l gl sport,,,,,dzire 12l gl sport,suzuki,https://www.autocosmos.cl/catalogo/vigente/suzuki/dzire
suzuki,sedan,dzire 1.2l gl sport aut,,,,,dzire 12l gl sport aut,suzuki,https://www.autocosmos.cl/catalogo/vigente/suzuki/dzire
suzuki,sedan,dzire 1.2l glx,,,,,dzire 12l glx,suzuki,https://www.autocosmos.cl/catalogo/vigente/suzuki/dzire
suzuki,sedan,dzire 1.2l glx aut,,,,,dzire 12l glx aut,suzuki,https://www.autocosmos.cl/catalogo/vigente/suzuki/dzire
toyota,sedan,camry hv,,,,,camry hv,toyota,https://www.autocosmos.cl/catalogo/vigente/toyota/c-hr
toyota,sedan,"corolla 1,6 xli",,,MT,,corolla 16 xli,toyota,https://www.autocosmos.cl/catalogo/vigente/toyota/corolla-cross
toyota,sedan,corolla hev,1.8,,,,corolla hev,toyota,https://www.autocosmos.cl/catalogo/vigente/toyota/corolla-cross
toyota,sedan,corolla 1.8l xei aut,,,,,corolla 18l xei aut,toyota,https://www.autocosmos.cl/catalogo/vigente/toyota/corolla-cross
toyota,sedan,corolla,2.0,,CVT,,corolla,toyota,https://www.autocosmos.cl/catalogo/vigente/toyota/corolla-cross
toyota,sedan,corolla xei,2.0,,CVT,,corolla xei,toyota,https://www.autocosmos.cl/catalogo/vigente/toyota/corolla-cross
toyota,sedan,corolla seg hev,1.8,,CVT,,corolla seg hev,toyota,https://www.autocosmos.cl/catalogo/vigente/toyota/corolla-cross
toyota,sedan,corolla seg hev,1.8,,,2024.0,corolla seg hev,toyota,https://www.autocosmos.cl/catalogo/vigente/toyota/corolla-cross
toyota,sedan,corolla xei,2.0,,6MT,,corolla xei,toyota,https://www.autocosmos.cl/catalogo/vigente/toyota/corolla-cross
toyota,sedan,corolla xei,2.0,,CVT,,corolla xei,toyota,https://www.autocosmos.cl/catalogo/vigente/toyota/corolla-cross
toyota,sedan,corolla xei,2.0,,MT,,corolla xei,toyota,https://www.autocosmos.cl/catalogo/vigente/toyota/corolla-cross
toyota,sedan,corolla xli,1.6,,6MT,,corolla xli,toyota,https://www.autocosmos.cl/catalogo/vigente/toyota/corolla-cross
toyota,sedan,prius,,,,,prius,toyota,https://www.autocosmos.cl/catalogo/vigente/toyota/rush
toyota,sedan,yaris i,1.5,,,2024.0,yaris i,toyota,https://www.autocosmos.cl/catalogo/vigente/toyota/yaris
toyota,sedan,yaris 1.5l gli,,,,,yaris 15l gli,toyota,https://www.autocosmos.cl/catalogo/vigente/toyota/yaris
toyota,sedan,yaris 1.5l gli aut,,,,,yaris 15l gli aut,toyota,https://www.autocosmos.cl/catalogo/vigente/toyota/yaris
toyota,sedan,yaris 1.5l lei aut,,,,,yaris 15l lei aut,toyota,https://www.autocosmos.cl/catalogo/vigente/toyota/yaris
toyota,sedan,yaris 1.5l xli,,,,,yaris 15l xli,toyota,https://www.autocosmos.cl/catalogo/vigente/toyota/yaris
toyota,sedan,yaris sedan gli e,,,CVT,,yaris sedan gli e,toyota,https://www.autocosmos.cl/catalogo/vigente/toyota/yaris
toyota,sedan,yaris sedan gli e,,,MT,,yaris sedan gli e,toyota,https://www.autocosmos.cl/catalogo/vigente/toyota/yaris
toyota,sedan,yaris sedan lei h,,,CVT,,yaris sedan lei h,toyota,https://www.autocosmos.cl/catalogo/vigente/toyota/yaris
toyota,sedan,yaris sedan lei,,,MT,,yaris sedan lei,toyota,https://www.autocosmos.cl/catalogo/vigente/toyota/yaris
toyota,sedan,yaris sedan xli c,,,MT,,yaris sedan xli c,toyota,https://www.autocosmos.cl/catalogo/vigente/toyota/yaris
volkswagen,sedan,virtus 1.6l comfortline,,,,,virtus 16l comfortline,volkswagen,https://www.autocosmos.cl/catalogo/vigente/volkswagen/virtus
volkswagen,sedan,virtus 1.6l comfortline aut,,,,,virtus 16l comfortline aut,volkswagen,https://www.autocosmos.cl/catalogo/vigente/volkswagen/virtus
volkswagen,sedan,virtus 1.6l trendline,,,,,virtus 16l trendline,volkswagen,https://www.autocosmos.cl/catalogo/vigente/volkswagen/virtus
volkswagen,sedan,voyage 1.6l comfortline,,,,,voyage 16l comfortline,volkswagen,https://www.autocosmos.cl/catalogo/vigente/volkswagen/saveiro-cross
volkswagen,sedan,voyage 1.6l highline,,,,,voyage 16l highline,volkswagen,https://www.autocosmos.cl/catalogo/vigente/volkswagen/jetta-gli
volkswagen,sedan,voyage 1.6l trendline,,,,,voyage 16l trendline,volkswagen,https://www.autocosmos.cl/catalogo/vigente/volkswagen/jetta-gli
baic,suv,bj40p diesel premium,,4X4,,2024.0,bj40p diesel premium,baic,https://www.autocosmos.cl/catalogo/vigente/baic/bj40-plus
baic,suv,bj40p gasolina elite,,4X2,,2024.0,bj40p gasolina elite,baic,https://www.autocosmos.cl/catalogo/vigente/baic/bj40-plus
baic,suv,bj40p gasolina luxury,,4X4,,2024.0,bj40p gasolina luxury,baic,https://www.autocosmos.cl/catalogo/vigente/baic/bj40-plus
baic,suv,x35 1.5t luxury,,,CVT,2024.0,x35 15t luxury,baic,https://www.autocosmos.cl/catalogo/vigente/baic/x35
baic,suv,x35 1.5t comfort,,,MT,2024.0,x35 15t comfort,baic,https://www.autocosmos.cl/catalogo/vigente/baic/x35
baic,suv,x35 1.5t elite,,,MT,2024.0,x35 15t elite,baic,https://www.autocosmos.cl/catalogo/vigente/baic/x35
baic,suv,x55 e6 1.5t comfort,,,MT,2024.0,x55 e6 15t comfort,baic,https://www.autocosmos.cl/catalogo/vigente/baic/x55
baic,suv,x55 e6 1.5t elite,,,MT,2024.0,x55 e6 15t elite,baic,https://www.autocosmos.cl/catalogo/vigente/baic/x55
baic,suv,x55 plus comfort,,,,2024.0,x55 plus comfort,baic,https://www.autocosmos.cl/catalogo/vigente/baic/x55
