MARCA,TIPO PRODUCTO,Model Name,Engine,Drive,Transmission,Year,Model Name Simplified,Marca Simplified,Model URL
MG,SEDÁN,5 DLX,1.5L,,MT,2024,5 dlx,mg,https://www.autocosmos.cl/catalogo/vigente/mg/5
MG,SEDÁN,6 COM,1.5T,,MT,2024,6 com,mg,https://www.autocosmos.cl/catalogo/vigente/mg/6
MG,SEDÁN,6 DLX,1.5T,,MT,2024,6 dlx,mg,https://www.autocosmos.cl/catalogo/vigente/mg/6
MG,SEDÁN,GT COM,1.5L,2WD,CVT,2024,gt com,mg,https://www.autocosmos.cl/catalogo/vigente/mg/gt
MG,SEDÁN,GT COM,1.5L,2WD,MT,2024,gt com,mg,https://www.autocosmos.cl/catalogo/vigente/mg/gt
MG,SEDÁN,GT DLX,1.5T,,DCT,2024,gt dlx,mg,https://www.autocosmos.cl/catalogo/vigente/mg/gt
NISSAN,SEDÁN,LEAF,,,,2024,leaf,nissan,https://www.autocosmos.cl/catalogo/vigente/nissan/leaf
NISSAN,SEDÁN,SENTRA ADVANCE,,,CVT,2024,sentra advance,nissan,https://www.autocosmos.cl/catalogo/vigente/nissan/sentra
NISSAN,SEDÁN,SENTRA ADVANCE,,,MT,2024,sentra advance,nissan,https://www.autocosmos.cl/catalogo/vigente/nissan/sentra
NISSAN,SEDÁN,SENTRA EXCLUSIVE,,,CVT,2024,sentra exclusive,nissan,https://www.autocosmos.cl/catalogo/vigente/nissan/sentra
NISSAN,SEDÁN,SENTRA SENSE,,,MT,2024,sentra sense,nissan,https://www.autocosmos.cl/catalogo/vigente/nissan/sentra
NISSAN,SEDÁN,VERSA ADVANCE,,,CVT,2024,versa advance,nissan,https://www.autocosmos.cl/catalogo/vigente/nissan/versa
NISSAN,SEDÁN,VERSA ADVANCE,,,MT,2024,versa advance,nissan,https://www.autocosmos.cl/catalogo/vigente/nissan/versa
NISSAN,SEDÁN,VERSA EXCLUSIVE,,,CVT,2024,versa exclusive,nissan,https://www.autocosmos.cl/catalogo/vigente/nissan/versa
NISSAN,SEDÁN,VERSA SENSE,,,CVT,2024,versa sense,nissan,https://www.autocosmos.cl/catalogo/vigente/nissan/versa
NISSAN,SEDÁN,VERSA SENSE,,,MT,2024,versa sense,nissan,https://www.autocosmos.cl/catalogo/vigente/nissan/versa
TOYOTA,SEDÁN,COROLLA SEG HEV,1.8,,,2024,corolla seg hev,toyota,https://www.autocosmos.cl/catalogo/vigente/toyota/corolla
TOYOTA,SEDÁN,YARIS I,1.5,,,2024,yaris i,toyota,https://www.autocosmos.cl/catalogo/vigente/toyota/yaris
BAIC,SUV,BJ40P DIESEL PREMIUM,,4X4,,2024,bj40p diesel premium,baic,
BAIC,SUV,BJ40P GASOLINA ELITE,,4X2,,2024,bj40p gasolina elite,baic,
BAIC,SUV,BJ40P GASOLINA LUXURY,,4X4,,2024,bj40p gasolina luxury,baic,
BAIC,SUV,X35 LUXURY,1.5T,,CVT,2024,x35 luxury,baic,https://www.autocosmos.cl/catalogo/vigente/baic/x35
BAIC,SUV,X35 COMFORT,1.5T,,MT,2024,x35 comfort,baic,https://www.autocosmos.cl/catalogo/vigente/baic/x35
BAIC,SUV,X35 ELITE,1.5T,,MT,2024,x35 elite,baic,https://www.autocosmos.cl/catalogo/vigente/baic/x35
BAIC,SUV,X55 E6 COMFORT,1.5T,,MT,2024,x55 e6 comfort,baic,https://www.autocosmos.cl/catalogo/vigente/baic/x55
BAIC,SUV,X55 E6 ELITE,1.5T,,MT,2024,x55 e6 elite,baic,https://www.autocosmos.cl/catalogo/vigente/baic/x55
BAIC,SUV,X55 PLUS COMFORT,,,,2024,x55 plus comfort,baic,https://www.autocosmos.cl/catalogo/vigente/baic/x55
BAIC,SUV,X55 PLUS ELITE,,,,2024,x55 plus elite,baic,https://www.autocosmos.cl/catalogo/vigente/baic/x55
BAIC,SUV,X55 PLUS LUXURY,,,,2024,x55 plus luxury,baic,https://www.autocosmos.cl/catalogo/vigente/baic/x55
BYD,SUV,SONG PLUS DM GL,,,AT,2024,song plus dm gl,byd,https://www.autocosmos.cl/catalogo/vigente/byd/song-plus
BYD,SUV,SONG PLUS DM GS,,,AT,2024,song plus dm gs,byd,https://www.autocosmos.cl/catalogo/vigente/byd/song-plus
BYD,SUV,YUAN PLUS EV GL,,,AT,2024,yuan plus ev gl,byd,https://www.autocosmos.cl/catalogo/vigente/byd/yuan-plus-ev
BYD,SUV,YUAN PLUS EV GS,,,AT,2024,yuan plus ev gs,byd,https://www.autocosmos.cl/catalogo/vigente/byd/yuan-plus-ev
CHANGAN,SUV,CS15 COMFORT,1.5L,,MT,2024,cs15 comfort,changan,https://www.autocosmos.cl/catalogo/vigente/changan/cs15
CHANGAN,SUV,CS15 ELITE,1.5L,,AT,2024,cs15 elite,changan,https://www.autocosmos.cl/catalogo/vigente/changan/cs15
CHANGAN,SUV,CS15 ELITE,1.5L,,MT,2024,cs15 elite,changan,https://www.autocosmos.cl/catalogo/vigente/changan/cs15
CHANGAN,SUV,CS15 LUXURY,1.5L,,MT,2024,cs15 luxury,changan,https://www.autocosmos.cl/catalogo/vigente/changan/cs15
CHANGAN,SUV,CS35 PLUS ELITE,1.4L,,AT,2024,cs35 plus elite,changan,https://www.autocosmos.cl/catalogo/vigente/changan/cs35-plus
CHANGAN,SUV,CS35 PLUS LUX,1.4L,,AT,2024,cs35 plus lux,changan,https://www.autocosmos.cl/catalogo/vigente/changan/cs35-plus
CHANGAN,SUV,CS35 PLUS COMFORT,1.6L,,MT,2024,cs35 plus comfort,changan,https://www.autocosmos.cl/catalogo/vigente/changan/cs35-plus
CHANGAN,SUV,CS35 PLUS LUXURY,1.6L,,MT,2024,cs35 plus luxury,changan,https://www.autocosmos.cl/catalogo/vigente/changan/cs35-plus
CHANGAN,SUV,CS55 COMFORT,1.5L,,MT,2024,cs55 comfort,changan,https://www.autocosmos.cl/catalogo/vigente/changan/cs55
CHANGAN,SUV,CS55 LUXURY,1.5L,,AT,2024,cs55 luxury,changan,https://www.autocosmos.cl/catalogo/vigente/changan/cs55
CHANGAN,SUV,CS55 LUXURY,1.5L,,MT,2024,cs55 luxury,changan,https://www.autocosmos.cl/catalogo/vigente/changan/cs55
CHANGAN,SUV,CS55 PLUS ELITE,1.5L,,AT,2024,cs55 plus elite,changan,https://www.autocosmos.cl/catalogo/vigente/changan/cs55
CHANGAN,SUV,CS55 PLUS LUXURY,1.5L,,AT,2024,cs55 plus luxury,changan,https://www.autocosmos.cl/catalogo/vigente/changan/cs55
CHERY,SUV,TIGGO 2 PRO GLX,1.0L,,AT,2024,tiggo 2 pro glx,chery,https://www.autocosmos.cl/catalogo/vigente/chery/tiggo-2-pro
CHERY,SUV,TIGGO 2 PRO GLX,1.0L,,MT,2024,tiggo 2 pro glx,chery,https://www.autocosmos.cl/catalogo/vigente/chery/tiggo-2-pro
CHERY,SUV,TIGGO 2 GLS,1.5L,,AT,2024,tiggo 2 gls,chery,https://www.autocosmos.cl/catalogo/vigente/chery/tiggo-8
CHERY,SUV,TIGGO 2 PRO GLS,1.5L,,AT,2024,tiggo 2 pro gls,chery,https://www.autocosmos.cl/catalogo/vigente/chery/tiggo-2-pro
CHERY,SUV,TIGGO 2 PRO GLS,1.5L,,MT,2024,tiggo 2 pro gls,chery,https://www.autocosmos.cl/catalogo/vigente/chery/tiggo-2-pro
CHERY,SUV,TIGGO 3 PRO GLS,1.5L,,AT,2024,tiggo 3 pro gls,chery,https://www.autocosmos.cl/catalogo/vigente/chery/tiggo-3-pro
CHERY,SUV,TIGGO 3 PRO GLX,1.5L,,AT,2024,tiggo 3 pro glx,chery,https://www.autocosmos.cl/catalogo/vigente/chery/tiggo-3-pro
CHERY,SUV,TIGGO 3 PRO GLX,1.5L,,MT,2024,tiggo 3 pro glx,chery,https://www.autocosmos.cl/catalogo/vigente/chery/tiggo-3-pro
CHERY,SUV,TIGGO 7 PRO GLS,1.5L,,AT,2024,tiggo 7 pro gls,chery,https://www.autocosmos.cl/catalogo/vigente/chery/tiggo-7-pro
CHERY,SUV,TIGGO 7 PRO GLX,1.5L,,AT,2024,tiggo 7 pro glx,chery,https://www.autocosmos.cl/catalogo/vigente/chery/tiggo-7-pro
CHERY,SUV,TIGGO 8 GLS,1.5L,,MT,2024,tiggo 8 gls,chery,https://www.autocosmos.cl/catalogo/vigente/chery/tiggo-8
CHERY,SUV,TIGGO 8 GLX,1.5L,,AT,2024,tiggo 8 glx,chery,https://www.autocosmos.cl/catalogo/vigente/chery/tiggo-8
CHERY,SUV,TIGGO 8 PRO GLX,1.6L,,AT,2024,tiggo 8 pro glx,chery,https://www.autocosmos.cl/catalogo/vigente/chery/tiggo-8
CHERY,SUV,TIGGO 8 PRO MAX GLX,1.6L,,AT,2024,tiggo 8 pro max glx,chery,https://www.autocosmos.cl/catalogo/vigente/chery/tiggo-8
CHERY,SUV,TIGGO 8 PRO MAX GLX,2.0L,AWD,AT,2024,tiggo 8 pro max glx,chery,https://www.autocosmos.cl/catalogo/vigente/chery/tiggo-8
CHEVROLET,SUV,BLAZER RS,3.6L,AWD,AT,2024,blazer rs,chevrolet,https://www.autocosmos.cl/catalogo/vigente/chevrolet/blazer
CHEVROLET,SUV,BOLT EUV,,,AT,2024,bolt euv,chevrolet,https://www.autocosmos.cl/catalogo/vigente/chevrolet/bolt
CHEVROLET,SUV,CAPTIVA LTZ P,1.5L,,AT,2024,captiva ltz p,chevrolet,https://www.autocosmos.cl/catalogo/vigente/chevrolet/captiva
CHEVROLET,SUV,CAPTIVA LTZ P,1.5L,,MT,2024,captiva ltz p,chevrolet,https://www.autocosmos.cl/catalogo/vigente/chevrolet/captiva
CHEVROLET,SUV,CAPTIVA PREMIER P,1.5L,,AT,2024,captiva premier p,chevrolet,https://www.autocosmos.cl/catalogo/vigente/chevrolet/captiva
CHEVROLET,SUV,CAPTIVA PREMIER P,1.5L,,MT,2024,captiva premier p,chevrolet,https://www.autocosmos.cl/catalogo/vigente/chevrolet/captiva
CHEVROLET,SUV,GROOVE LTZ R,1.5L,,MT,2024,groove ltz r,chevrolet,https://www.autocosmos.cl/catalogo/vigente/chevrolet/groove
CHEVROLET,SUV,GROOVE PREMIER R,1.5L,,MT,2024,groove premier r,chevrolet,https://www.autocosmos.cl/catalogo/vigente/chevrolet/groove
CHEVROLET,SUV,SPIN ACTIV 7P,1.8L,,AT,2024,spin activ 7p,chevrolet,https://www.autocosmos.cl/catalogo/vigente/chevrolet/spin
CHEVROLET,SUV,SPIN PREMIER 7P,1.8L,,MT,2024,spin premier 7p,chevrolet,https://www.autocosmos.cl/catalogo/vigente/chevrolet/spin
CHEVROLET,SUV,SUBURBAN Z71 P,5.3L,4WD,AT,2024,suburban z71 p,chevrolet,https://www.autocosmos.cl/catalogo/vigente/chevrolet/suburban
CHEVROLET,SUV,TAHOE Z71 P,5.3L,4WD,AT,2024,tahoe z71 p,chevrolet,https://www.autocosmos.cl/catalogo/vigente/chevrolet/tahoe
CHEVROLET,SUV,TRACKER LS R,1.2L,,MT,2024,tracker ls r,chevrolet,https://www.autocosmos.cl/catalogo/vigente/chevrolet/tracker
CHEVROLET,SUV,TRACKER LTZ P,1.2L,,MT,2024,tracker ltz p,chevrolet,https://www.autocosmos.cl/catalogo/vigente/chevrolet/tracker
CHEVROLET,SUV,TRACKER LTZ R,1.2L,,AT,2024,tracker ltz r,chevrolet,https://www.autocosmos.cl/catalogo/vigente/chevrolet/tracker
CHEVROLET,SUV,TRACKER PREMIER P3,1.2L,,AT,2024,tracker premier p3,chevrolet,https://www.autocosmos.cl/catalogo/vigente/chevrolet/tracker
CHEVROLET,SUV,TRACKER PREMIER P4,1.2L,,AT,2024,tracker premier p4,chevrolet,https://www.autocosmos.cl/catalogo/vigente/chevrolet/tracker
CHEVROLET,SUV,TRACKER RS R,1.2L,,AT,2024,tracker rs r,chevrolet,https://www.autocosmos.cl/catalogo/vigente/chevrolet/tracker
CHEVROLET,SUV,TRAVERSE LT,3.6L,AWD,AT,2024,traverse lt,chevrolet,https://www.autocosmos.cl/catalogo/vigente/chevrolet/traverse
CHEVROLET,SUV,TRAVERSE PREMIER,3.6L,AWD,AT,2024,traverse premier,chevrolet,https://www.autocosmos.cl/catalogo/vigente/chevrolet/traverse
CHEVROLET,SUV,TRAVERSE RS,3.6L,AWD,AT,2024,traverse rs,chevrolet,https://www.autocosmos.cl/catalogo/vigente/chevrolet/traverse
CITROEN,SUV,C5 AIRCROSS BLUEHDI 130 S&S FEEL,1.5L,,AT,2024,c5 aircross bluehdi 130 ss feel,citroen,
CITROEN,SUV,C5 AIRCROSS BLUEHDI 130 S&S FEEL PACK,1.5L,,AT,2024,c5 aircross bluehdi 130 ss feel pack,citroen,
CITROEN,SUV,C5 AIRCROSS BLUEHDI 130 S&S SHINE,1.5L,,AT,2024,c5 aircross bluehdi 130 ss shine,citroen,
CITROEN,SUV,C5 AIRCROSS HYBRID 225 SHINE,,,AT,2024,c5 aircross hybrid 225 shine,citroen,
DFSK,SUV,SUV 500 COMFORT,1.5,,,2024,suv 500 comfort,dfsk,
DFSK,SUV,SUV 500 LUXURY,1.5,,,2024,suv 500 luxury,dfsk,
DFSK,SUV,SUV 500 LUXURY,1.5,,CVT,2024,suv 500 luxury,dfsk,
DFSK,SUV,SUV 560 COMFORT,1.8,2R,,2024,suv 560 comfort,dfsk,https://www.autocosmos.cl/catalogo/vigente/dfsk/560
DFSK,SUV,SUV 560 COMFORT,1.8L,,,2024,suv 560 comfort,dfsk,https://www.autocosmos.cl/catalogo/vigente/dfsk/560
DFSK,SUV,SUV 600 COMFORT,1.5T,,AT,2024,suv 600 comfort,dfsk,https://www.autocosmos.cl/catalogo/vigente/dfsk/600
DFSK,SUV,SUV 600 COMFORT,1.5T,,MT,2024,suv 600 comfort,dfsk,https://www.autocosmos.cl/catalogo/vigente/dfsk/600
DFSK,SUV,SUV 600 LUXURY,1.5T,,AT,2024,suv 600 luxury,dfsk,https://www.autocosmos.cl/catalogo/vigente/dfsk/600
EXEED,SUV,LX ADVANCED,1.5T,,AT,2024,lx advanced,exeed,https://www.autocosmos.cl/catalogo/vigente/exeed/lx
EXEED,SUV,LX UNLIMITED,1.5T,,AT,2024,lx unlimited,exeed,https://www.autocosmos.cl/catalogo/vigente/exeed/lx
EXEED,SUV,LX UNLIMITED,1.5T,AWD,AT,2024,lx unlimited,exeed,https://www.autocosmos.cl/catalogo/vigente/exeed/lx
EXEED,SUV,TXL UNLIMITED,2.0T,,AT,2024,txl unlimited,exeed,https://www.autocosmos.cl/catalogo/vigente/exeed/txl
EXEED,SUV,TXL UNLIMITED,2.0T,AWD,AT,2024,txl unlimited,exeed,https://www.autocosmos.cl/catalogo/vigente/exeed/txl
FIAT,SUV,FASTBACK AUDACE,1.0L,,AT,2024,fastback audace,fiat,https://www.autocosmos.cl/catalogo/vigente/fiat/fastback
FIAT,SUV,FASTBACK DRIVE,1.0L,,AT,2024,fastback drive,fiat,https://www.autocosmos.cl/catalogo/vigente/fiat/fastback
FIAT,SUV,FASTBACK IMPETUS,1.0L,,AT,2024,fastback impetus,fiat,https://www.autocosmos.cl/catalogo/vigente/fiat/fastback
FIAT,SUV,PULSE DRIVE,1.3L,,AT,2024,pulse drive,fiat,https://www.autocosmos.cl/catalogo/vigente/fiat/pulse
FIAT,SUV,PULSE DRIVE,1.3L,,MT,2024,pulse drive,fiat,https://www.autocosmos.cl/catalogo/vigente/fiat/pulse
FIAT,SUV,PULSE IMPETUS,1.0L,,AT,2024,pulse impetus,fiat,https://www.autocosmos.cl/catalogo/vigente/fiat/pulse
FORD,SUV,ESCAPE PLATINUM ECOBOOST,2.0L,AWD,AT,2024,escape platinum ecoboost,ford,https://www.autocosmos.cl/catalogo/vigente/ford/escape
FORD,SUV,ESCAPE PLATINUM HEV,2.5L,AWD,AT,2024,escape platinum hev,ford,https://www.autocosmos.cl/catalogo/vigente/ford/escape
FORD,SUV,ESCAPE ST LINE FHEV,2.5L,,AT,2024,escape st line fhev,ford,https://www.autocosmos.cl/catalogo/vigente/ford/escape
FORD,SUV,TERRITORY TREND,1.5L,4X2,AT,2024,territory trend,ford,https://www.autocosmos.cl/catalogo/vigente/ford/territory
GAC,SUV,EMKOO GDI GE,1.5T,,AT,2024,emkoo gdi ge,gac,https://www.autocosmos.cl/catalogo/vigente/gac/emkoo
GAC,SUV,EMKOO GDI GL,1.5T,,AT,2024,emkoo gdi gl,gac,https://www.autocosmos.cl/catalogo/vigente/gac/emkoo
GAC,SUV,EMZOOM GB,1.5T,,AT,2024,emzoom gb,gac,https://www.autocosmos.cl/catalogo/vigente/gac/emzoom
GAC,SUV,EMZOOM GL,1.5T,,AT,2024,emzoom gl,gac,https://www.autocosmos.cl/catalogo/vigente/gac/emzoom
GAC,SUV,EMZOOM GL R-STYLE,1.5T,,AT,2024,emzoom gl rstyle,gac,https://www.autocosmos.cl/catalogo/vigente/gac/emzoom
GAC,SUV,GS3 POWER GB,1.5T,,AT,2024,gs3 power gb,gac,https://www.autocosmos.cl/catalogo/vigente/gac/gs3-power
GAC,SUV,GS3 POWER GS,1.5T,,AT,2024,gs3 power gs,gac,https://www.autocosmos.cl/catalogo/vigente/gac/gs3-power
GAC,SUV,GS3 POWER GB,1.5T,,MT,2024,gs3 power gb,gac,https://www.autocosmos.cl/catalogo/vigente/gac/gs3-power
GAC,SUV,GS3 POWER GS,1.5T,,MT,2024,gs3 power gs,gac,https://www.autocosmos.cl/catalogo/vigente/gac/gs3-power
GAC,SUV,GS4 POWER GB,1.5T,,AT,2024,gs4 power gb,gac,https://www.autocosmos.cl/catalogo/vigente/gac/gs4-power
GAC,SUV,GS4 POWER GE,1.5T,,AT,2024,gs4 power ge,gac,https://www.autocosmos.cl/catalogo/vigente/gac/gs4-power
GAC,SUV,GS4 POWER GL,1.5T,,AT,2024,gs4 power gl,gac,https://www.autocosmos.cl/catalogo/vigente/gac/gs4-power
GAC,SUV,GS4 POWER GB,1.5T,,MT,2024,gs4 power gb,gac,https://www.autocosmos.cl/catalogo/vigente/gac/gs4-power
GAC,SUV,GS8 GL,2.0T,2WD,AT,2024,gs8 gl,gac,https://www.autocosmos.cl/catalogo/vigente/gac/gs8
GAC,SUV,GS8 GT,2.0T,2WD,AT,2024,gs8 gt,gac,https://www.autocosmos.cl/catalogo/vigente/gac/gs8
GAC,SUV,GS8 GT,2.0T,4WD,AT,2024,gs8 gt,gac,https://www.autocosmos.cl/catalogo/vigente/gac/gs8
GAC,SUV,GS8 GX,2.0T,4WD,AT,2024,gs8 gx,gac,https://www.autocosmos.cl/catalogo/vigente/gac/gs8
HAVAL,SUV,H6 ACTIVE,,2WD,AT,2024,h6 active,haval,https://www.autocosmos.cl/catalogo/vigente/haval/h6
HAVAL,SUV,H6 DELUXE,,2WD,AT,2024,h6 deluxe,haval,https://www.autocosmos.cl/catalogo/vigente/haval/h6
HAVAL,SUV,H6 DELUXE,,AWD,AT,2024,h6 deluxe,haval,https://www.autocosmos.cl/catalogo/vigente/haval/h6
HAVAL,SUV,H6 ELITE,,2WD,AT,2024,h6 elite,haval,https://www.autocosmos.cl/catalogo/vigente/haval/h6
HAVAL,SUV,H6 GT DELUXE,,AWD,AT,2024,h6 gt deluxe,haval,https://www.autocosmos.cl/catalogo/vigente/haval/h6
HAVAL,SUV,H6 GT ELITE,,2WD,AT,2024,h6 gt elite,haval,https://www.autocosmos.cl/catalogo/vigente/haval/h6
HAVAL,SUV,H6 HIBRIDA DELUXE,,2WD,AT,2024,h6 hibrida deluxe,haval,https://www.autocosmos.cl/catalogo/vigente/haval/h6
HAVAL,SUV,H6 HIDRIDA ELITE,,2WD,AT,2024,h6 hidrida elite,haval,https://www.autocosmos.cl/catalogo/vigente/haval/h6
HAVAL,SUV,JOLION ACTIVE,,,MT,2024,jolion active,haval,https://www.autocosmos.cl/catalogo/vigente/haval/jolion
HAVAL,SUV,JOLION DELUXE,,,AT,2024,jolion deluxe,haval,https://www.autocosmos.cl/catalogo/vigente/haval/jolion
HAVAL,SUV,JOLION ELITE,,,AT,2024,jolion elite,haval,https://www.autocosmos.cl/catalogo/vigente/haval/jolion
HAVAL,SUV,JOLION ELITE,,,MT,2024,jolion elite,haval,https://www.autocosmos.cl/catalogo/vigente/haval/jolion
HAVAL,SUV,JOLION HIBRIDO DELUXE,,2WD,AT,2024,jolion hibrido deluxe,haval,https://www.autocosmos.cl/catalogo/vigente/haval/jolion
HAVAL,SUV,JOLION HIBRIDO ELITE,,2WD,AT,2024,jolion hibrido elite,haval,https://www.autocosmos.cl/catalogo/vigente/haval/jolion
HYUNDAI,SUV,CRETA GRAND SU2I VALUE,2.0,,AT,2024,creta grand su2i value,hyundai,https://www.autocosmos.cl/catalogo/vigente/hyundai/creta
HYUNDAI,SUV,CRETA GRAND SU2I PLUS,2.0,,MT,2024,creta grand su2i plus,hyundai,https://www.autocosmos.cl/catalogo/vigente/hyundai/creta
HYUNDAI,SUV,CRETA SU2ID DESIGN,1.5,,CVT,2024,creta su2id design,hyundai,https://www.autocosmos.cl/catalogo/vigente/hyundai/creta
HYUNDAI,SUV,CRETA SU2ID PLUS,1.5,,CVT,2024,creta su2id plus,hyundai,https://www.autocosmos.cl/catalogo/vigente/hyundai/creta
HYUNDAI,SUV,CRETA SU2ID PREMIUM,1.5,,CVT,2024,creta su2id premium,hyundai,https://www.autocosmos.cl/catalogo/vigente/hyundai/creta
HYUNDAI,SUV,CRETA SU2ID GO,1.5,,MT,2024,creta su2id go,hyundai,https://www.autocosmos.cl/catalogo/vigente/hyundai/creta
HYUNDAI,SUV,CRETA SU2ID DESIGN,1.5,,MT,2024,creta su2id design,hyundai,https://www.autocosmos.cl/catalogo/vigente/hyundai/creta
HYUNDAI,SUV,CRETA SU2ID PLUS,1.5,,MT,2024,creta su2id plus,hyundai,https://www.autocosmos.cl/catalogo/vigente/hyundai/creta
HYUNDAI,SUV,IONIQ 5 NE EV LIMITED,,AWD,AT,2024,ioniq 5 ne ev limited,hyundai,https://www.autocosmos.cl/catalogo/vigente/hyundai/ioniq-5
HYUNDAI,SUV,IONIQ 5 NE EV LIMITED,,,AT,2024,ioniq 5 ne ev limited,hyundai,https://www.autocosmos.cl/catalogo/vigente/hyundai/ioniq-5
HYUNDAI,SUV,IONIQ 5 NE EV PREMIUM,,,AT,2024,ioniq 5 ne ev premium,hyundai,https://www.autocosmos.cl/catalogo/vigente/hyundai/ioniq-5
HYUNDAI,SUV,KONA OS EV PREMIUM,,,AT,2024,kona os ev premium,hyundai,https://www.autocosmos.cl/catalogo/vigente/hyundai/kona
HYUNDAI,SUV,PALISADE LX2 PREMIUM FL,3.5,AWD,AT,2024,palisade lx2 premium fl,hyundai,https://www.autocosmos.cl/catalogo/vigente/hyundai/palisade
HYUNDAI,SUV,SANTA FE MX5 GDI DESIGN,2.5,,AT,2024,santa fe mx5 gdi design,hyundai,https://www.autocosmos.cl/catalogo/vigente/hyundai/santa-fe
HYUNDAI,SUV,SANTA FE MX5 GDI PLUS,2.5,,AT,2024,santa fe mx5 gdi plus,hyundai,https://www.autocosmos.cl/catalogo/vigente/hyundai/santa-fe
HYUNDAI,SUV,SANTA FE MX5 GDI CALLIGRAPHY,2.5T,,AT,2024,santa fe mx5 gdi calligraphy,hyundai,https://www.autocosmos.cl/catalogo/vigente/hyundai/santa-fe
HYUNDAI,SUV,SANTA FE MX5 GDI LIMITED,2.5T,,AT,2024,santa fe mx5 gdi limited,hyundai,https://www.autocosmos.cl/catalogo/vigente/hyundai/santa-fe
HYUNDAI,SUV,SANTA FE TM VALUE FL,2.5,,AT,2024,santa fe tm value fl,hyundai,https://www.autocosmos.cl/catalogo/vigente/hyundai/santa-fe
HYUNDAI,SUV,TUCSON NX4 LIMITED,1.6,4WD,AT,2024,tucson nx4 limited,hyundai,https://www.autocosmos.cl/catalogo/vigente/hyundai/tucson
HYUNDAI,SUV,TUCSON NX4 PLUS,1.6,,AT,2024,tucson nx4 plus,hyundai,https://www.autocosmos.cl/catalogo/vigente/hyundai/tucson
HYUNDAI,SUV,TUCSON NX4 HEV LIMITED,1.6,,AT,2024,tucson nx4 hev limited,hyundai,https://www.autocosmos.cl/catalogo/vigente/hyundai/tucson
HYUNDAI,SUV,TUCSON NX4 HEV VALUE,1.6,,AT,2024,tucson nx4 hev value,hyundai,https://www.autocosmos.cl/catalogo/vigente/hyundai/tucson
HYUNDAI,SUV,TUCSON NX4 PLUS,2.0,4WD,AT,2024,tucson nx4 plus,hyundai,https://www.autocosmos.cl/catalogo/vigente/hyundai/tucson
HYUNDAI,SUV,TUCSON NX4 PLUS,2.0,,AT,2024,tucson nx4 plus,hyundai,https://www.autocosmos.cl/catalogo/vigente/hyundai/tucson
HYUNDAI,SUV,TUCSON NX4 VALUE,2.0,,AT,2024,tucson nx4 value,hyundai,https://www.autocosmos.cl/catalogo/vigente/hyundai/tucson
HYUNDAI,SUV,TUCSON NX4 PLUS,2.0,,MT,2024,tucson nx4 plus,hyundai,https://www.autocosmos.cl/catalogo/vigente/hyundai/tucson
HYUNDAI,SUV,VENUE QX VALUE,1.6,,AT,2024,venue qx value,hyundai,https://www.autocosmos.cl/catalogo/vigente/hyundai/venue
HYUNDAI,SUV,VENUE QX PLUS,1.6,,MT,2024,venue qx plus,hyundai,https://www.autocosmos.cl/catalogo/vigente/hyundai/venue
HYUNDAI,SUV,VENUE QX VALUE,1.6,,MT,2024,venue qx value,hyundai,https://www.autocosmos.cl/catalogo/vigente/hyundai/venue
JAC,SUV,JS2 COMFORT,,,MT,2024,js2 comfort,jac,https://www.autocosmos.cl/catalogo/vigente/jac/js2
JAC,SUV,JS2 LUXURY,,,AT,2024,js2 luxury,jac,https://www.autocosmos.cl/catalogo/vigente/jac/js2
JAC,SUV,JS2 LUXURY,,,MT,2024,js2 luxury,jac,https://www.autocosmos.cl/catalogo/vigente/jac/js2
JAC,SUV,JS3 SE LUXURY,1.6,,MT,2024,js3 se luxury,jac,https://www.autocosmos.cl/catalogo/vigente/jac/js3
JAC,SUV,JS3 XE ADVANCE,1.6,,AT,2024,js3 xe advance,jac,https://www.autocosmos.cl/catalogo/vigente/jac/js3
JAC,SUV,JS3 XE ADVANCE,1.6,,MT,2024,js3 xe advance,jac,https://www.autocosmos.cl/catalogo/vigente/jac/js3
JAC,SUV,JS3 XE LUXURY,1.6,,AT,2024,js3 xe luxury,jac,https://www.autocosmos.cl/catalogo/vigente/jac/js3
JAC,SUV,JS4 ADVANCE,1.5T,,AT,2024,js4 advance,jac,https://www.autocosmos.cl/catalogo/vigente/jac/js4
JAC,SUV,JS4 ADVANCE BICOLOR,1.5T,,AT,2024,js4 advance bicolor,jac,https://www.autocosmos.cl/catalogo/vigente/jac/js4
JAC,SUV,JS4 COMFORT,1.6,,MT,2024,js4 comfort,jac,https://www.autocosmos.cl/catalogo/vigente/jac/js4
JAC,SUV,JS4 COMFORT BICOLOR,1.6,,MT,2024,js4 comfort bicolor,jac,https://www.autocosmos.cl/catalogo/vigente/jac/js4
JAC,SUV,JS4 LUXURY,1.5T,,AT,2024,js4 luxury,jac,https://www.autocosmos.cl/catalogo/vigente/jac/js4
JAC,SUV,JS4 LUXURY,1.5T,,MT,2024,js4 luxury,jac,https://www.autocosmos.cl/catalogo/vigente/jac/js4
JAC,SUV,JS4 LUXURY BICOLOR,1.5T,,AT,2024,js4 luxury bicolor,jac,https://www.autocosmos.cl/catalogo/vigente/jac/js4
JAC,SUV,JS4 LUXURY BICOLOR,1.5T,,MT,2024,js4 luxury bicolor,jac,https://www.autocosmos.cl/catalogo/vigente/jac/js4
JAC,SUV,JS6 ADVANCE,,,AT,2024,js6 advance,jac,https://www.autocosmos.cl/catalogo/vigente/jac/js6
