MARCA,TIPO PRODUCTO,Model Name,Engine,Drive,Transmission,Year,FuelType,MilesPerGallon,Power,Torque,NumSeats,FuelTankCapacity,CargoCapacity,CountryOfManufacture
TOYOTA,SUV,YARIS CROSS XI,1.5,,AT,2024,Unleaded Petrol/Electric,NA,114bhp,141Nm,5,NA,390L,Japan
