MARCA,TIPO PRODUCTO,Model Name,Engine,Drive,Transmission,Year,Model Name Simplified,Marca Simplified,Model URL,Engine Simplified,Drive Simplified,Transmission Simplified,Version URL
RAM,CAMIONETA,CREW CAB BIGHORN,3.6L,,AT,2024,crew cab bighorn,ram,,36l,nan,at,
RAM,CAMIONETA,CREW CAB LIMITED,5.7L,,AT,2024,crew cab limited,ram,,57l,nan,at,
RAM,CAMIONETA,CREW CAB REBEL,5.7L,,AT,2024,crew cab rebel,ram,,57l,nan,at,
RAM,CAMIONETA,700 BIGHORN CD,1.3,,AT,2024,700 bighorn cd,ram,https://www.autocosmos.cl/catalogo/vigente/ram/700,13,nan,at,https://www.autocosmos.cl/catalogo/2024/ram/700/13l-bighorn/178441
RAM,CAMIONETA,700 BIGHORN CD,1.3L,,MT,2024,700 bighorn cd,ram,https://www.autocosmos.cl/catalogo/vigente/ram/700,13l,nan,mt,https://www.autocosmos.cl/catalogo/2024/ram/700/13l-bighorn/178441
RAM,CAMIONETA,700 LARAMIE CD,1.3,,AT,2024,700 laramie cd,ram,https://www.autocosmos.cl/catalogo/vigente/ram/700,13,nan,at,https://www.autocosmos.cl/catalogo/2024/ram/700/14l-slt-cd/177952
RAM,CAMIONETA,700 LARAMIE CD,1.3L,,MT,2024,700 laramie cd,ram,https://www.autocosmos.cl/catalogo/vigente/ram/700,13l,nan,mt,https://www.autocosmos.cl/catalogo/2024/ram/700/14l-slt-cd/177952
RAM,CAMIONETA,700 LONGHORN CD,1.3,,AT,2024,700 longhorn cd,ram,https://www.autocosmos.cl/catalogo/vigente/ram/700,13,nan,at,https://www.autocosmos.cl/catalogo/2024/ram/700/13l-bighorn/178441
RAM,CAMIONETA,700 SLT CS,1.3L,,MT,2024,700 slt cs,ram,https://www.autocosmos.cl/catalogo/vigente/ram/700,13l,nan,mt,https://www.autocosmos.cl/catalogo/2024/ram/700/14l-slt/177951
RAM,CAMIONETA,700 SLT DC,1.3L,,MT,2024,700 slt dc,ram,https://www.autocosmos.cl/catalogo/vigente/ram/700,13l,nan,mt,https://www.autocosmos.cl/catalogo/2024/ram/700/14l-slt/177951
RAM,CAMIONETA,RAMPAGE BIGHORN,2.0L,,AT,2024,rampage bighorn,ram,https://www.autocosmos.cl/catalogo/vigente/ram/rampage,20l,nan,at,https://www.autocosmos.cl/catalogo/2024/ram/rampage/bighorn/178345
RAM,CAMIONETA,RAMPAGE LARAMIE,2.0L,,AT,2024,rampage laramie,ram,https://www.autocosmos.cl/catalogo/vigente/ram/rampage,20l,nan,at,https://www.autocosmos.cl/catalogo/2024/ram/rampage/laramie/178346
RAM,CAMIONETA,RAMPAGE R/T,2.0L,,AT,2024,rampage rt,ram,https://www.autocosmos.cl/catalogo/vigente/ram/rampage,20l,nan,at,https://www.autocosmos.cl/catalogo/2024/ram/rampage/rt/178347
RENAULT,CAMIONETA,OROCH INTENS TURBO,1.3,4X2,AT,2024,oroch intens turbo,renault,https://www.autocosmos.cl/catalogo/vigente/renault/oroch,13,4x2,at,https://www.autocosmos.cl/catalogo/2024/renault/oroch/13l-intens-aut/177977
RENAULT,CAMIONETA,OROCH INTENS TURBO KIT,1.3,4X2,AT,2024,oroch intens turbo kit,renault,https://www.autocosmos.cl/catalogo/vigente/renault/oroch,13,4x2,at,https://www.autocosmos.cl/catalogo/2024/renault/oroch/13l-intens-aut/177977
RENAULT,CAMIONETA,OROCH INTENS TURBO KITMT,1.3,4X4,,2024,oroch intens turbo kitmt,renault,https://www.autocosmos.cl/catalogo/vigente/renault/oroch,13,4x4,nan,https://www.autocosmos.cl/catalogo/2024/renault/oroch/13l-intens-4x4/177979
RENAULT,CAMIONETA,OROCH INTENS TURBO,1.3,4X4,MT,2024,oroch intens turbo,renault,https://www.autocosmos.cl/catalogo/vigente/renault/oroch,13,4x4,mt,https://www.autocosmos.cl/catalogo/2024/renault/oroch/13l-intens-4x4/177979
RENAULT,CAMIONETA,OROCH ZEN,1.6L,4X2,MT,2024,oroch zen,renault,https://www.autocosmos.cl/catalogo/vigente/renault/oroch,16l,4x2,mt,https://www.autocosmos.cl/catalogo/2024/renault/oroch/16l-zen/177976
SSANGYONG,CAMIONETA,MUSSO GLX 2.2TD,,4X4,MT,2024,musso glx 22td,ssangyong,https://www.autocosmos.cl/catalogo/vigente/ssangyong/musso,nan,4x4,mt,https://www.autocosmos.cl/catalogo/2024/ssangyong/musso/22td-glx-4x4/178028
SSANGYONG,CAMIONETA,MUSSO GRAND GLX 2.2TD,,4X2,AT,2024,musso grand glx 22td,ssangyong,https://www.autocosmos.cl/catalogo/vigente/ssangyong/musso,nan,4x2,at,https://www.autocosmos.cl/catalogo/2024/ssangyong/musso/22td-glx-4x4/178028
SSANGYONG,CAMIONETA,MUSSO GRAND GLX 2.2TD,,4X2,MT,2024,musso grand glx 22td,ssangyong,https://www.autocosmos.cl/catalogo/vigente/ssangyong/musso,nan,4x2,mt,https://www.autocosmos.cl/catalogo/2024/ssangyong/musso/22td-glx-4x4/178028
SSANGYONG,CAMIONETA,MUSSO GRAND GLX 2.2TD,,4X4,MT,2024,musso grand glx 22td,ssangyong,https://www.autocosmos.cl/catalogo/vigente/ssangyong/musso,nan,4x4,mt,https://www.autocosmos.cl/catalogo/2024/ssangyong/musso/22td-glx-4x4/178028
SSANGYONG,CAMIONETA,MUSSO GRAND LIMITED 2.2TD,,4X4,AT,2024,musso grand limited 22td,ssangyong,https://www.autocosmos.cl/catalogo/vigente/ssangyong/musso,nan,4x4,at,https://www.autocosmos.cl/catalogo/2024/ssangyong/musso/22td-limited-aut-4x4/178029
SSANGYONG,CAMIONETA,MUSSO GRAND LIMITED PLUS 2.2TD,,4X4,AT,2024,musso grand limited plus 22td,ssangyong,https://www.autocosmos.cl/catalogo/vigente/ssangyong/musso,nan,4x4,at,https://www.autocosmos.cl/catalogo/2024/ssangyong/musso/22td-limited-plus-4x4-aut/178030
SSANGYONG,CAMIONETA,MUSSO GRAND LX 2.2TD,,4X2,MT,2024,musso grand lx 22td,ssangyong,https://www.autocosmos.cl/catalogo/vigente/ssangyong/musso,nan,4x2,mt,https://www.autocosmos.cl/catalogo/2024/ssangyong/musso/22td-glx-4x4/178028
SSANGYONG,CAMIONETA,MUSSO GRAND LX 2.2TD,,4X4,MT,2024,musso grand lx 22td,ssangyong,https://www.autocosmos.cl/catalogo/vigente/ssangyong/musso,nan,4x4,mt,https://www.autocosmos.cl/catalogo/2024/ssangyong/musso/22td-glx-4x4/178028
SSANGYONG,CAMIONETA,MUSSO LIMITED 2.2TD,,4X4,AT,2024,musso limited 22td,ssangyong,https://www.autocosmos.cl/catalogo/vigente/ssangyong/musso,nan,4x4,at,https://www.autocosmos.cl/catalogo/2024/ssangyong/musso/22td-limited-aut-4x4/178029
SSANGYONG,CAMIONETA,MUSSO LIMITED PLUS 2.2TD,,4X4,AT,2024,musso limited plus 22td,ssangyong,https://www.autocosmos.cl/catalogo/vigente/ssangyong/musso,nan,4x4,at,https://www.autocosmos.cl/catalogo/2024/ssangyong/musso/22td-limited-plus-4x4-aut/178030
TOYOTA,CAMIONETA,HILUX DX,2.4,4X2,MT,2024,hilux dx,toyota,https://www.autocosmos.cl/catalogo/vigente/toyota/hilux,24,4x2,mt,https://www.autocosmos.cl/catalogo/2024/toyota/hilux/24l-dx-cd-4x2/178145
TOYOTA,CAMIONETA,HILUX DX,2.4,4X4,MT,2024,hilux dx,toyota,https://www.autocosmos.cl/catalogo/vigente/toyota/hilux,24,4x4,mt,https://www.autocosmos.cl/catalogo/2024/toyota/hilux/24l-sr-cd-4x4/178147
TOYOTA,CAMIONETA,HILUX DX,2.8,4X4,MT,2024,hilux dx,toyota,https://www.autocosmos.cl/catalogo/vigente/toyota/hilux,28,4x4,mt,https://www.autocosmos.cl/catalogo/2024/toyota/hilux/24l-sr-cd-4x4/178147
TOYOTA,CAMIONETA,HILUX DX CS,2.8,4X4,MT,2024,hilux dx cs,toyota,https://www.autocosmos.cl/catalogo/vigente/toyota/hilux,28,4x4,mt,https://www.autocosmos.cl/catalogo/2024/toyota/hilux/24l-sr-cd-4x4/178147
TOYOTA,CAMIONETA,HILUX DX DC,2.4,4X2,MT,2024,hilux dx dc,toyota,https://www.autocosmos.cl/catalogo/vigente/toyota/hilux,24,4x2,mt,https://www.autocosmos.cl/catalogo/2024/toyota/hilux/24l-dx-cd-4x2/178145
TOYOTA,CAMIONETA,HILUX DX DC,2.4,4X4,MT,2024,hilux dx dc,toyota,https://www.autocosmos.cl/catalogo/vigente/toyota/hilux,24,4x4,mt,https://www.autocosmos.cl/catalogo/2024/toyota/hilux/24l-sr-cd-4x4/178147
TOYOTA,CAMIONETA,HILUX SR,2.4,4X2,MT,2024,hilux sr,toyota,https://www.autocosmos.cl/catalogo/vigente/toyota/hilux,24,4x2,mt,https://www.autocosmos.cl/catalogo/2024/toyota/hilux/24l-sr-cd-4x2/178148
TOYOTA,CAMIONETA,HILUX SR,2.4,4X4,MT,2024,hilux sr,toyota,https://www.autocosmos.cl/catalogo/vigente/toyota/hilux,24,4x4,mt,https://www.autocosmos.cl/catalogo/2024/toyota/hilux/24l-sr-cd-4x4/178147
TOYOTA,CAMIONETA,HILUX SR,2.7,4X2,MT,2024,hilux sr,toyota,https://www.autocosmos.cl/catalogo/vigente/toyota/hilux,27,4x2,mt,https://www.autocosmos.cl/catalogo/2024/toyota/hilux/24l-sr-cd-4x2/178148
TOYOTA,CAMIONETA,HILUX SR,2.8,4X4,MT,2024,hilux sr,toyota,https://www.autocosmos.cl/catalogo/vigente/toyota/hilux,28,4x4,mt,https://www.autocosmos.cl/catalogo/2024/toyota/hilux/24l-sr-cd-4x4/178147
TOYOTA,CAMIONETA,HILUX SR DC,2.4,4X2,MT,2024,hilux sr dc,toyota,https://www.autocosmos.cl/catalogo/vigente/toyota/hilux,24,4x2,mt,https://www.autocosmos.cl/catalogo/2024/toyota/hilux/24l-sr-cd-4x2/178148
TOYOTA,CAMIONETA,HILUX SR DC,2.4,4X4,MT,2024,hilux sr dc,toyota,https://www.autocosmos.cl/catalogo/vigente/toyota/hilux,24,4x4,mt,https://www.autocosmos.cl/catalogo/2024/toyota/hilux/24l-sr-cd-4x4/178147
TOYOTA,CAMIONETA,HILUX SRV,2.8,4X4,AT,2024,hilux srv,toyota,https://www.autocosmos.cl/catalogo/vigente/toyota/hilux,28,4x4,at,https://www.autocosmos.cl/catalogo/2024/toyota/hilux/24l-sr-cd-4x4/178147
ZNA,CAMIONETA,R6,,,AT,2024,r6,zna,,nan,nan,at,
BAIC,SEDÁN,EU5 EV,,,,2024,eu5 ev,baic,,nan,nan,nan,
BYD,SEDÁN,HAN EV,,,,2024,han ev,byd,https://www.autocosmos.cl/catalogo/vigente/byd/han-ev,nan,nan,nan,https://www.autocosmos.cl/catalogo/2024/byd/han-ev/gs/176941
BYD,SEDÁN,QIN PLUS DM,,,,2024,qin plus dm,byd,https://www.autocosmos.cl/catalogo/vigente/byd/qin,nan,nan,nan,https://www.autocosmos.cl/catalogo/2024/byd/qin/plus-dm-i/176944
BYD,SEDÁN,SEAL EV,,,,2024,seal ev,byd,https://www.autocosmos.cl/catalogo/vigente/byd/seal,nan,nan,nan,https://www.autocosmos.cl/catalogo/2024/byd/seal/gs/176943
CHANGAN,SEDÁN,ALSVIN COMFORT,,,,2024,alsvin comfort,changan,https://www.autocosmos.cl/catalogo/vigente/changan/alsvin,nan,nan,nan,https://www.autocosmos.cl/catalogo/2024/changan/alsvin/comfort/176945
CHANGAN,SEDÁN,ALSVIN ELITE,,,AT,2024,alsvin elite,changan,https://www.autocosmos.cl/catalogo/vigente/changan/alsvin,nan,nan,at,https://www.autocosmos.cl/catalogo/2024/changan/alsvin/elite-aut/176947
CHANGAN,SEDÁN,ALSVIN LUXURY,,,,2024,alsvin luxury,changan,https://www.autocosmos.cl/catalogo/vigente/changan/alsvin,nan,nan,nan,https://www.autocosmos.cl/catalogo/2024/changan/alsvin/luxury/176946
CHEVROLET,SEDÁN,ONIX LT R,1.0,,,2024,onix lt r,chevrolet,https://www.autocosmos.cl/catalogo/vigente/chevrolet/onix,10,nan,nan,https://www.autocosmos.cl/catalogo/2024/chevrolet/onix/10t-ltz-r/178433
CHEVROLET,SEDÁN,ONIX LTZ P2,1.0,,,2024,onix ltz p2,chevrolet,https://www.autocosmos.cl/catalogo/vigente/chevrolet/onix,10,nan,nan,https://www.autocosmos.cl/catalogo/2024/chevrolet/onix/10t-ltz-r/178433
CHEVROLET,SEDÁN,ONIX PREMIER R,1.0,,,2024,onix premier r,chevrolet,https://www.autocosmos.cl/catalogo/vigente/chevrolet/onix,10,nan,nan,https://www.autocosmos.cl/catalogo/2024/chevrolet/onix/10t-premier-s-aut/178517
CHEVROLET,SEDÁN,ONIX LS P,1.2,,,2024,onix ls p,chevrolet,https://www.autocosmos.cl/catalogo/vigente/chevrolet/onix,12,nan,nan,https://www.autocosmos.cl/catalogo/2024/chevrolet/onix/10t-ltz-r/178433
CHEVROLET,SEDÁN,SAIL NB LT,1.5L,,,2024,sail nb lt,chevrolet,https://www.autocosmos.cl/catalogo/vigente/chevrolet/sail,15l,nan,nan,https://www.autocosmos.cl/catalogo/2024/chevrolet/sail/15-lt/176749
CHEVROLET,SEDÁN,SAIL NB LTZ,1.5L,,,2024,sail nb ltz,chevrolet,https://www.autocosmos.cl/catalogo/vigente/chevrolet/sail,15l,nan,nan,https://www.autocosmos.cl/catalogo/2024/chevrolet/sail/15-lt/176749
CHEVROLET,SEDÁN,SAIL NB LTZ,1.5L,,CVT,2024,sail nb ltz,chevrolet,https://www.autocosmos.cl/catalogo/vigente/chevrolet/sail,15l,nan,cvt,https://www.autocosmos.cl/catalogo/2024/chevrolet/sail/15-lt/176749
CITROEN,SEDÁN,HDI 100 BVM6 C-ELYSEE FEEL PACK,1.5,,,2024,hdi 100 bvm6 celysee feel pack,citroen,,15,nan,nan,
CITROEN,SEDÁN,C4 BLUEHDI 130 S&S FEEL PACK,1.5,,EAT8,2024,c4 bluehdi 130 ss feel pack,citroen,,15,nan,eat8,
CITROEN,SEDÁN,C4 BLUEHDI 130 S&S SHINE,1.5,,EAT8,2024,c4 bluehdi 130 ss shine,citroen,,15,nan,eat8,
HYUNDAI,SEDÁN,ACCENT BN7I DESIGN,1.5,,,2024,accent bn7i design,hyundai,,15,nan,nan,
HYUNDAI,SEDÁN,ACCENT BN7I PLUS,1.5,,,2024,accent bn7i plus,hyundai,,15,nan,nan,
HYUNDAI,SEDÁN,GRAND I10 AI3 DESIGN FL,1.2,,,2024,grand i10 ai3 design fl,hyundai,https://www.autocosmos.cl/catalogo/vigente/hyundai/grand-i10,12,nan,nan,https://www.autocosmos.cl/catalogo/2024/hyundai/grand-i10/12l-design/176702
HYUNDAI,SEDÁN,GRAND I10 AI3 PLUS FL,1.2,,,2024,grand i10 ai3 plus fl,hyundai,https://www.autocosmos.cl/catalogo/vigente/hyundai/grand-i10,12,nan,nan,https://www.autocosmos.cl/catalogo/2024/hyundai/grand-i10/12l-plus/176700
KIA,SEDÁN,EV6 EV GT-LINE 77.4KWH,,AWD,,2024,ev6 ev gtline 774kwh,kia,https://www.autocosmos.cl/catalogo/vigente/kia/ev6,nan,awd,nan,https://www.autocosmos.cl/catalogo/2024/kia/ev6/gt-line/178369
KIA,SEDÁN,SOLUTO EX G SRF FULL,1.4L,,5MT,2024,soluto ex g srf full,kia,https://www.autocosmos.cl/catalogo/vigente/kia/soluto,14l,nan,5mt,https://www.autocosmos.cl/catalogo/2024/kia/soluto/14l-ex/177483
KIA,SEDÁN,SOLUTO LX G LL,1.4L,,5MT,2024,soluto lx g ll,kia,https://www.autocosmos.cl/catalogo/vigente/kia/soluto,14l,nan,5mt,https://www.autocosmos.cl/catalogo/2024/kia/soluto/14l-lx/177455
MG,SEDÁN,3 COM,,,AT,2024,3 com,mg,https://www.autocosmos.cl/catalogo/vigente/mg/3,nan,nan,at,https://www.autocosmos.cl/catalogo/2024/mg/3/15l-com/177707
MG,SEDÁN,5 COM,1.5L,,CVT,2024,5 com,mg,https://www.autocosmos.cl/catalogo/vigente/mg/5,15l,nan,cvt,https://www.autocosmos.cl/catalogo/2024/mg/5/15l-com/177711
MG,SEDÁN,5 DLX,1.5L,,CVT,2024,5 dlx,mg,https://www.autocosmos.cl/catalogo/vigente/mg/5,15l,nan,cvt,https://www.autocosmos.cl/catalogo/2024/mg/5/15l-dlx/177713
MG,SEDÁN,5 COM,1.5L,,MT,2024,5 com,mg,https://www.autocosmos.cl/catalogo/vigente/mg/5,15l,nan,mt,https://www.autocosmos.cl/catalogo/2024/mg/5/15l-com/177711
MG,SEDÁN,5 DLX,1.5L,,MT,2024,5 dlx,mg,https://www.autocosmos.cl/catalogo/vigente/mg/5,15l,nan,mt,https://www.autocosmos.cl/catalogo/2024/mg/5/15l-dlx/177713
MG,SEDÁN,6 COM,1.5T,,MT,2024,6 com,mg,https://www.autocosmos.cl/catalogo/vigente/mg/6,15t,nan,mt,https://www.autocosmos.cl/catalogo/2024/mg/6/15l-com/177715
MG,SEDÁN,6 DLX,1.5T,,MT,2024,6 dlx,mg,https://www.autocosmos.cl/catalogo/vigente/mg/6,15t,nan,mt,https://www.autocosmos.cl/catalogo/2024/mg/6/15l-dlx/177716
MG,SEDÁN,GT COM,1.5L,2WD,CVT,2024,gt com,mg,https://www.autocosmos.cl/catalogo/vigente/mg/gt,15l,2wd,cvt,https://www.autocosmos.cl/catalogo/2024/mg/gt/15l-com/177704
MG,SEDÁN,GT COM,1.5L,2WD,MT,2024,gt com,mg,https://www.autocosmos.cl/catalogo/vigente/mg/gt,15l,2wd,mt,https://www.autocosmos.cl/catalogo/2024/mg/gt/15l-com/177704
MG,SEDÁN,GT DLX,1.5T,,DCT,2024,gt dlx,mg,https://www.autocosmos.cl/catalogo/vigente/mg/gt,15t,nan,dct,https://www.autocosmos.cl/catalogo/2024/mg/gt/15l-dlx-dct/177732
NISSAN,SEDÁN,LEAF,,,,2024,leaf,nissan,https://www.autocosmos.cl/catalogo/vigente/nissan/leaf,nan,nan,nan,https://www.autocosmos.cl/catalogo/2024/nissan/leaf/tekna/177781
NISSAN,SEDÁN,SENTRA ADVANCE,,,CVT,2024,sentra advance,nissan,https://www.autocosmos.cl/catalogo/vigente/nissan/sentra,nan,nan,cvt,https://www.autocosmos.cl/catalogo/2024/nissan/sentra/20l-advance-cvt/177783
NISSAN,SEDÁN,SENTRA ADVANCE,,,MT,2024,sentra advance,nissan,https://www.autocosmos.cl/catalogo/vigente/nissan/sentra,nan,nan,mt,https://www.autocosmos.cl/catalogo/2024/nissan/sentra/20l-advance-cvt/177783
NISSAN,SEDÁN,SENTRA EXCLUSIVE,,,CVT,2024,sentra exclusive,nissan,https://www.autocosmos.cl/catalogo/vigente/nissan/sentra,nan,nan,cvt,https://www.autocosmos.cl/catalogo/2024/nissan/sentra/20l-exclusive-cvt/177784
NISSAN,SEDÁN,SENTRA SENSE,,,MT,2024,sentra sense,nissan,https://www.autocosmos.cl/catalogo/vigente/nissan/sentra,nan,nan,mt,https://www.autocosmos.cl/catalogo/2024/nissan/sentra/20l-sense/177785
NISSAN,SEDÁN,VERSA ADVANCE,,,CVT,2024,versa advance,nissan,https://www.autocosmos.cl/catalogo/vigente/nissan/versa,nan,nan,cvt,https://www.autocosmos.cl/catalogo/2024/nissan/versa/16l-advance/177801
NISSAN,SEDÁN,VERSA ADVANCE,,,MT,2024,versa advance,nissan,https://www.autocosmos.cl/catalogo/vigente/nissan/versa,nan,nan,mt,https://www.autocosmos.cl/catalogo/2024/nissan/versa/16l-advance/177801
NISSAN,SEDÁN,VERSA EXCLUSIVE,,,CVT,2024,versa exclusive,nissan,https://www.autocosmos.cl/catalogo/vigente/nissan/versa,nan,nan,cvt,https://www.autocosmos.cl/catalogo/2024/nissan/versa/16l-exclusive-aut/177803
NISSAN,SEDÁN,VERSA SENSE,,,CVT,2024,versa sense,nissan,https://www.autocosmos.cl/catalogo/vigente/nissan/versa,nan,nan,cvt,https://www.autocosmos.cl/catalogo/2024/nissan/versa/16l-sense/177799
NISSAN,SEDÁN,VERSA SENSE,,,MT,2024,versa sense,nissan,https://www.autocosmos.cl/catalogo/vigente/nissan/versa,nan,nan,mt,https://www.autocosmos.cl/catalogo/2024/nissan/versa/16l-sense/177799
TOYOTA,SEDÁN,COROLLA SEG HEV,1.8,,,2024,corolla seg hev,toyota,https://www.autocosmos.cl/catalogo/vigente/toyota/corolla,18,nan,nan,https://www.autocosmos.cl/catalogo/2024/toyota/corolla/20l-xei/178140
TOYOTA,SEDÁN,YARIS I,1.5,,,2024,yaris i,toyota,https://www.autocosmos.cl/catalogo/vigente/toyota/yaris,15,nan,nan,https://www.autocosmos.cl/catalogo/2024/toyota/yaris/15l-i/178184
BAIC,SUV,BJ40P DIESEL PREMIUM,,4X4,,2024,bj40p diesel premium,baic,,nan,4x4,nan,
BAIC,SUV,BJ40P GASOLINA ELITE,,4X2,,2024,bj40p gasolina elite,baic,,nan,4x2,nan,
BAIC,SUV,BJ40P GASOLINA LUXURY,,4X4,,2024,bj40p gasolina luxury,baic,,nan,4x4,nan,
BAIC,SUV,X35 LUXURY,1.5T,,CVT,2024,x35 luxury,baic,https://www.autocosmos.cl/catalogo/vigente/baic/x35,15t,nan,cvt,https://www.autocosmos.cl/catalogo/2024/baic/x35/15l-luxury/176849
BAIC,SUV,X35 COMFORT,1.5T,,MT,2024,x35 comfort,baic,https://www.autocosmos.cl/catalogo/vigente/baic/x35,15t,nan,mt,https://www.autocosmos.cl/catalogo/2024/baic/x35/15l-comfort/176855
BAIC,SUV,X35 ELITE,1.5T,,MT,2024,x35 elite,baic,https://www.autocosmos.cl/catalogo/vigente/baic/x35,15t,nan,mt,https://www.autocosmos.cl/catalogo/2025/baic/x35/15l-elite/178512
BAIC,SUV,X55 E6 COMFORT,1.5T,,MT,2024,x55 e6 comfort,baic,https://www.autocosmos.cl/catalogo/vigente/baic/x55,15t,nan,mt,https://www.autocosmos.cl/catalogo/2024/baic/x55/15l-comfort/176850
BAIC,SUV,X55 E6 ELITE,1.5T,,MT,2024,x55 e6 elite,baic,https://www.autocosmos.cl/catalogo/vigente/baic/x55,15t,nan,mt,https://www.autocosmos.cl/catalogo/2025/baic/x55/15l-elite/178511
BAIC,SUV,X55 PLUS COMFORT,,,,2024,x55 plus comfort,baic,https://www.autocosmos.cl/catalogo/vigente/baic/x55,nan,nan,nan,https://www.autocosmos.cl/catalogo/2024/baic/x55/15l-comfort/176850
BAIC,SUV,X55 PLUS ELITE,,,,2024,x55 plus elite,baic,https://www.autocosmos.cl/catalogo/vigente/baic/x55,nan,nan,nan,https://www.autocosmos.cl/catalogo/2025/baic/x55/15l-elite/178511
BAIC,SUV,X55 PLUS LUXURY,,,,2024,x55 plus luxury,baic,https://www.autocosmos.cl/catalogo/vigente/baic/x55,nan,nan,nan,https://www.autocosmos.cl/catalogo/2025/baic/x55/15l-elite/178511
BYD,SUV,SONG PLUS DM GL,,,AT,2024,song plus dm gl,byd,https://www.autocosmos.cl/catalogo/vigente/byd/song-plus,nan,nan,at,https://www.autocosmos.cl/catalogo/2024/byd/song-plus/gs/176936
BYD,SUV,SONG PLUS DM GS,,,AT,2024,song plus dm gs,byd,https://www.autocosmos.cl/catalogo/vigente/byd/song-plus,nan,nan,at,https://www.autocosmos.cl/catalogo/2024/byd/song-plus/gs/176936
BYD,SUV,YUAN PLUS EV GL,,,AT,2024,yuan plus ev gl,byd,https://www.autocosmos.cl/catalogo/vigente/byd/yuan-plus-ev,nan,nan,at,https://www.autocosmos.cl/catalogo/2024/byd/yuan-plus-ev/gl/176938
BYD,SUV,YUAN PLUS EV GS,,,AT,2024,yuan plus ev gs,byd,https://www.autocosmos.cl/catalogo/vigente/byd/yuan-plus-ev,nan,nan,at,https://www.autocosmos.cl/catalogo/2024/byd/yuan-plus-ev/gs/176939
CHANGAN,SUV,CS15 COMFORT,1.5L,,MT,2024,cs15 comfort,changan,https://www.autocosmos.cl/catalogo/vigente/changan/cs15,15l,nan,mt,https://www.autocosmos.cl/catalogo/2024/changan/cs15/elite/176954
CHANGAN,SUV,CS15 ELITE,1.5L,,AT,2024,cs15 elite,changan,https://www.autocosmos.cl/catalogo/vigente/changan/cs15,15l,nan,at,https://www.autocosmos.cl/catalogo/2024/changan/cs15/elite/176954
CHANGAN,SUV,CS15 ELITE,1.5L,,MT,2024,cs15 elite,changan,https://www.autocosmos.cl/catalogo/vigente/changan/cs15,15l,nan,mt,https://www.autocosmos.cl/catalogo/2024/changan/cs15/elite/176954
CHANGAN,SUV,CS15 LUXURY,1.5L,,MT,2024,cs15 luxury,changan,https://www.autocosmos.cl/catalogo/vigente/changan/cs15,15l,nan,mt,https://www.autocosmos.cl/catalogo/2024/changan/cs15/luxury/176953
CHANGAN,SUV,CS35 PLUS ELITE,1.4L,,AT,2024,cs35 plus elite,changan,https://www.autocosmos.cl/catalogo/vigente/changan/cs35-plus,14l,nan,at,https://www.autocosmos.cl/catalogo/2024/changan/cs35-plus/14l-elite-aut/178396
CHANGAN,SUV,CS35 PLUS LUX,1.4L,,AT,2024,cs35 plus lux,changan,https://www.autocosmos.cl/catalogo/vigente/changan/cs35-plus,14l,nan,at,https://www.autocosmos.cl/catalogo/2024/changan/cs35-plus/16l-luxury/176973
CHANGAN,SUV,CS35 PLUS COMFORT,1.6L,,MT,2024,cs35 plus comfort,changan,https://www.autocosmos.cl/catalogo/vigente/changan/cs35-plus,16l,nan,mt,https://www.autocosmos.cl/catalogo/2024/changan/cs35-plus/16l-luxury/176973
CHANGAN,SUV,CS35 PLUS LUXURY,1.6L,,MT,2024,cs35 plus luxury,changan,https://www.autocosmos.cl/catalogo/vigente/changan/cs35-plus,16l,nan,mt,https://www.autocosmos.cl/catalogo/2024/changan/cs35-plus/16l-luxury/176973
CHANGAN,SUV,CS55 COMFORT,1.5L,,MT,2024,cs55 comfort,changan,https://www.autocosmos.cl/catalogo/vigente/changan/cs55,15l,nan,mt,https://www.autocosmos.cl/catalogo/2024/changan/cs55/comfort/176961
CHANGAN,SUV,CS55 LUXURY,1.5L,,AT,2024,cs55 luxury,changan,https://www.autocosmos.cl/catalogo/vigente/changan/cs55,15l,nan,at,https://www.autocosmos.cl/catalogo/2024/changan/cs55/luxury/176962
CHANGAN,SUV,CS55 LUXURY,1.5L,,MT,2024,cs55 luxury,changan,https://www.autocosmos.cl/catalogo/vigente/changan/cs55,15l,nan,mt,https://www.autocosmos.cl/catalogo/2024/changan/cs55/luxury/176962
CHANGAN,SUV,CS55 PLUS ELITE,1.5L,,AT,2024,cs55 plus elite,changan,https://www.autocosmos.cl/catalogo/vigente/changan/cs55,15l,nan,at,https://www.autocosmos.cl/catalogo/2024/changan/cs55/luxury/176962
CHANGAN,SUV,CS55 PLUS LUXURY,1.5L,,AT,2024,cs55 plus luxury,changan,https://www.autocosmos.cl/catalogo/vigente/changan/cs55,15l,nan,at,https://www.autocosmos.cl/catalogo/2024/changan/cs55/luxury/176962
CHERY,SUV,TIGGO 2 PRO GLX,1.0L,,AT,2024,tiggo 2 pro glx,chery,https://www.autocosmos.cl/catalogo/vigente/chery/tiggo-2-pro,10l,nan,at,https://www.autocosmos.cl/catalogo/2024/chery/tiggo-2-pro/15l-gls-limited-edition/178460
CHERY,SUV,TIGGO 2 PRO GLX,1.0L,,MT,2024,tiggo 2 pro glx,chery,https://www.autocosmos.cl/catalogo/vigente/chery/tiggo-2-pro,10l,nan,mt,https://www.autocosmos.cl/catalogo/2024/chery/tiggo-2-pro/15l-gls-limited-edition/178460
