marca,numero licitacion,id producto,tipo producto,model name,engine,drive,transmission,year,model name simplified,marca simplified,model url,engine simplified,drive simplified,transmission simplified,Version URL
mitsubishi,2239-4-lr17,1670385,camioneta,l-200 -d/c td dakar crs hp,,4X2,AT,,l200 dc td dakar crs hp,mitsubishi,https://www.autocosmos.cl/catalogo/vigente/mitsubishi/l-200,nan,4x2,at,https://www.autocosmos.cl/catalogo/2025/mitsubishi/l-200/24l-dakar-xr-4x2/180463
mitsubishi,2239-4-lr17,1670386,camioneta,l-200 -d/c td dakar crs,,4X2,MT,,l200 dc td dakar crs,mitsubishi,https://www.autocosmos.cl/catalogo/vigente/mitsubishi/l-200,nan,4x2,mt,https://www.autocosmos.cl/catalogo/2025/mitsubishi/l-200/24l-dakar-xr-4x2/180463
mitsubishi,2239-4-lr17,1670387,camioneta,l-200 -d/c td dakar crs hp,,4X2,MT,,l200 dc td dakar crs hp,mitsubishi,https://www.autocosmos.cl/catalogo/vigente/mitsubishi/l-200,nan,4x2,mt,https://www.autocosmos.cl/catalogo/2025/mitsubishi/l-200/24l-dakar-xr-4x2/180463
mitsubishi,2239-4-lr17,1670388,camioneta,l-200 -d/c td katana cr,,4X2,,,l200 dc td katana cr,mitsubishi,https://www.autocosmos.cl/catalogo/vigente/mitsubishi/l-200,nan,4x2,nan,https://www.autocosmos.cl/catalogo/2025/mitsubishi/l-200/24l-katana-cr-4x2/179626
mitsubishi,2239-4-lr17,1670389,camioneta,l-200 -d/c td katana crm,,4X2,,,l200 dc td katana crm,mitsubishi,https://www.autocosmos.cl/catalogo/vigente/mitsubishi/l-200,nan,4x2,nan,https://www.autocosmos.cl/catalogo/2025/mitsubishi/l-200/24l-katana-cr-4x2/179626
mitsubishi,2239-4-lr17,1670390,camioneta,l-200 -d/c td katana crt,,4X2,,,l200 dc td katana crt,mitsubishi,https://www.autocosmos.cl/catalogo/vigente/mitsubishi/l-200,nan,4x2,nan,https://www.autocosmos.cl/catalogo/2025/mitsubishi/l-200/24l-katana-cr-4x2/179626
mitsubishi,2239-4-lr17,1670391,camioneta,l-200 -d/c td work cr,,4X2,,,l200 dc td work cr,mitsubishi,https://www.autocosmos.cl/catalogo/vigente/mitsubishi/l-200,nan,4x2,nan,https://www.autocosmos.cl/catalogo/2025/mitsubishi/l-200/24l-work-cr-4x2/179627
mitsubishi,2239-4-lr17,1670370,camioneta,l-200 2.4l dakar crs,,4X4,AT,,l200 24l dakar crs,mitsubishi,https://www.autocosmos.cl/catalogo/vigente/mitsubishi/l-200,nan,4x4,at,https://www.autocosmos.cl/catalogo/2025/mitsubishi/l-200/24l-dakar-xr-4x4-aut/180465
mitsubishi,2239-4-lr17,1670371,camioneta,l-200 2.4l dakar crs,,4X4,MT,,l200 24l dakar crs,mitsubishi,https://www.autocosmos.cl/catalogo/vigente/mitsubishi/l-200,nan,4x4,mt,https://www.autocosmos.cl/catalogo/2025/mitsubishi/l-200/24l-dakar-xr-4x4-aut/180465
mitsubishi,2239-4-lr17,1670372,camioneta,l-200 2.4l dakar hp,,4X4,AT,,l200 24l dakar hp,mitsubishi,https://www.autocosmos.cl/catalogo/vigente/mitsubishi/l-200,nan,4x4,at,https://www.autocosmos.cl/catalogo/2025/mitsubishi/l-200/24l-dakar-xr-4x4-aut/180465
mitsubishi,2239-4-lr17,1670373,camioneta,l-200 2.4l dakar hp,,4X4,MT,,l200 24l dakar hp,mitsubishi,https://www.autocosmos.cl/catalogo/vigente/mitsubishi/l-200,nan,4x4,mt,https://www.autocosmos.cl/catalogo/2025/mitsubishi/l-200/24l-dakar-xr-4x4-aut/180465
mitsubishi,2239-4-lr17,1670374,camioneta,l-200 2.4l katana cr,,4X2,,,l200 24l katana cr,mitsubishi,https://www.autocosmos.cl/catalogo/vigente/mitsubishi/l-200,nan,4x2,nan,https://www.autocosmos.cl/catalogo/2025/mitsubishi/l-200/24l-katana-cr-4x2/179626
mitsubishi,2239-4-lr17,1670375,camioneta,l-200 2.4l katana crm,,4X4,,,l200 24l katana crm,mitsubishi,https://www.autocosmos.cl/catalogo/vigente/mitsubishi/l-200,nan,4x4,nan,https://www.autocosmos.cl/catalogo/2025/mitsubishi/l-200/24l-katana-crt-4x4/179628
mitsubishi,2239-4-lr17,1670376,camioneta,l-200 2.4l katana crt,,4X4,,,l200 24l katana crt,mitsubishi,https://www.autocosmos.cl/catalogo/vigente/mitsubishi/l-200,nan,4x4,nan,https://www.autocosmos.cl/catalogo/2025/mitsubishi/l-200/24l-katana-crt-4x4/179628
mitsubishi,2239-4-lr17,1670377,camioneta,l-200 2.4l katana crt sc,,4X4,,,l200 24l katana crt sc,mitsubishi,https://www.autocosmos.cl/catalogo/vigente/mitsubishi/l-200,nan,4x4,nan,https://www.autocosmos.cl/catalogo/2025/mitsubishi/l-200/24l-katana-crt-4x4/179628
mitsubishi,2239-4-lr17,1670378,camioneta,l-200 2.4l work cr,,4X2,,,l200 24l work cr,mitsubishi,https://www.autocosmos.cl/catalogo/vigente/mitsubishi/l-200,nan,4x2,nan,https://www.autocosmos.cl/catalogo/2025/mitsubishi/l-200/24l-work-cr-4x2/179627
mitsubishi,2239-4-lr17,1670379,camioneta,l-200 2.4l work cr sc,,4X2,,,l200 24l work cr sc,mitsubishi,https://www.autocosmos.cl/catalogo/vigente/mitsubishi/l-200,nan,4x2,nan,https://www.autocosmos.cl/catalogo/2025/mitsubishi/l-200/24l-work-cr-4x2/179627
mitsubishi,2239-4-lr17,1670380,camioneta,l200 katana cr,,4X2,,,l200 katana cr,mitsubishi,https://www.autocosmos.cl/catalogo/vigente/mitsubishi/l-200,nan,4x2,nan,https://www.autocosmos.cl/catalogo/2025/mitsubishi/l-200/24l-katana-cr-4x2/179626
mitsubishi,2239-4-lr17,1670381,camioneta,l200 work cr,,4X2,,,l200 work cr,mitsubishi,https://www.autocosmos.cl/catalogo/vigente/mitsubishi/l-200,nan,4x2,nan,https://www.autocosmos.cl/catalogo/2025/mitsubishi/l-200/24l-work-cr-4x2/179627
mitsubishi,2239-4-lr17,1670382,camioneta,l200 katana crm,,4X4,,,l200 katana crm,mitsubishi,https://www.autocosmos.cl/catalogo/vigente/mitsubishi/l-200,nan,4x4,nan,https://www.autocosmos.cl/catalogo/2025/mitsubishi/l-200/24l-katana-crt-4x4/179628
mitsubishi,2239-4-lr17,1670383,camioneta,l200 katana crt,,4X4,,,l200 katana crt,mitsubishi,https://www.autocosmos.cl/catalogo/vigente/mitsubishi/l-200,nan,4x4,nan,https://www.autocosmos.cl/catalogo/2025/mitsubishi/l-200/24l-katana-crt-4x4/179628
mitsubishi,2239-8-lr23,2041752,camioneta,l200 d/c td dakar crs,,4X4,MT,2024.0,l200 dc td dakar crs,mitsubishi,https://www.autocosmos.cl/catalogo/vigente/mitsubishi/l-200,nan,4x4,mt,https://www.autocosmos.cl/catalogo/2025/mitsubishi/l-200/24l-dakar-xr-4x4-aut/180465
mitsubishi,2239-8-lr23,2041718,camioneta,l200 d/c td katana cr,,4X2,MT,2024.0,l200 dc td katana cr,mitsubishi,https://www.autocosmos.cl/catalogo/vigente/mitsubishi/l-200,nan,4x2,mt,https://www.autocosmos.cl/catalogo/2025/mitsubishi/l-200/24l-katana-cr-4x2/179626
mitsubishi,2239-8-lr23,2041735,camioneta,l200 d/c td katana crt,,4X4,MT,2024.0,l200 dc td katana crt,mitsubishi,https://www.autocosmos.cl/catalogo/vigente/mitsubishi/l-200,nan,4x4,mt,https://www.autocosmos.cl/catalogo/2025/mitsubishi/l-200/24l-katana-crt-4x4/179628
mitsubishi,2239-8-lr23,2041701,camioneta,l200 d/c td work cr,,4X2,MT,2024.0,l200 dc td work cr,mitsubishi,https://www.autocosmos.cl/catalogo/vigente/mitsubishi/l-200,nan,4x2,mt,https://www.autocosmos.cl/catalogo/2025/mitsubishi/l-200/24l-work-cr-4x2/179627
mitsubishi,2239-4-lr17,1670392,camioneta,l200 dakar,,,AT,,l200 dakar,mitsubishi,https://www.autocosmos.cl/catalogo/vigente/mitsubishi/l-200,nan,nan,at,https://www.autocosmos.cl/catalogo/2025/mitsubishi/l-200/24l-dakar-xr-4x2/180463
mitsubishi,2239-4-lr17,1670393,camioneta,l200 dakar hp,,,AT,,l200 dakar hp,mitsubishi,https://www.autocosmos.cl/catalogo/vigente/mitsubishi/l-200,nan,nan,at,https://www.autocosmos.cl/catalogo/2025/mitsubishi/l-200/24l-dakar-xr-4x2/180463
mitsubishi,2239-4-lr17,1670394,camioneta,l200 dakar high power,,,AT,,l200 dakar high power,mitsubishi,https://www.autocosmos.cl/catalogo/vigente/mitsubishi/l-200,nan,nan,at,https://www.autocosmos.cl/catalogo/2025/mitsubishi/l-200/24l-dakar-xr-4x2/180463
mitsubishi,2239-4-lr17,1670395,camioneta,l200 dakar high power,,,MT,,l200 dakar high power,mitsubishi,https://www.autocosmos.cl/catalogo/vigente/mitsubishi/l-200,nan,nan,mt,https://www.autocosmos.cl/catalogo/2025/mitsubishi/l-200/24l-dakar-xr-4x2/180463
mitsubishi,2239-4-lr17,1670396,camioneta,l200 dakar,,,MT,,l200 dakar,mitsubishi,https://www.autocosmos.cl/catalogo/vigente/mitsubishi/l-200,nan,nan,mt,https://www.autocosmos.cl/catalogo/2025/mitsubishi/l-200/24l-dakar-xr-4x2/180463
mitsubishi,2239-4-lr17,1670397,camioneta,l200 dakar hp,,,MT,,l200 dakar hp,mitsubishi,https://www.autocosmos.cl/catalogo/vigente/mitsubishi/l-200,nan,nan,mt,https://www.autocosmos.cl/catalogo/2025/mitsubishi/l-200/24l-dakar-xr-4x2/180463
mitsubishi,2239-8-lr23,2253360,camioneta,l200 dakar xr,,,AT,2025.0,l200 dakar xr,mitsubishi,https://www.autocosmos.cl/catalogo/vigente/mitsubishi/l-200,nan,nan,at,https://www.autocosmos.cl/catalogo/2025/mitsubishi/l-200/24l-dakar-xr-4x2/180463
mitsubishi,2239-8-lr23,2253343,camioneta,l200 dakar xr,,,MT,2025.0,l200 dakar xr,mitsubishi,https://www.autocosmos.cl/catalogo/vigente/mitsubishi/l-200,nan,nan,mt,https://www.autocosmos.cl/catalogo/2025/mitsubishi/l-200/24l-dakar-xr-4x2/180463
mitsubishi,2239-4-lr17,1670401,camioneta,l200 katana crt sc,,4X4,,,l200 katana crt sc,mitsubishi,https://www.autocosmos.cl/catalogo/vigente/mitsubishi/l-200,nan,4x4,nan,https://www.autocosmos.cl/catalogo/2025/mitsubishi/l-200/24l-katana-crt-4x4/179628
mitsubishi,2239-8-lr23,2253309,camioneta,l200 katana xr,,4X2,MT,2025.0,l200 katana xr,mitsubishi,https://www.autocosmos.cl/catalogo/vigente/mitsubishi/l-200,nan,4x2,mt,https://www.autocosmos.cl/catalogo/2025/mitsubishi/l-200/24l-katana-cr-4x2/179626
mitsubishi,2239-8-lr23,2253326,camioneta,l200 katana xrt,,4X4,MT,2025.0,l200 katana xrt,mitsubishi,https://www.autocosmos.cl/catalogo/vigente/mitsubishi/l-200,nan,4x4,mt,https://www.autocosmos.cl/catalogo/2025/mitsubishi/l-200/24l-katana-crt-4x4/179628
mitsubishi,2239-4-lr17,1670403,camioneta,l200 work cr sc,,4X2,,,l200 work cr sc,mitsubishi,https://www.autocosmos.cl/catalogo/vigente/mitsubishi/l-200,nan,4x2,nan,https://www.autocosmos.cl/catalogo/2025/mitsubishi/l-200/24l-work-cr-4x2/179627
mitsubishi,2239-8-lr23,2253292,camioneta,l200 work xr,,4X2,MT,2025.0,l200 work xr,mitsubishi,https://www.autocosmos.cl/catalogo/vigente/mitsubishi/l-200,nan,4x2,mt,https://www.autocosmos.cl/catalogo/2025/mitsubishi/l-200/24l-work-cr-4x2/179627
nissan,2239-4-lr17,1694994,camioneta,navara cd le,,4X4,AT,,navara cd le,nissan,https://www.autocosmos.cl/catalogo/vigente/nissan/navara,nan,4x4,at,
nissan,2239-4-lr17,1694995,camioneta,navara cd pro4x,,4X4,,,navara cd pro4x,nissan,https://www.autocosmos.cl/catalogo/vigente/nissan/navara,nan,4x4,nan,
nissan,2239-4-lr17,1694993,camioneta,navara cd le,,4X4,,,navara cd le,nissan,https://www.autocosmos.cl/catalogo/vigente/nissan/navara,nan,4x4,nan,
nissan,2239-4-lr17,1694988,camioneta,navara cd se,,4X2,,,navara cd se,nissan,https://www.autocosmos.cl/catalogo/vigente/nissan/navara,nan,4x2,nan,
nissan,2239-4-lr17,1694990,camioneta,navara cd se,,4X4,,,navara cd se,nissan,https://www.autocosmos.cl/catalogo/vigente/nissan/navara,nan,4x4,nan,
nissan,2239-4-lr17,1694989,camioneta,navara cd xe,,4X2,,,navara cd xe,nissan,https://www.autocosmos.cl/catalogo/vigente/nissan/navara,nan,4x2,nan,
nissan,2239-4-lr17,1694991,camioneta,navara cd xe,,4X4,,,navara cd xe,nissan,https://www.autocosmos.cl/catalogo/vigente/nissan/navara,nan,4x4,nan,
nissan,2239-4-lr17,1694987,camioneta,navara cs s,,4X4,,,navara cs s,nissan,https://www.autocosmos.cl/catalogo/vigente/nissan/navara,nan,4x4,nan,
nissan,2239-8-lr23,2041276,camioneta,navara dc p4x,,,,2024.0,navara dc p4x,nissan,https://www.autocosmos.cl/catalogo/vigente/nissan/navara,nan,nan,nan,
nissan,2239-8-lr23,2238543,camioneta,navara dc p4x,,,AT,2025.0,navara dc p4x,nissan,https://www.autocosmos.cl/catalogo/vigente/nissan/navara,nan,nan,at,
nissan,2239-8-lr23,2041254,camioneta,navara dc platinum 2.3d,,4X4,AT,2024.0,navara dc platinum 23d,nissan,https://www.autocosmos.cl/catalogo/vigente/nissan/navara,nan,4x4,at,
nissan,2239-8-lr23,2041237,camioneta,navara dc platinum 2.3d,,4X4,MT,2024.0,navara dc platinum 23d,nissan,https://www.autocosmos.cl/catalogo/vigente/nissan/navara,nan,4x4,mt,
nissan,2239-8-lr23,2041152,camioneta,navara dc se 2.3d,,4X2,MT,2024.0,navara dc se 23d,nissan,https://www.autocosmos.cl/catalogo/vigente/nissan/navara,nan,4x2,mt,
nissan,2239-8-lr23,2041186,camioneta,navara dc se 2.3d,,4X4,MT,2024.0,navara dc se 23d,nissan,https://www.autocosmos.cl/catalogo/vigente/nissan/navara,nan,4x4,mt,
nissan,2239-8-lr23,2041169,camioneta,navara dc xe 2.3d,,4X2,MT,2024.0,navara dc xe 23d,nissan,https://www.autocosmos.cl/catalogo/vigente/nissan/navara,nan,4x2,mt,
nissan,2239-8-lr23,2041220,camioneta,navara dc xe 2.3d,,4X4,AT,2024.0,navara dc xe 23d,nissan,https://www.autocosmos.cl/catalogo/vigente/nissan/navara,nan,4x4,at,
nissan,2239-8-lr23,2041203,camioneta,navara dc xe 2.3d,,4X4,MT,2024.0,navara dc xe 23d,nissan,https://www.autocosmos.cl/catalogo/vigente/nissan/navara,nan,4x4,mt,
nissan,2239-4-lr17,1841464,camioneta,navara np300 2.3d dc se,,,,,navara np300 23d dc se,nissan,https://www.autocosmos.cl/catalogo/vigente/nissan/navara,nan,nan,nan,
nissan,2239-4-lr17,1670424,camioneta,navara np300 2.3l le dc,,4X4,,,navara np300 23l le dc,nissan,https://www.autocosmos.cl/catalogo/vigente/nissan/navara,nan,4x4,nan,
nissan,2239-4-lr17,1670425,camioneta,navara np300 2.3l le dc audio,,4X4,,,navara np300 23l le dc audio,nissan,https://www.autocosmos.cl/catalogo/vigente/nissan/navara,nan,4x4,nan,
nissan,2239-4-lr17,1670426,camioneta,navara np300 2.3l le dc aut,,4X4,,,navara np300 23l le dc aut,nissan,https://www.autocosmos.cl/catalogo/vigente/nissan/navara,nan,4x4,nan,
nissan,2239-4-lr17,1670428,camioneta,navara np300 2.3l le dc aut audio,,4X4,,,navara np300 23l le dc aut audio,nissan,https://www.autocosmos.cl/catalogo/vigente/nissan/navara,nan,4x4,nan,
nissan,2239-4-lr17,1670427,camioneta,navara np300 2.3l le dc aut – audio,,4X4,,,navara np300 23l le dc aut audio,nissan,https://www.autocosmos.cl/catalogo/vigente/nissan/navara,nan,4x4,nan,
nissan,2239-4-lr17,1670429,camioneta,navara np300 2.3l le dc,,4X4,MT,,navara np300 23l le dc,nissan,https://www.autocosmos.cl/catalogo/vigente/nissan/navara,nan,4x4,mt,
nissan,2239-4-lr17,1670430,camioneta,navara np300 2.3l le dc mt- audio,,4X4,,,navara np300 23l le dc mt audio,nissan,https://www.autocosmos.cl/catalogo/vigente/nissan/navara,nan,4x4,nan,
nissan,2239-4-lr17,1670434,camioneta,navara np300 2.3l s sc,,4X4,,,navara np300 23l s sc,nissan,https://www.autocosmos.cl/catalogo/vigente/nissan/navara,nan,4x4,nan,
nissan,2239-4-lr17,1670435,camioneta,navara np300 2.3l se dc,,4X2,,,navara np300 23l se dc,nissan,https://www.autocosmos.cl/catalogo/vigente/nissan/navara,nan,4x2,nan,
nissan,2239-4-lr17,1670436,camioneta,navara np300 2.3l se dc,,4X4,,,navara np300 23l se dc,nissan,https://www.autocosmos.cl/catalogo/vigente/nissan/navara,nan,4x4,nan,
nissan,2239-4-lr17,1670437,camioneta,navara np300 2.3l xe dc,,4X2,,,navara np300 23l xe dc,nissan,https://www.autocosmos.cl/catalogo/vigente/nissan/navara,nan,4x2,nan,
nissan,2239-4-lr17,1670438,camioneta,navara np300 2.3l xe dc audio,,4X2,,,navara np300 23l xe dc audio,nissan,https://www.autocosmos.cl/catalogo/vigente/nissan/navara,nan,4x2,nan,
nissan,2239-4-lr17,1670439,camioneta,navara np300 2.3l xe dc,,4X4,,,navara np300 23l xe dc,nissan,https://www.autocosmos.cl/catalogo/vigente/nissan/navara,nan,4x4,nan,
nissan,2239-4-lr17,1670440,camioneta,navara np300 2.3l xe dc audio,,4X4,,,navara np300 23l xe dc audio,nissan,https://www.autocosmos.cl/catalogo/vigente/nissan/navara,nan,4x4,nan,
nissan,2239-8-lr23,2238458,camioneta,navara platinum,,4X4,AT,2025.0,navara platinum,nissan,https://www.autocosmos.cl/catalogo/vigente/nissan/navara,nan,4x4,at,
nissan,2239-8-lr23,2238441,camioneta,navara platinum,,4X4,MT,2025.0,navara platinum,nissan,https://www.autocosmos.cl/catalogo/vigente/nissan/navara,nan,4x4,mt,
nissan,2239-8-lr23,2238356,camioneta,navara se,,4X2,MT,2025.0,navara se,nissan,https://www.autocosmos.cl/catalogo/vigente/nissan/navara,nan,4x2,mt,
nissan,2239-8-lr23,2238390,camioneta,navara se,,4X4,MT,2025.0,navara se,nissan,https://www.autocosmos.cl/catalogo/vigente/nissan/navara,nan,4x4,mt,
nissan,2239-8-lr23,2238373,camioneta,navara xe,,4X2,MT,2025.0,navara xe,nissan,https://www.autocosmos.cl/catalogo/vigente/nissan/navara,nan,4x2,mt,
nissan,2239-8-lr23,2238424,camioneta,navara xe,,4X4,AT,2025.0,navara xe,nissan,https://www.autocosmos.cl/catalogo/vigente/nissan/navara,nan,4x4,at,
nissan,2239-8-lr23,2238407,camioneta,navara xe,,4X4,MT,2025.0,navara xe,nissan,https://www.autocosmos.cl/catalogo/vigente/nissan/navara,nan,4x4,mt,
nissan,2239-4-lr17,1670452,camioneta,np300 navara d23 dc le 2.3d,,4WD,AT,,np300 navara d23 dc le 23d,nissan,https://www.autocosmos.cl/catalogo/vigente/nissan/navara,nan,4wd,at,
nissan,2239-4-lr17,1670453,camioneta,np300 navara d23 dc le 2.3d - audio,,4WD,AT,,np300 navara d23 dc le 23d audio,nissan,https://www.autocosmos.cl/catalogo/vigente/nissan/navara,nan,4wd,at,
nissan,2239-4-lr17,1670454,camioneta,np300 navara d23 dc le 2.3d,,4WD,MT,,np300 navara d23 dc le 23d,nissan,https://www.autocosmos.cl/catalogo/vigente/nissan/navara,nan,4wd,mt,
nissan,2239-4-lr17,1670455,camioneta,np300 navara d23 dc le 2.3d - audio,,4WD,MT,,np300 navara d23 dc le 23d audio,nissan,https://www.autocosmos.cl/catalogo/vigente/nissan/navara,nan,4wd,mt,
nissan,2239-4-lr17,1670456,camioneta,np300 navara d23 dc se 2.3d,,,MT,,np300 navara d23 dc se 23d,nissan,https://www.autocosmos.cl/catalogo/vigente/nissan/navara,nan,nan,mt,
nissan,2239-4-lr17,1670457,camioneta,np300 navara d23 dc se 2.3d,,4WD,MT,,np300 navara d23 dc se 23d,nissan,https://www.autocosmos.cl/catalogo/vigente/nissan/navara,nan,4wd,mt,
nissan,2239-4-lr17,1670458,camioneta,np300 navara d23 dc xe 2.3d,,,MT,,np300 navara d23 dc xe 23d,nissan,https://www.autocosmos.cl/catalogo/vigente/nissan/navara,nan,nan,mt,
nissan,2239-4-lr17,1670459,camioneta,np300 navara d23 dc xe 2.3d - radio,,,MT,,np300 navara d23 dc xe 23d radio,nissan,https://www.autocosmos.cl/catalogo/vigente/nissan/navara,nan,nan,mt,
nissan,2239-4-lr17,1670460,camioneta,np300 navara d23 dc xe 2.3d,,4WD,MT,,np300 navara d23 dc xe 23d,nissan,https://www.autocosmos.cl/catalogo/vigente/nissan/navara,nan,4wd,mt,
nissan,2239-4-lr17,1670461,camioneta,np300 navara d23 dc xe 2.3d - radio,,4WD,MT,,np300 navara d23 dc xe 23d radio,nissan,https://www.autocosmos.cl/catalogo/vigente/nissan/navara,nan,4wd,mt,
nissan,2239-4-lr17,1670463,camioneta,np300 navara d23 sc s 2.3d,,4WD,MT,,np300 navara d23 sc s 23d,nissan,https://www.autocosmos.cl/catalogo/vigente/nissan/navara,nan,4wd,mt,
nissan,2239-4-lr17,1670465,camioneta,np300 navara dc xe,2.5,,MT,,np300 navara dc xe,nissan,https://www.autocosmos.cl/catalogo/vigente/nissan/navara,25,nan,mt,
nissan,2239-4-lr17,1670467,camioneta,np300 navara sc s 2.3d,,,MT,,np300 navara sc s 23d,nissan,https://www.autocosmos.cl/catalogo/vigente/nissan/navara,nan,nan,mt,
nissan,2239-4-lr17,1670468,camioneta,np300 navara sc s 2.3d,,4WD,MT,,np300 navara sc s 23d,nissan,https://www.autocosmos.cl/catalogo/vigente/nissan/navara,nan,4wd,mt,
peugeot,2239-4-lr17,1670270,camioneta,boxer cabina l3 bluehdi 160,,,,,boxer cabina l3 bluehdi 160,peugeot,https://www.autocosmos.cl/catalogo/vigente/peugeot/boxer,nan,nan,nan,https://www.autocosmos.cl/catalogo/2025/peugeot/boxer/20l-furgon-l3h2/179703
peugeot,2239-4-lr17,1670272,camioneta,boxer doble cabina l4 bluehdi 160,,,,,boxer doble cabina l4 bluehdi 160,peugeot,https://www.autocosmos.cl/catalogo/vigente/peugeot/boxer,nan,nan,nan,https://www.autocosmos.cl/catalogo/2025/peugeot/boxer/20l-furgon-l4h2/179704
peugeot,2239-8-lr23,2041344,camioneta,landtrek action4 bluehdi 180,,4X4,AT,2024.0,landtrek action4 bluehdi 180,peugeot,https://www.autocosmos.cl/catalogo/vigente/peugeot/landtrek,nan,4x4,at,https://www.autocosmos.cl/catalogo/2025/peugeot/landtrek/action4-bluehdi-180-4x4/180459
peugeot,2239-8-lr23,2041289,camioneta,landtrek active bluehdi 180,,4X2,MT,2024.0,landtrek active bluehdi 180,peugeot,https://www.autocosmos.cl/catalogo/vigente/peugeot/landtrek,nan,4x2,mt,https://www.autocosmos.cl/catalogo/2025/peugeot/landtrek/active-bluehdi-180-4x2/179733
peugeot,2239-8-lr23,2041327,camioneta,landtrek active bluehdi 180,,4X4,AT,2024.0,landtrek active bluehdi 180,peugeot,https://www.autocosmos.cl/catalogo/vigente/peugeot/landtrek,nan,4x4,at,https://www.autocosmos.cl/catalogo/2025/peugeot/landtrek/active-bluehdi-180-4x4/179734
peugeot,2239-8-lr23,2041306,camioneta,landtrek active bluehdi 180,,4X4,MT,2024.0,landtrek active bluehdi 180,peugeot,https://www.autocosmos.cl/catalogo/vigente/peugeot/landtrek,nan,4x4,mt,https://www.autocosmos.cl/catalogo/2025/peugeot/landtrek/active-bluehdi-180-4x4/179734
ram,2239-4-lr17,1670216,camioneta,big horn at6 lx,1.8,,,1000.0,big horn at6 lx,ram,https://www.autocosmos.cl/catalogo/vigente/ram/rampage,18,nan,nan,https://www.autocosmos.cl/catalogo/2025/ram/rampage/bighorn/179827
ram,2239-8-lr23,2041985,camioneta,bighorn lx,1.8,,AT,2024.0,bighorn lx,ram,https://www.autocosmos.cl/catalogo/vigente/ram/v700-city,18,nan,at,https://www.autocosmos.cl/catalogo/2025/ram/v700-city/14l/179820
ram,2239-8-lr23,2042002,camioneta,bighorn night edition,1.8,,AT,2024.0,bighorn night edition,ram,https://www.autocosmos.cl/catalogo/vigente/ram/v700-city,18,nan,at,https://www.autocosmos.cl/catalogo/2025/ram/v700-city/12l-diesel/179821
ram,2239-4-lr17,1670218,camioneta,laramie,2.0,4X4,AT,1000.0,laramie,ram,https://www.autocosmos.cl/catalogo/vigente/ram/rampage,20,4x4,at,https://www.autocosmos.cl/catalogo/2025/ram/rampage/laramie/179828
ram,2239-8-lr23,2042784,camioneta,rebel,2.0,4X4,AT,2024.0,rebel,ram,https://www.autocosmos.cl/catalogo/vigente/ram/rampage,20,4x4,at,https://www.autocosmos.cl/catalogo/2025/ram/rampage/laramie/179828
ram,2239-4-lr17,1670221,camioneta,big horn,,,,1500.0,big horn,ram,https://www.autocosmos.cl/catalogo/vigente/ram/v700-city,nan,nan,nan,https://www.autocosmos.cl/catalogo/2025/ram/v700-city/14l/179820
ram,2239-4-lr17,1670222,camioneta,big horn 3.6l e torque,,,,1500.0,big horn 36l e torque,ram,https://www.autocosmos.cl/catalogo/vigente/ram/rampage,nan,nan,nan,https://www.autocosmos.cl/catalogo/2025/ram/rampage/bighorn/179827
ram,2239-8-lr23,2042019,camioneta,crew cab bighorn 3.6l,,,AT,2024.0,crew cab bighorn 36l,ram,https://www.autocosmos.cl/catalogo/vigente/ram/rampage,nan,nan,at,https://www.autocosmos.cl/catalogo/2025/ram/rampage/bighorn/179827
ram,2239-8-lr23,2244727,camioneta,crew cab bighorn e-torque 3.6l,,,AT,2025.0,crew cab bighorn etorque 36l,ram,https://www.autocosmos.cl/catalogo/vigente/ram/rampage,nan,nan,at,https://www.autocosmos.cl/catalogo/2025/ram/rampage/bighorn/179827
ram,2239-8-lr23,2042053,camioneta,crew cab limited 5.7l,,,AT,2024.0,crew cab limited 57l,ram,https://www.autocosmos.cl/catalogo/vigente/ram/v700-city,nan,nan,at,https://www.autocosmos.cl/catalogo/2025/ram/v700-city/14l/179820
ram,2239-8-lr23,2042036,camioneta,crew cab rebel 5.7l,,,AT,2024.0,crew cab rebel 57l,ram,https://www.autocosmos.cl/catalogo/vigente/ram/rampage,nan,nan,at,https://www.autocosmos.cl/catalogo/2025/ram/rampage/laramie/179828
ram,2239-4-lr17,1670224,camioneta,laramie sport,,,,1500.0,laramie sport,ram,https://www.autocosmos.cl/catalogo/vigente/ram/rampage,nan,nan,nan,https://www.autocosmos.cl/catalogo/2025/ram/rampage/laramie/179828
ram,2239-4-lr17,1670225,camioneta,limited,,,,1500.0,limited,ram,https://www.autocosmos.cl/catalogo/vigente/ram/rampage,nan,nan,nan,https://www.autocosmos.cl/catalogo/2025/ram/rampage/laramie/179828
ram,2239-4-lr17,1670228,camioneta,big horn crew cab diesel,6.7,,,2500.0,big horn crew cab diesel,ram,https://www.autocosmos.cl/catalogo/vigente/ram/rampage,67,nan,nan,https://www.autocosmos.cl/catalogo/2025/ram/rampage/bighorn/179827
ram,2239-8-lr23,2041835,camioneta,700 bighorn cd,1.3,,AT,2024.0,700 bighorn cd,ram,https://www.autocosmos.cl/catalogo/vigente/ram/700,13,nan,at,https://www.autocosmos.cl/catalogo/2025/ram/700/13l-bighorn/179830
