marca,numero licitacion,id producto,tipo producto,model name,engine,drive,transmission,year,model name simplified,marca simplified,model url,engine simplified,drive simplified,transmission simplified,Version URL
ford,2239-4-lr17,1668902,suv,edge 2.0l se,,,,,edge 20l se,ford,https://www.autocosmos.cl/catalogo/vigente/ford/explorer-st,nan,nan,nan,https://www.autocosmos.cl/catalogo/2025/ford/explorer-st/30l-ecoboost-awd-aut/179030
ford,2239-4-lr17,1668903,suv,edge 2.0l sel,,,,,edge 20l sel,ford,https://www.autocosmos.cl/catalogo/vigente/ford/explorer-st,nan,nan,nan,https://www.autocosmos.cl/catalogo/2025/ford/explorer-st/30l-ecoboost-awd-aut/179030
ford,2239-4-lr17,1668904,suv,edge 2.0l sel,,4X4,,,edge 20l sel,ford,https://www.autocosmos.cl/catalogo/vigente/ford/explorer-st,nan,4x4,nan,https://www.autocosmos.cl/catalogo/2025/ford/explorer-st/30l-ecoboost-awd-aut/179030
ford,2239-4-lr17,1668905,suv,edge 2.7l st v6,,4X4,,,edge 27l st v6,ford,https://www.autocosmos.cl/catalogo/vigente/ford/explorer-st,nan,4x4,nan,https://www.autocosmos.cl/catalogo/2025/ford/explorer-st/30l-ecoboost-awd-aut/179030
ford,2239-4-lr17,1668906,suv,edge se ecoboost 2.0l,,,,,edge se ecoboost 20l,ford,https://www.autocosmos.cl/catalogo/vigente/ford/transit-custom,nan,nan,nan,https://www.autocosmos.cl/catalogo/2025/ford/transit-custom/20l-furgon/179038
ford,2239-4-lr17,1668907,suv,edge sel ecoboost 2.0l,,,,,edge sel ecoboost 20l,ford,https://www.autocosmos.cl/catalogo/vigente/ford/transit-custom,nan,nan,nan,https://www.autocosmos.cl/catalogo/2025/ford/transit-custom/20l-furgon/179038
ford,2239-4-lr17,1668908,suv,edge sel ecoboost 2.0l,,AWD,,,edge sel ecoboost 20l,ford,https://www.autocosmos.cl/catalogo/vigente/ford/transit-custom,nan,awd,nan,https://www.autocosmos.cl/catalogo/2025/ford/transit-custom/20l-furgon/179038
ford,2239-4-lr17,1668909,suv,edge st ecoboost 2.7l,,,,,edge st ecoboost 27l,ford,https://www.autocosmos.cl/catalogo/vigente/ford/transit-custom,nan,nan,nan,https://www.autocosmos.cl/catalogo/2025/ford/transit-custom/20l-furgon/179038
ford,2239-8-lr23,2052632,suv,escape platinum 2.0l ecoboost,,AWD,AT,2024.0,escape platinum 20l ecoboost,ford,https://www.autocosmos.cl/catalogo/vigente/ford/escape,nan,awd,at,
ford,2239-8-lr23,2052615,suv,escape platinum 2.5l hev,,AWD,AT,2024.0,escape platinum 25l hev,ford,https://www.autocosmos.cl/catalogo/vigente/ford/escape,nan,awd,at,
ford,2239-8-lr23,2052598,suv,escape st line 2.5l fhev,,,AT,2024.0,escape st line 25l fhev,ford,https://www.autocosmos.cl/catalogo/vigente/ford/escape,nan,nan,at,
ford,2239-4-lr17,1668923,suv,expedition 3.5l limited,,,,,expedition 35l limited,ford,https://www.autocosmos.cl/catalogo/vigente/ford/expedition,nan,nan,nan,https://www.autocosmos.cl/catalogo/2026/ford/expedition/35l-platinum/180475
ford,2239-4-lr17,1668924,suv,expedition 3.5l xlt,,4X2,,,expedition 35l xlt,ford,https://www.autocosmos.cl/catalogo/vigente/ford/expedition,nan,4x2,nan,https://www.autocosmos.cl/catalogo/2026/ford/expedition/35l-platinum/180475
ford,2239-4-lr17,1668925,suv,explorer 2.3l limited ecoboost,,4X4,,,explorer 23l limited ecoboost,ford,https://www.autocosmos.cl/catalogo/vigente/ford/explorer,nan,4x4,nan,https://www.autocosmos.cl/catalogo/2025/ford/explorer/23l-active/179055
ford,2239-4-lr17,1668926,suv,explorer xlt,,4X4,,,explorer xlt,ford,https://www.autocosmos.cl/catalogo/vigente/ford/explorer,nan,4x4,nan,https://www.autocosmos.cl/catalogo/2025/ford/explorer/23l-platinum-awd/179057
ford,2239-4-lr17,1669367,suv,territory titanium plus 1.5l,,4X2,,,territory titanium plus 15l,ford,https://www.autocosmos.cl/catalogo/vigente/ford/territory,nan,4x2,nan,https://www.autocosmos.cl/catalogo/2026/ford/territory/15l-titanium/180474
ford,2239-4-lr17,1669368,suv,territory trend,1.5,4X2,,,territory trend,ford,https://www.autocosmos.cl/catalogo/vigente/ford/territory,15,4x2,nan,https://www.autocosmos.cl/catalogo/2026/ford/territory/15l-trend/180473
ford,2239-8-lr23,2052734,suv,territory trend 1.5l,,4X2,AT,2024.0,territory trend 15l,ford,https://www.autocosmos.cl/catalogo/vigente/ford/territory,nan,4x2,at,https://www.autocosmos.cl/catalogo/2026/ford/territory/15l-trend/180473
gac,2239-8-lr23,2052770,suv,emkoo 1.5t gdi ge,,,AT,2024.0,emkoo 15t gdi ge,gac,https://www.autocosmos.cl/catalogo/vigente/gac/emkoo,nan,nan,at,https://www.autocosmos.cl/catalogo/2025/gac/emkoo/15t-ge/179086
gac,2239-8-lr23,2052787,suv,emkoo 1.5t gdi gl,,,AT,2024.0,emkoo 15t gdi gl,gac,https://www.autocosmos.cl/catalogo/vigente/gac/emkoo,nan,nan,at,https://www.autocosmos.cl/catalogo/2025/gac/emkoo/15t-gl/179087
gac,2239-8-lr23,2052804,suv,emzoom 1.5t gb,,,AT,2024.0,emzoom 15t gb,gac,https://www.autocosmos.cl/catalogo/vigente/gac/emzoom,nan,nan,at,https://www.autocosmos.cl/catalogo/2025/gac/emzoom/15t-gb/179090
gac,2239-8-lr23,2052821,suv,emzoom 1.5t gl,,,AT,2024.0,emzoom 15t gl,gac,https://www.autocosmos.cl/catalogo/vigente/gac/emzoom,nan,nan,at,https://www.autocosmos.cl/catalogo/2025/gac/emzoom/15t-gl/179091
gac,2239-8-lr23,2052838,suv,emzoom 1.5t gl r-style,,,AT,2024.0,emzoom 15t gl rstyle,gac,https://www.autocosmos.cl/catalogo/vigente/gac/emzoom,nan,nan,at,https://www.autocosmos.cl/catalogo/2025/gac/emzoom/15t-gl-r-style/179092
gac,2239-8-lr23,2052855,suv,gs3 power 1.5t gb,,,AT,2024.0,gs3 power 15t gb,gac,https://www.autocosmos.cl/catalogo/vigente/gac/gs3-power,nan,nan,at,https://www.autocosmos.cl/catalogo/2025/gac/gs3-power/15l-gb/179080
gac,2239-8-lr23,2052872,suv,gs3 power 1.5t gs,,,AT,2024.0,gs3 power 15t gs,gac,https://www.autocosmos.cl/catalogo/vigente/gac/gs3-power,nan,nan,at,https://www.autocosmos.cl/catalogo/2025/gac/gs3-power/15l-gs/179093
gac,2239-8-lr23,2052889,suv,gs3 power 1.5t gb,,,MT,2024.0,gs3 power 15t gb,gac,https://www.autocosmos.cl/catalogo/vigente/gac/gs3-power,nan,nan,mt,https://www.autocosmos.cl/catalogo/2025/gac/gs3-power/15l-gb/179080
gac,2239-8-lr23,2052906,suv,gs3 power 1.5t gs,,,MT,2024.0,gs3 power 15t gs,gac,https://www.autocosmos.cl/catalogo/vigente/gac/gs3-power,nan,nan,mt,https://www.autocosmos.cl/catalogo/2025/gac/gs3-power/15l-gs/179093
gac,2239-8-lr23,2052923,suv,gs4 power 1.5t gb,,,AT,2024.0,gs4 power 15t gb,gac,https://www.autocosmos.cl/catalogo/vigente/gac/gs4-power,nan,nan,at,https://www.autocosmos.cl/catalogo/2025/gac/gs4-power/15l-gb/179078
gac,2239-8-lr23,2052940,suv,gs4 power 1.5t ge,,,AT,2024.0,gs4 power 15t ge,gac,https://www.autocosmos.cl/catalogo/vigente/gac/gs4-power,nan,nan,at,https://www.autocosmos.cl/catalogo/2025/gac/gs4-power/15l-ge-aut/179088
gac,2239-8-lr23,2052957,suv,gs4 power 1.5t gl,,,AT,2024.0,gs4 power 15t gl,gac,https://www.autocosmos.cl/catalogo/vigente/gac/gs4-power,nan,nan,at,https://www.autocosmos.cl/catalogo/2025/gac/gs4-power/15l-gl-aut/179089
gac,2239-8-lr23,2052974,suv,gs4 power 1.5t gb,,,MT,2024.0,gs4 power 15t gb,gac,https://www.autocosmos.cl/catalogo/vigente/gac/gs4-power,nan,nan,mt,https://www.autocosmos.cl/catalogo/2025/gac/gs4-power/15l-gb/179078
gac,2239-8-lr23,2052991,suv,gs8 2.0t gl,,2WD,AT,2024.0,gs8 20t gl,gac,https://www.autocosmos.cl/catalogo/vigente/gac/gs8,nan,2wd,at,https://www.autocosmos.cl/catalogo/2025/gac/gs8/gl/179082
gac,2239-8-lr23,2053008,suv,gs8 2.0t gt,,2WD,AT,2024.0,gs8 20t gt,gac,https://www.autocosmos.cl/catalogo/vigente/gac/gs8,nan,2wd,at,https://www.autocosmos.cl/catalogo/2025/gac/gs8/gt/179083
gac,2239-8-lr23,2053025,suv,gs8 2.0t gt,,4WD,AT,2024.0,gs8 20t gt,gac,https://www.autocosmos.cl/catalogo/vigente/gac/gs8,nan,4wd,at,https://www.autocosmos.cl/catalogo/2025/gac/gs8/gt/179083
gac,2239-8-lr23,2053042,suv,gs8 2.0t gx,,4WD,AT,2024.0,gs8 20t gx,gac,https://www.autocosmos.cl/catalogo/vigente/gac/gs8,nan,4wd,at,https://www.autocosmos.cl/catalogo/2025/gac/gs8/gt/179083
haval,2239-4-lr17,1840574,suv,h6 2.0l active,,,,,h6 20l active,haval,https://www.autocosmos.cl/catalogo/vigente/haval/h6,nan,nan,nan,
haval,2239-4-lr17,1840576,suv,h6 2.0l deluxe,,,,,h6 20l deluxe,haval,https://www.autocosmos.cl/catalogo/vigente/haval/h6,nan,nan,nan,
haval,2239-4-lr17,1840577,suv,h6 2.0l deluxe,,AWD,,,h6 20l deluxe,haval,https://www.autocosmos.cl/catalogo/vigente/haval/h6,nan,awd,nan,
haval,2239-4-lr17,1840575,suv,h6 2.0l elite,,,,,h6 20l elite,haval,https://www.autocosmos.cl/catalogo/vigente/haval/h6,nan,nan,nan,
haval,2239-8-lr23,2053076,suv,h6 active,,2WD,AT,2024.0,h6 active,haval,https://www.autocosmos.cl/catalogo/vigente/haval/h6,nan,2wd,at,
haval,2239-8-lr23,2053093,suv,h6 deluxe,,2WD,AT,2024.0,h6 deluxe,haval,https://www.autocosmos.cl/catalogo/vigente/haval/h6,nan,2wd,at,
haval,2239-8-lr23,2053110,suv,h6 deluxe,,AWD,AT,2024.0,h6 deluxe,haval,https://www.autocosmos.cl/catalogo/vigente/haval/h6,nan,awd,at,
haval,2239-8-lr23,2053127,suv,h6 elite,,2WD,AT,2024.0,h6 elite,haval,https://www.autocosmos.cl/catalogo/vigente/haval/h6,nan,2wd,at,
haval,2239-8-lr23,2053144,suv,h6 gt deluxe,,AWD,AT,2024.0,h6 gt deluxe,haval,https://www.autocosmos.cl/catalogo/vigente/haval/h6,nan,awd,at,
haval,2239-8-lr23,2053161,suv,h6 gt elite,,2WD,AT,2024.0,h6 gt elite,haval,https://www.autocosmos.cl/catalogo/vigente/haval/h6,nan,2wd,at,
haval,2239-8-lr23,2053178,suv,h6 hibrida deluxe,,2WD,AT,2024.0,h6 hibrida deluxe,haval,https://www.autocosmos.cl/catalogo/vigente/haval/h6,nan,2wd,at,
haval,2239-8-lr23,2053195,suv,h6 hidrida elite,,2WD,AT,2024.0,h6 hidrida elite,haval,https://www.autocosmos.cl/catalogo/vigente/haval/h6,nan,2wd,at,
haval,2239-4-lr17,1840585,suv,jolion 1.5l active,,,,,jolion 15l active,haval,https://www.autocosmos.cl/catalogo/vigente/haval/jolion,nan,nan,nan,
haval,2239-4-lr17,1840582,suv,jolion 1.5l deluxe aut,,,,,jolion 15l deluxe aut,haval,https://www.autocosmos.cl/catalogo/vigente/haval/jolion,nan,nan,nan,
haval,2239-4-lr17,1840584,suv,jolion 1.5l elite,,,,,jolion 15l elite,haval,https://www.autocosmos.cl/catalogo/vigente/haval/jolion,nan,nan,nan,
haval,2239-4-lr17,1840583,suv,jolion 1.5l elite aut,,,,,jolion 15l elite aut,haval,https://www.autocosmos.cl/catalogo/vigente/haval/jolion,nan,nan,nan,
haval,2239-8-lr23,2053212,suv,jolion active,,,MT,2024.0,jolion active,haval,https://www.autocosmos.cl/catalogo/vigente/haval/jolion,nan,nan,mt,
haval,2239-8-lr23,2053229,suv,jolion deluxe,,,AT,2024.0,jolion deluxe,haval,https://www.autocosmos.cl/catalogo/vigente/haval/jolion,nan,nan,at,
haval,2239-8-lr23,2053246,suv,jolion elite,,,AT,2024.0,jolion elite,haval,https://www.autocosmos.cl/catalogo/vigente/haval/jolion,nan,nan,at,
haval,2239-8-lr23,2053263,suv,jolion elite,,,MT,2024.0,jolion elite,haval,https://www.autocosmos.cl/catalogo/vigente/haval/jolion,nan,nan,mt,
haval,2239-8-lr23,2053280,suv,jolion hibrido deluxe,,2WD,AT,2024.0,jolion hibrido deluxe,haval,https://www.autocosmos.cl/catalogo/vigente/haval/jolion,nan,2wd,at,
haval,2239-8-lr23,2053297,suv,jolion hibrido elite,,2WD,AT,2024.0,jolion hibrido elite,haval,https://www.autocosmos.cl/catalogo/vigente/haval/jolion,nan,2wd,at,
honda,2239-4-lr17,1669111,suv,new cr-v ex,2.4,4X2,CVT,,new crv ex,honda,https://www.autocosmos.cl/catalogo/vigente/honda/cr-v,24,4x2,cvt,https://www.autocosmos.cl/catalogo/2025/honda/cr-v/15l-touring-awd/179128
honda,2239-4-lr17,1669112,suv,new cr-v exl-t turbo,1.5,4X2,CVT,,new crv exlt turbo,honda,https://www.autocosmos.cl/catalogo/vigente/honda/cr-v,15,4x2,cvt,https://www.autocosmos.cl/catalogo/2025/honda/cr-v/15l-touring-awd/179128
honda,2239-4-lr17,1669113,suv,new cr-v touring turbo,1.5,4X4,CVT,,new crv touring turbo,honda,https://www.autocosmos.cl/catalogo/vigente/honda/cr-v,15,4x4,cvt,https://www.autocosmos.cl/catalogo/2025/honda/cr-v/15l-touring-awd/179128
honda,2239-4-lr17,1669116,suv,new hr-v ex,1.8,,CVT,,new hrv ex,honda,https://www.autocosmos.cl/catalogo/vigente/honda/hr-v,18,nan,cvt,https://www.autocosmos.cl/catalogo/2025/honda/hr-v/ex/179139
honda,2239-4-lr17,1669117,suv,new hr-v exl,1.8,4X2,CVT,,new hrv exl,honda,https://www.autocosmos.cl/catalogo/vigente/honda/hr-v,18,4x2,cvt,https://www.autocosmos.cl/catalogo/2025/honda/hr-v/exl/179140
honda,2239-4-lr17,1669118,suv,new hr-v exl,1.8,4X4,CVT,,new hrv exl,honda,https://www.autocosmos.cl/catalogo/vigente/honda/hr-v,18,4x4,cvt,https://www.autocosmos.cl/catalogo/2025/honda/hr-v/exl/179140
honda,2239-4-lr17,1669119,suv,new hr-v lx,1.8,,CVT,,new hrv lx,honda,https://www.autocosmos.cl/catalogo/vigente/honda/hr-v,18,nan,cvt,https://www.autocosmos.cl/catalogo/2025/honda/hr-v/lx/179138
honda,2239-4-lr17,1669120,suv,new pilot elite,3.5,4X4,AT,,new pilot elite,honda,https://www.autocosmos.cl/catalogo/vigente/honda/pilot,35,4x4,at,https://www.autocosmos.cl/catalogo/2025/honda/pilot/35l-elite-awd-aut/179129
honda,2239-4-lr17,1669121,suv,new pilot ex,3.5,4X2,AT,,new pilot ex,honda,https://www.autocosmos.cl/catalogo/vigente/honda/pilot,35,4x2,at,https://www.autocosmos.cl/catalogo/2025/honda/pilot/35l-elite-awd-aut/179129
honda,2239-4-lr17,1669122,suv,new pilot touring,3.5,4X4,AT,,new pilot touring,honda,https://www.autocosmos.cl/catalogo/vigente/honda/pilot,35,4x4,at,https://www.autocosmos.cl/catalogo/2025/honda/pilot/35l-touring-awd-aut/179130
honda,2239-4-lr17,1669503,suv,wr-v ex,1.5,,CVT,,wrv ex,honda,https://www.autocosmos.cl/catalogo/vigente/honda/wr-v,15,nan,cvt,https://www.autocosmos.cl/catalogo/2025/honda/wr-v/15l-ex-aut/179132
honda,2239-4-lr17,1669504,suv,wr-v ex,1.5,,MT,,wrv ex,honda,https://www.autocosmos.cl/catalogo/vigente/honda/wr-v,15,nan,mt,https://www.autocosmos.cl/catalogo/2025/honda/wr-v/15l-ex-aut/179132
honda,2239-4-lr17,1669505,suv,wr-v exl,1.5,,CVT,,wrv exl,honda,https://www.autocosmos.cl/catalogo/vigente/honda/wr-v,15,nan,cvt,https://www.autocosmos.cl/catalogo/2025/honda/wr-v/15l-exl-aut/179131
honda,2239-4-lr17,1669506,suv,wr-v lx,1.5,,CVT,,wrv lx,honda,https://www.autocosmos.cl/catalogo/vigente/honda/wr-v,15,nan,cvt,https://www.autocosmos.cl/catalogo/2025/honda/wr-v/15l-lx-aut/179133
honda,2239-4-lr17,1669507,suv,wr-v lx smart,1.5,,CVT,,wrv lx smart,honda,https://www.autocosmos.cl/catalogo/vigente/honda/wr-v,15,nan,cvt,https://www.autocosmos.cl/catalogo/2025/honda/wr-v/15l-ex-aut/179132
honda,2239-4-lr17,1669509,suv,wr-v lx,1.5,,MT,,wrv lx,honda,https://www.autocosmos.cl/catalogo/vigente/honda/wr-v,15,nan,mt,https://www.autocosmos.cl/catalogo/2025/honda/wr-v/15l-lx-aut/179133
honda,2239-4-lr17,1669510,suv,wr-v lx smart,1.5,,MT,,wrv lx smart,honda,https://www.autocosmos.cl/catalogo/vigente/honda/wr-v,15,nan,mt,https://www.autocosmos.cl/catalogo/2025/honda/wr-v/15l-ex-aut/179132
hyundai,2239-8-lr23,2046915,suv,creta grand su2i value,2.0,,AT,2024.0,creta grand su2i value,hyundai,https://www.autocosmos.cl/catalogo/vigente/hyundai/creta,20,nan,at,https://www.autocosmos.cl/catalogo/2025/hyundai/creta/15l-plus/179151
hyundai,2239-8-lr23,2046932,suv,creta grand su2i plus,2.0,,MT,2024.0,creta grand su2i plus,hyundai,https://www.autocosmos.cl/catalogo/vigente/hyundai/creta,20,nan,mt,https://www.autocosmos.cl/catalogo/2025/hyundai/creta/15l-plus/179151
hyundai,2239-8-lr23,2046949,suv,creta su2id design,1.5,,CVT,2024.0,creta su2id design,hyundai,https://www.autocosmos.cl/catalogo/vigente/hyundai/creta,15,nan,cvt,https://www.autocosmos.cl/catalogo/2025/hyundai/creta/15l-design-cvt/179176
hyundai,2239-8-lr23,2243381,suv,creta su2id design,1.5,,AT,2025.0,creta su2id design,hyundai,https://www.autocosmos.cl/catalogo/vigente/hyundai/creta,15,nan,at,https://www.autocosmos.cl/catalogo/2025/hyundai/creta/15l-design-cvt/179176
hyundai,2239-8-lr23,2046966,suv,creta su2id plus,1.5,,CVT,2024.0,creta su2id plus,hyundai,https://www.autocosmos.cl/catalogo/vigente/hyundai/creta,15,nan,cvt,https://www.autocosmos.cl/catalogo/2025/hyundai/creta/15l-plus/179151
hyundai,2239-8-lr23,2243398,suv,creta su2id plus,1.5,,AT,2025.0,creta su2id plus,hyundai,https://www.autocosmos.cl/catalogo/vigente/hyundai/creta,15,nan,at,https://www.autocosmos.cl/catalogo/2025/hyundai/creta/15l-plus/179151
hyundai,2239-8-lr23,2046983,suv,creta su2id premium,1.5,,CVT,2024.0,creta su2id premium,hyundai,https://www.autocosmos.cl/catalogo/vigente/hyundai/creta,15,nan,cvt,https://www.autocosmos.cl/catalogo/2025/hyundai/creta/15l-plus/179151
hyundai,2239-8-lr23,2243415,suv,creta su2id premium,1.5,,AT,2025.0,creta su2id premium,hyundai,https://www.autocosmos.cl/catalogo/vigente/hyundai/creta,15,nan,at,https://www.autocosmos.cl/catalogo/2025/hyundai/creta/15l-plus/179151
hyundai,2239-8-lr23,2053314,suv,creta su2id go,1.5,,MT,2024.0,creta su2id go,hyundai,https://www.autocosmos.cl/catalogo/vigente/hyundai/creta,15,nan,mt,https://www.autocosmos.cl/catalogo/2025/hyundai/creta/15l-go/179173
hyundai,2239-8-lr23,2047000,suv,creta su2id design,1.5,,MT,2024.0,creta su2id design,hyundai,https://www.autocosmos.cl/catalogo/vigente/hyundai/creta,15,nan,mt,https://www.autocosmos.cl/catalogo/2025/hyundai/creta/15l-design-cvt/179176
hyundai,2239-8-lr23,2047017,suv,creta su2id plus,1.5,,MT,2024.0,creta su2id plus,hyundai,https://www.autocosmos.cl/catalogo/vigente/hyundai/creta,15,nan,mt,https://www.autocosmos.cl/catalogo/2025/hyundai/creta/15l-plus/179151
hyundai,2239-8-lr23,2053334,suv,ioniq 5 ne ev limited,,AWD,AT,2024.0,ioniq 5 ne ev limited,hyundai,https://www.autocosmos.cl/catalogo/vigente/hyundai/ioniq-5,nan,awd,at,https://www.autocosmos.cl/catalogo/2025/hyundai/ioniq-5/limited-awd/179172
hyundai,2239-8-lr23,2053351,suv,ioniq 5 ne ev limited,,,AT,2024.0,ioniq 5 ne ev limited,hyundai,https://www.autocosmos.cl/catalogo/vigente/hyundai/ioniq-5,nan,nan,at,https://www.autocosmos.cl/catalogo/2025/hyundai/ioniq-5/limited/179171
hyundai,2239-8-lr23,2053368,suv,ioniq 5 ne ev premium,,,AT,2024.0,ioniq 5 ne ev premium,hyundai,https://www.autocosmos.cl/catalogo/vigente/hyundai/ioniq-5,nan,nan,at,https://www.autocosmos.cl/catalogo/2025/hyundai/ioniq-5/premium/179170
hyundai,2239-8-lr23,2053385,suv,kona os ev premium,,,AT,2024.0,kona os ev premium,hyundai,https://www.autocosmos.cl/catalogo/vigente/hyundai/kona,nan,nan,at,https://www.autocosmos.cl/catalogo/2025/hyundai/kona/20l-plus-cvt/179194
hyundai,2239-8-lr23,2243466,suv,kona sx2 hev design,1.6,,AT,2025.0,kona sx2 hev design,hyundai,https://www.autocosmos.cl/catalogo/vigente/hyundai/kona,16,nan,at,https://www.autocosmos.cl/catalogo/2025/hyundai/kona/16t-n-line-awd/179196
hyundai,2239-8-lr23,2053416,suv,palisade lx2 crdi premium fl,2.2,AWD,AT,2024.0,palisade lx2 crdi premium fl,hyundai,https://www.autocosmos.cl/catalogo/vigente/hyundai/palisade,22,awd,at,https://www.autocosmos.cl/catalogo/2025/hyundai/palisade/22l-lx-premium-awd-aut/179168
hyundai,2239-8-lr23,2053432,suv,palisade lx2 premium fl,3.5,AWD,AT,2024.0,palisade lx2 premium fl,hyundai,https://www.autocosmos.cl/catalogo/vigente/hyundai/palisade,35,awd,at,https://www.autocosmos.cl/catalogo/2025/hyundai/palisade/35l-lx-premium-awd-aut/179167
hyundai,2239-8-lr23,2047068,suv,santa fe mx5 gdi design,2.5,,AT,2024.0,santa fe mx5 gdi design,hyundai,https://www.autocosmos.cl/catalogo/vigente/hyundai/santa-fe,25,nan,at,https://www.autocosmos.cl/catalogo/2025/hyundai/santa-fe/25l-design-aut/178533
hyundai,2239-8-lr23,2047088,suv,santa fe mx5 gdi plus,2.5,,AT,2024.0,santa fe mx5 gdi plus,hyundai,https://www.autocosmos.cl/catalogo/vigente/hyundai/santa-fe,25,nan,at,https://www.autocosmos.cl/catalogo/2025/hyundai/santa-fe/25l-plus-aut/178529
hyundai,2239-8-lr23,2047102,suv,santa fe mx5 2.5t gdi calligraphy,,,AT,2024.0,santa fe mx5 25t gdi calligraphy,hyundai,https://www.autocosmos.cl/catalogo/vigente/hyundai/santa-fe,nan,nan,at,https://www.autocosmos.cl/catalogo/2025/hyundai/santa-fe/25t-calligraphy-awd-aut/178537
hyundai,2239-8-lr23,2047142,suv,santa fe mx5 2.5t gdi limited,,,AT,2024.0,santa fe mx5 25t gdi limited,hyundai,https://www.autocosmos.cl/catalogo/vigente/hyundai/santa-fe,nan,nan,at,https://www.autocosmos.cl/catalogo/2025/hyundai/santa-fe/25t-limited-awd-aut/178536
hyundai,2239-8-lr23,2053459,suv,santa fe tm value fl,2.5,,AT,2024.0,santa fe tm value fl,hyundai,https://www.autocosmos.cl/catalogo/vigente/hyundai/santa-fe,25,nan,at,https://www.autocosmos.cl/catalogo/2025/hyundai/santa-fe/25l-plus-aut/178529
hyundai,2239-8-lr23,2047170,suv,tucson nx4 limited,1.6,4WD,AT,2024.0,tucson nx4 limited,hyundai,https://www.autocosmos.cl/catalogo/vigente/hyundai/tucson,16,4wd,at,https://www.autocosmos.cl/catalogo/2025/hyundai/tucson/nx4-16t-limited-awd-aut/179184
hyundai,2239-8-lr23,2047187,suv,tucson nx4 plus,1.6,,AT,2024.0,tucson nx4 plus,hyundai,https://www.autocosmos.cl/catalogo/vigente/hyundai/tucson,16,nan,at,https://www.autocosmos.cl/catalogo/2025/hyundai/tucson/nx4-20l-plus-aut/179180
hyundai,2239-8-lr23,2047204,suv,tucson nx4 hev limited,1.6,,AT,2024.0,tucson nx4 hev limited,hyundai,https://www.autocosmos.cl/catalogo/vigente/hyundai/tucson,16,nan,at,https://www.autocosmos.cl/catalogo/2025/hyundai/tucson/nx4-16t-limited-awd-aut/179184
hyundai,2239-8-lr23,2047221,suv,tucson nx4 hev value,1.6,,AT,2024.0,tucson nx4 hev value,hyundai,https://www.autocosmos.cl/catalogo/vigente/hyundai/tucson,16,nan,at,https://www.autocosmos.cl/catalogo/2025/hyundai/tucson/nx4-20l-go/179179
hyundai,2239-8-lr23,2047238,suv,tucson nx4 plus,2.0,4WD,AT,2024.0,tucson nx4 plus,hyundai,https://www.autocosmos.cl/catalogo/vigente/hyundai/tucson,20,4wd,at,https://www.autocosmos.cl/catalogo/2025/hyundai/tucson/nx4-20l-plus-aut/179180
hyundai,2239-8-lr23,2047255,suv,tucson nx4 plus,2.0,,AT,2024.0,tucson nx4 plus,hyundai,https://www.autocosmos.cl/catalogo/vigente/hyundai/tucson,20,nan,at,https://www.autocosmos.cl/catalogo/2025/hyundai/tucson/nx4-20l-plus-aut/179180
hyundai,2239-8-lr23,2047272,suv,tucson nx4 value,2.0,,AT,2024.0,tucson nx4 value,hyundai,https://www.autocosmos.cl/catalogo/vigente/hyundai/tucson,20,nan,at,https://www.autocosmos.cl/catalogo/2025/hyundai/tucson/nx4-20l-go/179179
hyundai,2239-8-lr23,2047289,suv,tucson nx4 plus,2.0,,MT,2024.0,tucson nx4 plus,hyundai,https://www.autocosmos.cl/catalogo/vigente/hyundai/tucson,20,nan,mt,https://www.autocosmos.cl/catalogo/2025/hyundai/tucson/nx4-20l-plus-aut/179180
hyundai,2239-8-lr23,2047323,suv,venue qx value,1.6,,AT,2024.0,venue qx value,hyundai,https://www.autocosmos.cl/catalogo/vigente/hyundai/venue,16,nan,at,https://www.autocosmos.cl/catalogo/2025/hyundai/venue/16l-plus/179154
hyundai,2239-8-lr23,2047340,suv,venue qx plus,1.6,,MT,2024.0,venue qx plus,hyundai,https://www.autocosmos.cl/catalogo/vigente/hyundai/venue,16,nan,mt,https://www.autocosmos.cl/catalogo/2025/hyundai/venue/16l-plus/179154
hyundai,2239-8-lr23,2047371,suv,venue qx value,1.6,,MT,2024.0,venue qx value,hyundai,https://www.autocosmos.cl/catalogo/vigente/hyundai/venue,16,nan,mt,https://www.autocosmos.cl/catalogo/2025/hyundai/venue/16l-plus/179154
jac,2239-4-lr17,1840626,suv,js2 1.5l comfort,,,,,js2 15l comfort,jac,https://www.autocosmos.cl/catalogo/vigente/jac/js2,nan,nan,nan,https://www.autocosmos.cl/catalogo/2025/jac/js2/15l-comfort/179211
jac,2239-4-lr17,1840631,suv,js2 1.5l comfort aut,,,,,js2 15l comfort aut,jac,https://www.autocosmos.cl/catalogo/vigente/jac/js2,nan,nan,nan,https://www.autocosmos.cl/catalogo/2025/jac/js2/15l-comfort/179211
jac,2239-4-lr17,1840627,suv,js2 1.5l comfort bicolor,,,,,js2 15l comfort bicolor,jac,https://www.autocosmos.cl/catalogo/vigente/jac/js2,nan,nan,nan,https://www.autocosmos.cl/catalogo/2025/jac/js2/15l-comfort/179211
jac,2239-4-lr17,1840628,suv,js2 1.5l comfort smart,,,,,js2 15l comfort smart,jac,https://www.autocosmos.cl/catalogo/vigente/jac/js2,nan,nan,nan,https://www.autocosmos.cl/catalogo/2025/jac/js2/15l-comfort/179211
