marca,tipo producto,Model Name,Engine,Drive,Transmission,Year
maxus,suv,d90 luxury,,4X4,AT,2024
maxus,suv,euniq 6,,,AT,2024
maxus,suv,g90 elite,,,AT,2024
maxus,suv,g90 luxury,,,AT,2024
mazda,suv,cx-3 2.0l r aut,,2WD,,
mazda,suv,cx-3 2.0l r,,AWD,,
mazda,suv,cx-3 2.0l r aut,,AWD,,
mazda,suv,cx-30 2.0l gtx aut,,,,
mazda,suv,cx-30 2.0l gtx aut,,AWD,,
mazda,suv,cx-30 2.0l s,,,,
mazda,suv,cx-30 2.0l s aut,,,,
mazda,suv,cx-30 2.0l v,,,,
mazda,suv,cx-30 2.0l v aut,,,,
mazda,suv,cx-30 2.0l v aut,,AWD,,
mazda,suv,cx-30 2.5l gtx aut,,AWD,,
mazda,suv,cx-5 2.0l gt aut ipm,,AWD,,
mazda,suv,cx-5 2.0l r aut ipm,,2WD,,
mazda,suv,cx-5 2.0l r ipm,,2WD,,
mazda,suv,cx-5 2.0l r aut ipm,,AWD,,
mazda,suv,cx-5 2.0l r ipm,,AWD,,
mazda,suv,cx-5 2.2l gt diesel aut ipm,,AWD,,
mazda,suv,cx-5 2.5l gt aut ipm,,AWD,,
mazda,suv,cx-5 2.5l gtx turbo plus ipm,,,,
mazda,suv,cx-9 2.5l gtx turbo ipm,,AWD,,
mazda,suv,cx-9 2.5l gtx turbo plus ipm,,AWD,,
mazda,suv,cx-9 2.5l r turbo ipm,,2WD,,
mg,suv,3 std,1.5,,AT,2024
mg,suv,hs 1.5t com,,,,2024
mg,suv,hs 1.5t dlx,,,DCT,2024
mg,suv,hs 1.5t trophy,,,DCT,2024
mg,suv,marvel r dlx,,,AT,2024
mg,suv,mg zs 1.5l com,,,AT,2024
mg,suv,mg zs 1.5l std,,,AT,2024
mg,suv,one 1.5t com,,,CVT,2024
mg,suv,one 1.5t dlx,,,CVT,2024
mg,suv,rx5 1.5t com,,,,2024
mg,suv,rx5 1.5t com,,,DCT,2024
mg,suv,rx5 1.5t dlx,,,DCT,2024
mg,suv,zs 1.5l com,,,,2024
mg,suv,zs 1.5l std,,,,2024
mg,suv,zs ev dlx,,,AT,2024
mg,suv,zx 1.3t 6 trophy,,,AT,2024
mg,suv,zx 1.5l com,,,,2024
mg,suv,zx 1.5l dlx,,,CVT,2024
mg,suv,zx 1.5l dlx,,,,2024
mitsubishi,suv,asx entry,1.6,,MT,
mitsubishi,suv,asx 1.6l gl,,4X2,,
mitsubishi,suv,asx 1.6l gl,,4X2,MT,2024
mitsubishi,suv,asx 1.6l gls,,4X2,,
mitsubishi,suv,asx 1.6l gls,,4X2,MT,2024
mitsubishi,suv,asx,2.0,4X4,AT,
mitsubishi,suv,asx 2.0l gls,,4X2,AT,2024
mitsubishi,suv,asx 2.0l gls aut,,4X4,,
mitsubishi,suv,asx,,4X2,MT,
mitsubishi,suv,asx,,4X4,AT,
mitsubishi,suv,eclipse cross rs,1.5,4X2,AT,
mitsubishi,suv,eclipse cross rx,1.5,4X2,AT,
mitsubishi,suv,eclipse cross rs aut,1.5,4X2,,
mitsubishi,suv,eclipse cross rs aut,1.5,4X4,,
mitsubishi,suv,eclipse cross rx aut,1.5,4X2,,
mitsubishi,suv,eclipse cross rx,1.5,4X2,MT,
mitsubishi,suv,eclipse cross 1.5l rs aut,,4X2,,
mitsubishi,suv,eclipse cross 1.5l rs aut,,4X4,,
mitsubishi,suv,eclipse cross 1.5l rx,,4X2,,
mitsubishi,suv,eclipse cross 1.5l rx aut,,4X2,,
mitsubishi,suv,eclipse cross rs,1.5,4X2,AT,2024
mitsubishi,suv,eclipse cross rx,1.5,4X2,AT,2024
mitsubishi,suv,montero sport,2.4,2WD,AT,
mitsubishi,suv,montero sport,2.4,2WD,MT,
mitsubishi,suv,montero sport,2.4,4WD,AT,
mitsubishi,suv,montero sport limited,2.4,4WD,,
mitsubishi,suv,montero sport,2.4,4WD,MT,
mitsubishi,suv,montero sport,2.4,4X2,AT,
mitsubishi,suv,montero sport,2.4,4X2,MT,
mitsubishi,suv,montero sport,2.4,4X4,AT,
mitsubishi,suv,montero sport,2.4,4X4,MT,
mitsubishi,suv,montero sport limited,2.4,4X4,AT,
mitsubishi,suv,montero sport,3.0,2WD,AT,2024
mitsubishi,suv,montero sport,3.0,4WD,AT,2024
mitsubishi,suv,montero sport limited,3.0,4WD,AT,2024
mitsubishi,suv,outlander 2.0l,,4X2,AT,
mitsubishi,suv,outlander 2.0l,,4X2,MT,
mitsubishi,suv,outlander 2.4l gl,,4X2,,
mitsubishi,suv,outlander 2.4l gl aut,,4X2,,
mitsubishi,suv,outlander 2.4l gls aut,,4X4,,
mitsubishi,suv,outlander 2.4l glx aut,,4X4,,
mitsubishi,suv,outlander,,4X2,AT,
mitsubishi,suv,outlander gl,,4X2,AT,2024
mitsubishi,suv,outlander,,4X2,MT,
mitsubishi,suv,outlander gls,,4X4,,
mitsubishi,suv,outlander gls,,4X4,AT,
mitsubishi,suv,outlander glx,,4X4,,
mitsubishi,suv,outlander glx,,4X4,6AT,
mitsubishi,suv,outlander gls,,4X4,AT,2024
mitsubishi,suv,outlander gls limited,,4X4,AT,2024
mitsubishi,suv,outlander glx,,4X2,AT,2024
mitsubishi,suv,outlander phev,,,,
mitsubishi,suv,xpander cross,,,AT,2024
mitsubishi,suv,xpander gl,,,MT,2024
mitsubishi,suv,xpander glx,,,AT,2024
nissan,suv,kicks 1.6l advance aut,,,,
nissan,suv,kicks 1.6l advance,,,CVT,
nissan,suv,kicks 1.6l advance,,,MT,
nissan,suv,kicks 1.6l exclusive aut,,,,
nissan,suv,kicks 1.6l rock edition,,,,
nissan,suv,kicks 1.6l sense,,,,
nissan,suv,kicks 1.6l sense,,,MT,
nissan,suv,kicks advance 1.6l colors,,,MT,
nissan,suv,kicks advance,,,CVT,2024
nissan,suv,kicks advance,,,MT,2024
nissan,suv,kicks exclusive,,,CVT,2024
nissan,suv,kicks sense,,,MT,2024
nissan,suv,murano 3.5l advance aut,,,,
nissan,suv,murano 3.5l exclusive aut,,,,
nissan,suv,new qashqai mc 2.0l advance,,,CVT,
nissan,suv,new qashqai mc 2.0l advance,,,MT,
nissan,suv,new qashqai mc 2.0l exclusive,,4WD,CVT,
nissan,suv,new qashqai mc 2.0l sense,,,MT,
nissan,suv,nueva mc -qashqai 2.0l exclusive,,4X4,CVT,
nissan,suv,nueva mc- qashqai 2.0l advance,,,CVT,
nissan,suv,nueva mc- qashqai 2.0l advance,,,MT,
nissan,suv,nueva mc- qashqai 2.0l sense,,,MT,
nissan,suv,nueva pathfinder advance 3.5l,,4X2,CVT,
nissan,suv,nueva pathfinder advance 3.5l,,4X4,CVT,
nissan,suv,nueva pathfinder exclusive 3.5l,,4X4,CVT,
nissan,suv,nueva pathfinder sense 3.5l,,4X2,CVT,
nissan,suv,nueva x-trail 2.5l advance 3filas -multimedia,,,CVT,
nissan,suv,nueva x-trail 2.5l exclusive 3filas – multimedia,,4X4,CVT,
nissan,suv,nueva x-trail 2.5l sense -multimedia,,,CVT,
nissan,suv,nueva x-trail 2.5l sense -multimedia,,2WD,CVT,
nissan,suv,nueva x-trail 2.5l sense -multimedia,,4WD,CVT,
nissan,suv,pathfinder 3.5l advance,,4X2,,
nissan,suv,pathfinder 3.5l advance,,4X4,,
nissan,suv,pathfinder 3.5l exclusive,,4X4,,
nissan,suv,pathfinder 3.5l sense,,4X2,,
nissan,suv,pathfinder advance 3.5l,,,CVT,
nissan,suv,pathfinder advance 3.5l,,4WD,CVT,
nissan,suv,pathfinder advance,,2WD,AT,2024
nissan,suv,pathfinder advance,,4WD,AT,2024
nissan,suv,pathfinder exclusive 3.5l,,4WD,CVT,
nissan,suv,pathfinder exclusive,,4WD,AT,2024
nissan,suv,pathfinder sense 3.5l,,,CVT,
nissan,suv,pathfinder sense,,2WD,AT,2024
nissan,suv,qashqai 2.0l advance,,,,
nissan,suv,qashqai 2.0l advance aut,,,,
nissan,suv,qashqai 2.0l advance aut mc,,,,
nissan,suv,qashqai 2.0l advance aut rm,,,,
nissan,suv,qashqai 2.0l advance – multimedia,,,CVT,
nissan,suv,qashqai 2.0l advance mc,,,,
nissan,suv,qashqai 2.0l advance – multimedia,,,MT,
nissan,suv,qashqai 2.0l advance rm,,,,
nissan,suv,qashqai 2.0l exclusive aut,,4X4,,
nissan,suv,qashqai 2.0l exclusive aut mc,,4X4,,
nissan,suv,qashqai 2.0l exclusive aut rm,,4X4,,
nissan,suv,qashqai 2.0l exclusive – multimedia,,4X4,CVT,
nissan,suv,qashqai 2.0l sense,,,,
nissan,suv,qashqai 2.0l sense mc,,,,
nissan,suv,qashqai 2.0l sense – multimedia,,,MT,
nissan,suv,qashqai 2.0l sense rm,,,,
nissan,suv,qashqai advance,,,CVT,2024
nissan,suv,qashqai advance plus,,,CVT,2024
nissan,suv,qashqai advance,,,MT,2024
nissan,suv,qashqai exclusive,,4WD,CVT,2024
nissan,suv,qashqai sense,,,MT,2024
nissan,suv,x-trail 2.5l advance aut 3filas,,,,
nissan,suv,x-trail 2.5l exclusive aut 3filas,,4X4,,
nissan,suv,x-trail 2.5l sense aut 2 filas,,,,
nissan,suv,x-trail 2.5l sense aut 2 filas,,4WD,,
nissan,suv,x-trail 2.5l sense aut 2 filas,,4X4,,
nissan,suv,x-trail 2.5l sense aut 2filas,,,,
nissan,suv,x-trail 2.5l sense aut 3 filas,,,,
nissan,suv,x-trail 2.5l sense aut 3filas,,,,
nissan,suv,x-trail 2.5l sense aut,,4WD,,
nissan,suv,x-trail advance 3 row e-power,,AWD,,2024
nissan,suv,x-trail advance,,,CVT,
nissan,suv,x-trail advance 3row,,,CVT,2024
nissan,suv,x-trail exclusive 3 row e-power,,AWD,,2024
nissan,suv,x-trail exclusive 3row -,,AWD,CVT,2024
nissan,suv,x-trail exclusive,,4WD,CVT,
nissan,suv,x-trail semse 3row,,,CVT,2024
nissan,suv,x-trail sense 2 row,,4X2,,
nissan,suv,x-trail sense 2 row,,4X4,,
nissan,suv,x-trail sense 2row,,4X2,,
nissan,suv,x-trail sense 2row,,4X4,,
nissan,suv,x-trail sense,,,CVT,
nissan,suv,x-trail sense 2row,,,CVT,2024
opel,suv,crossland edition 1.2t at6 e6.4,,,,2024
opel,suv,crossland edition 1.2t mt6,,,,2024
opel,suv,crossland x 1.2l enjoy aut,,,,
opel,suv,crossland x 1.2l innovation aut,,,,
opel,suv,crossland x 1.5l td enjoy,,,,
opel,suv,grandland grandland gs 1.2t at8,,,,2024
opel,suv,grandland grandland gs 1.2t mt6,,,,2024
opel,suv,grandland grandland gs 1.5td at8,,,,2024
opel,suv,grandland grandland ultimate 1.2t at8,,,,2024
opel,suv,grandland x 1.2l dynamic,,,MT,
opel,suv,grandland x 1.6l innovation aut,,,,
opel,suv,grandland x 1.6l td limited aut,,,,
opel,suv,"grandland x dynamic 1,2",,,MT,
opel,suv,"grandland x dynamic 1,5 td at8",,,,
opel,suv,grandland x dynamic 1.2t mt6,,,,
opel,suv,grandland x dynamic 1.5td at8,,,,
opel,suv,grandland x dynamic 1.6t,,,AT,
opel,suv,grandland x innovation 1.6t,,,AT,
opel,suv,grandland x innovation td at8,2.0,,,
opel,suv,grandland x innovation 2.0td at8,,,,
opel,suv,mokka elegance 130hp mt6 e6.4,1.2,,,2024
opel,suv,mokka 1.2t elegance 130hp at8,,,,2024
opel,suv,mokka 1.2t gs line 130hp at8,,,,2024
opel,suv,mokka 1.5td elegance 110hp mt6,,,,2024
peugeot,suv,active pack puretech 130hp,1.2,,,2024
peugeot,suv,alture pack puretech 130hp,1.2,,,2024
peugeot,suv,alture pack bluehdi 130hp,1.5,,EAT8,2024
peugeot,suv,electrico 136hp,,,,2024
peugeot,suv,active puretech 130 hp,1.2,,MT,3008
peugeot,suv,allure bluehdi 130,1.5,,EAT6,3008
peugeot,suv,1.5l active bluehdi 130hp,,,,3008
peugeot,suv,1.5l allure bluehdi 130hp aut8,,,,3008
peugeot,suv,1.5l gt-line bluehdi 130hp aut,,,,3008
peugeot,suv,gt-line puretech 180,1.6,,EAT8,3008
peugeot,suv,active bluehdi 130,,,,3008
peugeot,suv,active pack puretech 130hp,1.2,,,2024
peugeot,suv,active puretech 130,,,,3008
peugeot,suv,allure bluehdi 130,,,EAT6,3008
peugeot,suv,allure thp 165,,,EAT6,3008
peugeot,suv,alture bluehdi 130hp,1.5,,EAT8,2024
peugeot,suv,alture pack thp 1650hp,1.6,,EAT6,2024
peugeot,suv,gt bluehdi 130hp,1.5,,EAT8,2024
peugeot,suv,gt puretech 180hp,1.6,,EAT8,2024
peugeot,suv,gt bluehdi 130,,,EAT8,3008
peugeot,suv,gt bluehdi 180,,,EAT8,3008
peugeot,suv,gt-line bluehdi 130,,,EAT8,3008
peugeot,suv,gt-line puretech 180,,,EAT8,3008
peugeot,suv,hybrid4 300 eeat8,,,,2024
peugeot,suv,alture bluehdi 130hp,1.5,,EAT8,2024
peugeot,suv,gt bluehdi 130hp,1.5,,EAT8,2024
peugeot,suv,1.5l active bluehdi 130hp aut8,,,,5008
peugeot,suv,1.5l allure bluehdi 130hp aut8,,,,5008
peugeot,suv,1.5l gt-line bluehdi 130hp aut8,,,,5008
peugeot,suv,alturethp 165hp,1.6,,EAT6,2024
peugeot,suv,gt puretech 180hp,1.6,,EAT8,2024
peugeot,suv,allure bluehdi 130,,,EAT6,5008
peugeot,suv,allure thp 165,,,EAT6,5008
peugeot,suv,gt black pack bluehdi 130,,,EAT8,2024
peugeot,suv,gt black pack puretech 180,,,EAT8,2024
peugeot,suv,gt bluehdi 180,,,EAT8,5008
peugeot,suv,gt-line bluehdi 130,,,EAT8,5008
peugeot,suv,gt-line puretech 180,,,EAT8,5008
peugeot,suv,nuevo active bluehdi 100,,,,2008
peugeot,suv,nuevo active puretech 130,,,,2008
peugeot,suv,nuevo allure puretech 130,,,EAT8,2008
peugeot,suv,nuevo gt-line bluehdi 130,,,EAT8,2008
peugeot,suv,rifter allure bluehdi 100,,,,
peugeot,suv,rifter allure bluehdi 130,,,EAT8,
peugeot,suv,rifter allure puretech 130,,,EAT8,
peugeot,suv,rifter alure bluehdi 100,,,MT,2024
peugeot,suv,rifter alure bluehdi 130,,,AT,2024
peugeot,suv,rifter alure puretech 130,,,AT,2024
peugeot,suv,rifter allure bluehdi 100,,,,
peugeot,suv,rifter allure bluehdi 130,,,EAT8,
peugeot,suv,rifter allure puretech 130,,,EAT8,
renault,suv,arkana life,,,,
renault,suv,arkana zen,,,,
renault,suv,new duster 1.6l life,,,,
renault,suv,new duster 1.6l zen,,,,
ssangyong,suv,korando glx 1.5t 6ab,,2WD,AT,2024
ssangyong,suv,korando glx 1.5t 6ab,,2WD,MT,2024
ssangyong,suv,korando glx 1.6td 6ab,,2WD,AT,2024
ssangyong,suv,korando glx 1.6td 6ab,,2WD,MT,2024
ssangyong,suv,korando limited 1.5t 6ab,,2WD,AT,2024
ssangyong,suv,korando lx 1.5t,,2WD,MT,2024
ssangyong,suv,new rexton yrx100,,2WD,MT,
ssangyong,suv,new rexton yrx111,,2WD,AT,
ssangyong,suv,new rexton yrx201,,2WD,AT,
ssangyong,suv,new rexton yrx211,,4WD,AT,
ssangyong,suv,new rexton yrx212,,4WD,AT,
ssangyong,suv,rexton glx 2.2td 6ab,,2WD,AT,2024
ssangyong,suv,rexton glx 2.2td 6ab,,2WD,MT,2024
ssangyong,suv,rexton glx 2.2td 6ab,,4WD,AT,2024
ssangyong,suv,rexton lx 2.0t 6ab,,4WD,AT,2024
ssangyong,suv,rexton lx 2.0t 6ab,,2WD,MT,2024
ssangyong,suv,rexton lx 2.2td 2ab,,2WD,AT,2024
ssangyong,suv,rexton lx 2.2td 2ab,,2WD,MT,2024
ssangyong,suv,tivoli glx,1.6,2WD,MT,2024
ssangyong,suv,tivoli limited 6 ab,1.6,2WD,AT,2024
ssangyong,suv,tivoli lx,1.6,2WD,MT,2024
ssangyong,suv,tivoli tv1010,,,,
ssangyong,suv,tivoli tv1011,,,,
ssangyong,suv,tivoli tv1111,,,,
ssangyong,suv,torres glx 1.5t,,2WD,AT,2024
ssangyong,suv,torres glx 1.5t,,2WD,MT,2024
ssangyong,suv,torres glx 1.5t,,4WD,AT,2024
ssangyong,suv,torres limited plus 1.5t bitono,,4WD,AT,2024
ssangyong,suv,torres limited plus 1.5t sunroof,,4WD,AT,2024
subaru,suv,crosstrek 2.0i,,AWD,AT,2024
subaru,suv,crosstrek 2.0i dynamic eyesigh,,AWD,AT,2024
subaru,suv,crosstrek 2.0i touring eyesigh,,AWD,AT,2024
suzuki,suv,jimny 1.5l glx aut,,,,
suzuki,suv,s-cross 1.4l limited boosterjet,,4X4,,
suzuki,suv,s-cross 1.6l gl,,,,
suzuki,suv,s-cross 1.6l gl aut,,,,
suzuki,suv,s-cross 1.6l glx,,,,
suzuki,suv,s-cross 1.6l glx,,4X4,,
suzuki,suv,s-cross 1.6l glx aut,,,,
suzuki,suv,vitara 1.4l limited boosterjet,,AWD,,
suzuki,suv,vitara 1.6l gls,,,,
suzuki,suv,vitara 1.6l gls,,AWD,,
suzuki,suv,vitara 1.6l glx,,,,
suzuki,suv,vitara 1.6l glx aut,,,,
suzuki,suv,vitara 1.6l glx,,AWD,,
suzuki,suv,vitara 1.6l limited,,AWD,,
suzuki,suv,xl7 1.4l gl,,,,
suzuki,suv,xl7 1.4l glx,,,,
suzuki,suv,xl7 1.4l glx aut,,,,
toyota,suv,4runner 4.0l sr5,,4X2,,
toyota,suv,4runner 4.0l limited,,4X4,,
toyota,suv,4runner 4.0l sr5,,4X4,,
toyota,suv,4runner sr5 control volante,,4X2,,
toyota,suv,4runner sr5 control volante *nueva,,4X2,,
toyota,suv,4runner limited *nueva,,4X4,,
toyota,suv,4runner sr5 control volante * nueva,,4X4,,
toyota,suv,4runner limited,,4X4,AT,2024
toyota,suv,4runner sr5,,4X2,AT,2024
toyota,suv,4runner sr5,,4X4,AT,2024
toyota,suv,c-hr luxury hv,1.8,4X2,CVT,
toyota,suv,corolla cross seg hv hibrido,1.8,,CVT,
toyota,suv,corolla cross xei hv hibrido,1.8,,CVT,
toyota,suv,corolla cross hev seg hev,1.8,,AT,2024
toyota,suv,corolla cross hev xei hev,1.8,,AT,2024
toyota,suv,fortuner 2.7l sr5,,4X2,,
toyota,suv,fortuner 2.7l srx,,4X2,,
toyota,suv,fortuner 2.7l srx,,4X4,,
toyota,suv,fortuner 2.8l tdi,,4X4,MT,
toyota,suv,fortuner 2.8l tdi sr5,,4X4,,
toyota,suv,fortuner 2.8l tdi srx,,4X4,,
toyota,suv,fortuner sr5 2.7l,,4X2,,
toyota,suv,fortuner sr5 2.7l,,4X2,AT,2024
toyota,suv,fortuner sr5 tdi 2.8l,,4X4,MT,
toyota,suv,fortuner sr5 tdi,2.8,4X4,AT,2024
toyota,suv,fortuner sr5 tdi,2.8,4X4,MT,2024
toyota,suv,fortuner sr5 tdi 2.8l,,4X4,,
toyota,suv,fortuner srv 2.7l,,4X2,,
toyota,suv,fortuner srx 2.7l,,4X2,,
toyota,suv,fortuner srx 2.7l,,4X4,,
toyota,suv,fortuner srx tdi,2.8,4X4,AT,2024
toyota,suv,fortuner srx tdi 2.8l,,4X4,,
toyota,suv,land cruiser prado 2.7l tx-l 3p,,,,
toyota,suv,land cruiser prado 3d tx-l,,,,
toyota,suv,land cruiser prado 4.0l vx aut,,4WD,,
toyota,suv,land cruiser prado 4.0l vx-l limited aut,,4WD,,
toyota,suv,land cruiser prado 5d vx,,,,
toyota,suv,land cruiser prado vx-l limited,,,,
toyota,suv,raize gas e,1.2,,MT,2024
toyota,suv,raize gas,1.2,,MT,2024
toyota,suv,rav 4 limited hv,2.5,4X4,CVT,
toyota,suv,rav4 2.0l le,,,,
toyota,suv,rav4 2.0l le,,4X4,,
toyota,suv,rav4 2.0l le aut,,,,
toyota,suv,rav4 2.0l xle aut,,,,
toyota,suv,rav4 2.5l adventure aut,,4X4,,
toyota,suv,rav4 2.5l xle aut,,4X4,,
toyota,suv,rav4 2.5l xle aut,,,,
toyota,suv,rav4 adventure,2.5,4X4,AT,
toyota,suv,rav4 hibrido 2.5l le aut,,,,
toyota,suv,rav4 hibrido 2.5l limited aut,,4X4,,
toyota,suv,rav4 hibrido 2.5l xle aut,,,,
toyota,suv,rav4 le,2.0,4X2,CVT,
toyota,suv,rav4 le,2.0,4X2,AT,2024
toyota,suv,rav4 le,2.0,4X2,MT,
toyota,suv,rav4 le,2.0,4X2,MT,2024
toyota,suv,rav4 le,2.0,4X4,MT,
toyota,suv,rav4 le,2.0,4X4,MT,2024
toyota,suv,rav4 le hv,2.5,4X2,CVT,
toyota,suv,rav4 limited hv,2.5,4X4,AT,2024
toyota,suv,rav4 new xle,2.0,4X2,CVT,
toyota,suv,rav4 xle,2.0,4X2,CVT,
toyota,suv,rav4 xle,2.0,4X2,AT,2024
toyota,suv,rav4 xle,2.5,4X2,AT,
toyota,suv,rav4 xle hv,2.5,4X2,CVT,
toyota,suv,rav4 xle hv,2.5,4X2,AT,2024
toyota,suv,rav4 xle,2.5,4X4,AT,
toyota,suv,rav4 xse hv,2.5,4X2,AT,2024
toyota,suv,rush xei,1.5,,AT,
toyota,suv,rush xei,1.5,,MT,
toyota,suv,rush xli,1.5,,AT,
toyota,suv,rush xli,1.5,,MT,
toyota,suv,yaris cross xi,1.5,,AT,2024
volkswagen,suv,t-cross 1.6l comfortline,,,,
volkswagen,suv,t-cross 1.6l comfortline aut,,,,
volkswagen,suv,t-cross 1.6l highline aut,,,,
volkswagen,suv,t-cross 1.6l trendline,,,,
volkswagen,suv,tiguan 1.4l tsi comfortline aut 5a,,,,
volkswagen,suv,tiguan 1.4l tsi comfortline aut 7a,,,,
volkswagen,suv,tiguan 1.4l tsi highline 7a aut,,,,
volkswagen,suv,tiguan 1.4l tsi trendline 5a aut,,,,
volkswagen,suv,tiguan tsi limited 180hp 4 motion,,,AT,
volkswagen,suv,touareg 3.0l tdi v6 limited,,,,
volkswagen,suv,touareg 3.0l tdi v6 r-line,,,,
chevrolet,minibus,spin ii 1.8l activ l,,,AT,
chevrolet,minibus,spin ii 1.8l premier l,,,AT,
chevrolet,minibus,spin ii 1.8l premier l,,,MT,
citroen,minibus,jumper 2.2l l3h2 bluehdi escolar,,,,
citroen,minibus,spacetourer bluehdi 150 s&s bvm6 business talla xl,,,,2024
citroen,minibus,spacetourer xl bluehdi 150 s&s bvm6 business,,,,
citroen,minibus,spacetourer xl bluehdi 180 s&s business,,,EAT8,
fiat,minibus,ducato 16+1 ejecutivo l3h2,,,,
fiat,minibus,ducato minibus 16 + 1 l3h2 aa,,,,
fiat,minibus,ducato minibus 16 + 1 l3h2 aa class a,,,,
fiat,minibus,ducato minibus 16 + 1 l3h2 doble aa,,,,
fiat,minibus,ducato minibus 16 + 1 l3h2 doble aa class a,,,,
fiat,minibus,ducato minibus 16 + 1 l3h2 ejecutivo doble aa,,,,
fiat,minibus,ducato minibus 16+1 ejecutivo l3 h2 doble aa,,,,
fiat,minibus,ducato minibus 16+1 l3 h2 aa,,,,
fiat,minibus,ducato minibus 16+1 l3 h2 doble aa,,,,
ford,minibus,transit 2.2l minibus 17+1 pas,,,,
hyundai,minibus,solati h350 pasajeros,,,,
hyundai,minibus,solati h350 pasajeros / rampa hidraulica,,,,
hyundai,minibus,solati h350 pasajeros escolar,,,,
hyundai,minibus,solati h350 pasajeros escolar / rampa hidraulica,,,,
hyundai,minibus,solati pasajeros,,,,
hyundai,minibus,staria mb cedi 11p,2.2,,,2024
hyundai,minibus,staria mb crdi 9p luxury,2.2,4WD,,2024
hyundai,minibus,staria mb crdi 9p,2.2,,,2024
hyundai,minibus,staria us4 mb crdi 9p,2.2,,AT,
jac,minibus,refine 1.9l executive 10pas,,,,
jac,minibus,refine 1.9l executive 8pas,,,,
jac,minibus,sunray 1.9l green jet 11+1 pas,,,,
jac,minibus,sunray 13+1,,,MT,2024
jac,minibus,sunray 14+1,,,MT,2024
jac,minibus,sunray 16+1,,,MT,2024
jac,minibus,sunray 17+1,,,MT,2024
jac,minibus,sunray 2.0l green jet 21+1 pas escolar,,,,
jac,minibus,sunray 2.7l green jet 13+1 pas,,,,
jac,minibus,sunray 2.7l green jet 14+1 pas,,,,
jac,minibus,sunray 2.7l green jet 16+1 pas,,,,
jac,minibus,sunray 2.7l green jet 17+1 pas,,,,
jac,minibus,sunray 2.7l green jet 27+1 pas escolar,,,,
maxus,minibus,ev80 minibus 15+1,,,,
maxus,minibus,g10 6+1,,,,
maxus,minibus,g10 6+1 ejecutiva,,,,
maxus,minibus,g10 9+1,,,,
maxus,minibus,g10 escolar 18+1,,,,
maxus,minibus,g10 minibus 6+1,,,,
maxus,minibus,g10 minibus 6+1 e6,,,,2024
maxus,minibus,g10 minibus 9+1,,,,
maxus,minibus,g10 minibus 9+1 e6,,,,2024
maxus,minibus,g10 van escolar e5,,,,
maxus,minibus,g90 minibus elite 6+1,,,,2024
maxus,minibus,g90 minibus luxury 6+1,,,,2024
maxus,minibus,mifa 9 90 kwh luxury,,,,2024
maxus,minibus,new v80 fl minibus 12+1 e5,,,,
maxus,minibus,new v80 fl minibus 12+1 e5 dlx,,,,
maxus,minibus,new v80 fl minibus 15+1 e5 dlx,,,,
maxus,minibus,new v80 fl van escolar e5,,,,
maxus,minibus,v80 12+1,,,,
maxus,minibus,v80 15+1,,,,
maxus,minibus,v90 escolar,,,,
maxus,minibus,v90 minibus 15+1 a3,,,,
maxus,minibus,v90 minibus 15+1 a4,,,AT,
maxus,minibus,v90 minibus 15+1 dr,,,AT,
maxus,minibus,v90 minibus 16+1 a4 dr,,,,
maxus,minibus,v90 minibus techo alto 15+1 a4,,,,
maxus,minibus,v90 minibus techo medio 15+1 a3,,,,
nissan,minibus,nv350 2.5l,,,,
nissan,minibus,nv350 2.5l bus wide s long 15 pas,,,,
nissan,minibus,nv350 2.5l escolar 24pas,,,,
nissan,minibus,nv350 2.5l pasajeros 15,,,,
nissan,minibus,nv350 2.5l turismo confort,,,,
nissan,minibus,nv350 2.5l wide s-long cargo,,,,
nissan,minibus,nv350 2.5l wide s-long,,,MT,
nissan,minibus,nv350 2.5l wide s-long school bus,,,MT,
nissan,minibus,nv350 wide s-long bus 2.5d,,,MT,
nissan,minibus,nv350 wide s-long bus 2.5d (school bus),,,MT,
nissan,minibus,nv350 wide s-long bus 2.5l,,,MT,
nissan,minibus,nv350 wide s-long bus 2.5l (school bus),,,MT,
peugeot,minibus,boxer escolar l2h2 25p bluehdi 160,,,,
peugeot,minibus,traveller active l3 8p bluehdi 150 mt6,2.0,,,
peugeot,minibus,traveller active l3 8p bluehdi 180,2.0,,EAT8,
peugeot,minibus,traveller business l3 8p bluehdi 180,,,EAT8,2024
peugeot,minibus,traveller business l3 9p bluehdi 145,,,,2024
peugeot,minibus,traveller business l3 9p bluehdi 150,,,,
toyota,minibus,hiace pasajeros 2.8l l1h1 11pas,,,,
toyota,minibus,hiace pasajeros 2.8l l2h2 9pas,,,,
toyota,minibus,hiace turismo l1h1 gl,,,,
toyota,minibus,hiace turismo l1h1,,,MT,2024
toyota,minibus,hiace turismo l2h2 gl,,,,
toyota,minibus,turismo l1h1 gl,,,,
toyota,minibus,turismo l2h2 gl,,,,
changan,furgon,m 201 cargo,,,,2024
changan,furgon,m 201 cargo ac,,,,2024
changan,furgon,m201 1.2l furgon,,,,
changan,furgon,m201 1.2l furgon ac,,,,
changan,furgon,md201 1.2l cargo box,,,,
changan,furgon,md201 1.2l cargo box ac,,,,
chevrolet,furgon,n 400 max l ac p,1.5,,MT,2024
chevrolet,furgon,n 400 max l p,1.5,,MT,2024
chevrolet,furgon,n400 max 1.5l,,,,
chevrolet,furgon,n400 max 1.5l ac,,,,
