marca,tipo producto,Model Name,Engine,Drive,Transmission,Year
nissan,sedan,new versa 1.6l exclusive,,,CVT,
nissan,sedan,new versa 1.6l sense aut,,,,
nissan,sedan,new versa 1.6l sense,,,CVT,
nissan,sedan,new versa 1.6l sense radio touch,,,CVT,
nissan,sedan,new versa 1.6l sense,,,MT,
nissan,sedan,new versa 1.6l sense radio touch,,,MT,
nissan,sedan,new versa advance,,,CVT,
nissan,sedan,new versa advance,,,MT,
nissan,sedan,new versa exclusive,,,CVT,
nissan,sedan,new versa sense,1.6,,,
nissan,sedan,new versa sense,1.6,,CVT,
nissan,sedan,new versa sense,,,CVT,
nissan,sedan,new versa sense,,,MT,
nissan,sedan,sentra 1.8l advance,,,,
nissan,sedan,sentra 1.8l advance aut,,,,
nissan,sedan,sentra 1.8l exclusive aut,,,,
nissan,sedan,sentra 1.8l sense,,,,
nissan,sedan,sentra 2.0l advance,,,,
nissan,sedan,sentra 2.0l advance aut,,,,
nissan,sedan,sentra 2.0l advance,,,MT,
nissan,sedan,sentra 2.0l exclusive aut,,,,
nissan,sedan,sentra 2.0l sense,,,,
nissan,sedan,sentra 2.0l sense,,,MT,
nissan,sedan,sentra advance,,,CVT,2024
nissan,sedan,sentra advance,,,MT,2024
nissan,sedan,sentra exclusive,,,CVT,2024
nissan,sedan,sentra sense,,,MT,2024
nissan,sedan,versa 1.6l advance,,,,
nissan,sedan,versa 1.6l advance aut,,,,
nissan,sedan,versa 1.6l advance,,,MT,
nissan,sedan,versa 1.6l drive,,,MT,
nissan,sedan,versa 1.6l exclusive aut,,,,
nissan,sedan,versa 1.6l sense,,,,
nissan,sedan,versa 1.6l sense aut,,,,
nissan,sedan,versa 1.6l sense,,,MT,
nissan,sedan,versa advance (radio touch),,,AT,
nissan,sedan,versa advance,,,CVT,2024
nissan,sedan,versa advance (radio touch),,,MT,
nissan,sedan,versa advance,,,MT,2024
nissan,sedan,versa exclusive,,,CVT,2024
nissan,sedan,versa sense,,,AT,
nissan,sedan,versa sense,,,CVT,2024
nissan,sedan,versa sense,,,MT,
nissan,sedan,versa sense,,,MT,2024
nissan,sedan,versa v -drive,,,MT,
nissan,sedan,versa v-drive,,,MT,
peugeot,sedan,301 1.6l active hdi 92hp,,,,
peugeot,sedan,301 1.6l active pack 92hp hdi,,,,
peugeot,sedan,301 1.6l allure hdi 92hp,,,,
peugeot,sedan,301 1.6l vti active 115hp,,,,
peugeot,sedan,301 1.6l vti active pack 115hp aut,,,,
peugeot,sedan,301 active hdi 92,,,,
peugeot,sedan,301 active pack hdi 92,,,,
peugeot,sedan,301 active pack vti 115,,,,
peugeot,sedan,301 active pack vti 115,,,EAT6,
peugeot,sedan,301 allure hdi 92,,,,
renault,sedan,symbol intens tech,,,,
renault,sedan,symbol zen,,,,
suzuki,sedan,dzire 1.2l gl,,,,
suzuki,sedan,dzire 1.2l gl sport,,,,
suzuki,sedan,dzire 1.2l gl sport aut,,,,
suzuki,sedan,dzire 1.2l glx,,,,
suzuki,sedan,dzire 1.2l glx aut,,,,
toyota,sedan,camry hv,,,,
toyota,sedan,"corolla 1,6 xli",,,MT,
toyota,sedan,corolla hev,1.8,,,
toyota,sedan,corolla 1.8l xei aut,,,,
toyota,sedan,corolla,2.0,,CVT,
toyota,sedan,corolla xei,2.0,,CVT,
toyota,sedan,corolla seg hev,1.8,,CVT,
toyota,sedan,corolla seg hev,1.8,,,2024
toyota,sedan,corolla xei,2.0,,6MT,
toyota,sedan,corolla xei,2.0,,CVT,
toyota,sedan,corolla xei,2.0,,MT,
toyota,sedan,corolla xli,1.6,,6MT,
toyota,sedan,prius,,,,
toyota,sedan,yaris i,1.5,,,2024
toyota,sedan,yaris 1.5l gli,,,,
toyota,sedan,yaris 1.5l gli aut,,,,
toyota,sedan,yaris 1.5l lei aut,,,,
toyota,sedan,yaris 1.5l xli,,,,
toyota,sedan,yaris sedan gli e,,,CVT,
toyota,sedan,yaris sedan gli e,,,MT,
toyota,sedan,yaris sedan lei h,,,CVT,
toyota,sedan,yaris sedan lei,,,MT,
toyota,sedan,yaris sedan xli c,,,MT,
volkswagen,sedan,virtus 1.6l comfortline,,,,
volkswagen,sedan,virtus 1.6l comfortline aut,,,,
volkswagen,sedan,virtus 1.6l trendline,,,,
volkswagen,sedan,voyage 1.6l comfortline,,,,
volkswagen,sedan,voyage 1.6l highline,,,,
volkswagen,sedan,voyage 1.6l trendline,,,,
baic,suv,bj40p diesel premium,,4X4,,2024
baic,suv,bj40p gasolina elite,,4X2,,2024
baic,suv,bj40p gasolina luxury,,4X4,,2024
baic,suv,x35 1.5t luxury,,,CVT,2024
baic,suv,x35 1.5t comfort,,,MT,2024
baic,suv,x35 1.5t elite,,,MT,2024
baic,suv,x55 e6 1.5t comfort,,,MT,2024
baic,suv,x55 e6 1.5t elite,,,MT,2024
baic,suv,x55 plus comfort,,,,2024
baic,suv,x55 plus elite,,,,2024
baic,suv,x55 plus luxury,,,,2024
byd,suv,song plus dm gl,,,AT,2024
byd,suv,song plus dm gs,,,AT,2024
byd,suv,yuan plus ev gl,,,AT,2024
byd,suv,yuan plus ev gs,,,AT,2024
changan,suv,cs15 1.5l comfort,,,,
changan,suv,cs15 1.5l comfort connect,,,,
changan,suv,cs15 1.5l comfort,,,MT,2024
changan,suv,cs15 1.5l elite,,,,
changan,suv,cs15 1.5l elite,,,AT,2024
changan,suv,cs15 1.5l elite aut,,,,
changan,suv,cs15 1.5l elite,,,MT,2024
changan,suv,cs15 1.5l luxury,,,,
changan,suv,cs15 1.5l luxury,,,MT,2024
changan,suv,cs35 1.4l plus elite,,,AT,2024
changan,suv,cs35 1.4l plus lux,,,AT,2024
changan,suv,cs35 1.6l plus comfort,,,MT,2024
changan,suv,cs35 1.6l plus luxury,,,MT,2024
changan,suv,cs35 plus 1.4l elite,,,,
changan,suv,cs35 plus 1.4l luxury,,,,
changan,suv,cs35 plus 1.6l comfort,,,,
changan,suv,cs35 plus 1.6l luxury,,,,
changan,suv,cs55 1.5l comfort,,,,
changan,suv,cs55 1.5l comfort,,,MT,2024
changan,suv,cs55 1.5l elite aut,,,,
changan,suv,cs55 1.5l luxury,,,,
changan,suv,cs55 1.5l luxury,,,AT,2024
changan,suv,cs55 1.5l luxury,,,MT,2024
changan,suv,cs55 1.5l plus elite,,,AT,2024
changan,suv,cs55 1.5l plus luxury,,,AT,2024
changan,suv,cx70 1.5l elite plus turbo aut,,,,
changan,suv,cx70 1.5l elite turbo,,,,
changan,suv,cx70 1.5l elite turbo aut,,,,
changan,suv,cx70 1.6l comfort,,,,
changan,suv,cx70 1.6l luxury,,,,
changan,suv,cx70 1.6l luxury connect,,,,
chery,suv,k60 1.5l gl,,,,
chery,suv,k60 1.5l gls,,,,
chery,suv,tiggo 2 1.0l pro glx,,,AT,2024
chery,suv,tiggo 2 1.0l pro glx,,,MT,2024
chery,suv,tiggo 2 1.5l gl,,,MT,
chery,suv,tiggo 2 1.5l gls,,,AT,2024
chery,suv,tiggo 2 1.5l gls,,,MT,
chery,suv,tiggo 2 1.5l glx,,,MT,
chery,suv,tiggo 2 1.5l l,,,,
chery,suv,tiggo 2 1.5l pro gls,,,AT,2024
chery,suv,tiggo 2 1.5l pro gls,,,MT,2024
chery,suv,tiggo 2 gl,,,MT,
chery,suv,tiggo 2 gls,,,MT,
chery,suv,tiggo 2 glx,,,MT,
chery,suv,tiggo 2 l,,,MT,
chery,suv,tiggo 3 1.5l gl,,,MT,
chery,suv,tiggo 3 1.5l gls,,,,
chery,suv,tiggo 3 1.5l gls,,,MT,
chery,suv,tiggo 3 1.5l pro gls,,,AT,2024
chery,suv,tiggo 3 1.5l pro glx,,,AT,2024
chery,suv,tiggo 3 1.5l pro glx,,,MT,2024
chery,suv,tiggo 3 gls,,,MT,
chery,suv,tiggo 7 1.5l pro gls,,,AT,2024
chery,suv,tiggo 7 1.5l pro glx,,,AT,2024
chery,suv,tiggo 8 1.5l gls,,,MT,2024
chery,suv,tiggo 8 1.5l glx,,,AT,2024
chery,suv,tiggo 8 1.6l pro glx,,,AT,2024
chery,suv,tiggo 8 1.6l pro max glx,,,AT,2024
chery,suv,tiggo 8 2.0l pro max glx,,AWD,AT,2024
chevrolet,suv,blazer 3.6l rs,,AWD,,
chevrolet,suv,blazer 3.6l rs,,AWD,AT,2024
chevrolet,suv,blazer rs 3.6l l,,AWD,AT,
chevrolet,suv,bolt euv,,,AT,2024
chevrolet,suv,captiva 1.5l lt,,,,
chevrolet,suv,captiva 1.5l lt aut,,,,
chevrolet,suv,captiva 1.5l ltz p,,,AT,2024
chevrolet,suv,captiva 1.5l ltz p,,,MT,2024
chevrolet,suv,captiva 1.5l premier,,,,
chevrolet,suv,captiva 1.5l premier aut,,,,
chevrolet,suv,captiva 1.5l premier p,,,AT,2024
chevrolet,suv,captiva 1.5l premier p,,,MT,2024
chevrolet,suv,captiva lt 1.5t,,2WD,MT,
chevrolet,suv,captiva lt 1.5t l,,2WD,MT,
chevrolet,suv,captiva lt 1.5t,,,CVT,
chevrolet,suv,captiva premier 1.5t,,2WD,MT,
chevrolet,suv,captiva premier 1.5t l,,2WD,MT,
chevrolet,suv,captiva premier 1.5t,,,CVT,
chevrolet,suv,groove 1.5l ltz r,,,MT,2024
chevrolet,suv,groove 1.5l premier r,,,MT,2024
chevrolet,suv,groove lt,,,MT,
chevrolet,suv,groove premier,,,MT,
chevrolet,suv,new suburban 5.3l,,4X4,,
chevrolet,suv,new tahoe 5.3l,,4X4,,
chevrolet,suv,new trailblazer premier 2.8d,,4WD,AT,
chevrolet,suv,spin 1.8l activ 7p,,,AT,2024
chevrolet,suv,spin 1.8l premier 7p,,,MT,2024
chevrolet,suv,spin ii 1.8l activ,,,AT,
chevrolet,suv,spin ii 1.8l premier,,,AT,
chevrolet,suv,spin ii 1.8l premier,,,MT,
chevrolet,suv,suburban,5.3,4X4,,
chevrolet,suv,suburban 5.3l lt,,4X4,,
chevrolet,suv,suburban z71 5.3l p,,4WD,AT,2024
chevrolet,suv,tahoe,5.3,4X4,,
chevrolet,suv,tahoe 5.3l lt,,4X4,,
chevrolet,suv,tahoe 5.3l premier,,4X4,,
chevrolet,suv,tahoe z71 5.3l p,,4WD,AT,2024
chevrolet,suv,tracker t premier,1.2,,AT,
chevrolet,suv,tracker 1.2l ls r,,,MT,2024
chevrolet,suv,tracker 1.2l ltz p,,,MT,2024
chevrolet,suv,tracker 1.2l ltz r,,,AT,2024
chevrolet,suv,tracker 1.2l premier p3,,,AT,2024
chevrolet,suv,tracker 1.2l premier p4,,,AT,2024
chevrolet,suv,tracker 1.2l rs r,,,AT,2024
chevrolet,suv,tracker 1.2t ls,,,MT,
chevrolet,suv,tracker 1.2t ltz,,,AT,
chevrolet,suv,tracker 1.2t ltz,,,MT,
chevrolet,suv,tracker premier 1.2t,,,AT,
chevrolet,suv,trailblazer 2.8l ltz aut,,4X4,,
chevrolet,suv,trailblazer premier 2.8d l,,AWD,AT,
chevrolet,suv,traverse 3.6l lt,,,,
chevrolet,suv,traverse 3.6l lt,,4X4,,
chevrolet,suv,traverse 3.6l lt,,AWD,,
chevrolet,suv,traverse 3.6l lt,,AWD,AT,2024
chevrolet,suv,traverse 3.6l lt l,,AWD,,
chevrolet,suv,traverse 3.6l lt,,FWD,,
chevrolet,suv,traverse 3.6l lt l,,FWD,,
chevrolet,suv,traverse 3.6l premier,,4X4,,
chevrolet,suv,traverse 3.6l premier,,AWD,,
chevrolet,suv,traverse 3.6l premier,,AWD,AT,2024
chevrolet,suv,traverse 3.6l premier l,,AWD,,
chevrolet,suv,traverse 3.6l rs,,AWD,AT,2024
citroen,suv,berlingo multispace m bluehdi 100 bvm 5 p,1.6,,,
citroen,suv,berlingo multispace xl bluehdi 130 7 p,1.5,,EAT8,
citroen,suv,berlingo multispace xl bluehdi 100 bvm 7 p,1.6,,,
citroen,suv,c3 aircross puretech 110 s&s feel,1.2,,EAT6,
citroen,suv,c3 aircross puretech 110 s&s live,1.2,,EAT6,
citroen,suv,c3 aircross puretech 110 s&s shine,1.2,,EAT6,
citroen,suv,c3 aircross bluehdi 100 s&s bvm6 feel,1.5,,,
citroen,suv,c3 aircross bluehdi 100 s&s bvm6 live,1.5,,,
citroen,suv,c3 aircross bluehdi 100 s&s bvm6 origins,1.5,,,
citroen,suv,c3 aircross bluehdi 100 s&s bvm6 shine,1.5,,,
citroen,suv,c5 aircross bluehdi 130 s&s aut feel,1.5,,,
citroen,suv,c5 aircross bluehdi 130 s&s aut live,1.5,,,
citroen,suv,c5 aircross 1.5l bluehdi 130 s&s feel,,,AT,2024
citroen,suv,c5 aircross 1.5l bluehdi 130 s&s feel pack,,,AT,2024
citroen,suv,c5 aircross 1.5l bluehdi 130 s&s shine,,,AT,2024
citroen,suv,c5 aircross hybrid 225 shine,,,AT,2024
citroen,suv,new c5 aircross bluehdi 130 s&s bvm6 live,1.5,,,
citroen,suv,new c5 aircross bluehdi 130 s&s feel,1.5,,EAT8,
citroen,suv,new c5 aircross bluehdi 130 s&s live,1.5,,EAT8,
citroen,suv,new c5 aircross puretech 165 feel,1.6,,EAT6,
citroen,suv,new c5 aircross puretech 165 live,1.6,,EAT6,
citroen,suv,new c5 aircross bluehdi 180 s&s feel,2.0,,EAT8,
citroen,suv,new c5 aircross bluehdi 180 s&s shine,2.0,,EAT8,
citroen,suv,new c5 aircross bluehdi 180 s&s shine pack,2.0,,EAT8,
dfsk,suv,suv 500 comfort,1.5,,,2024
dfsk,suv,suv 500 luxury,1.5,,,2024
dfsk,suv,suv 500 luxury,1.5,,CVT,2024
dfsk,suv,suv 560 comfort,1.8,2R,,2024
dfsk,suv,suv 560 1.8l comfort,,,,2024
dfsk,suv,suv 600 comfort 1.5t,,,AT,2024
dfsk,suv,suv 600 comfort 1.5t,,,MT,2024
dfsk,suv,suv 600 luxury 1.5t,,,AT,2024
exeed,suv,lx 1.5t advanced,,,AT,2024
exeed,suv,lx 1.5t unlimited,,,AT,2024
exeed,suv,lx 1.5t unlimited,,AWD,AT,2024
exeed,suv,txl 2.0t unlimited,,,AT,2024
exeed,suv,txl 2.0t unlimited,,AWD,AT,2024
fiat,suv,fastback audace 1.0l,,,AT,2024
fiat,suv,fastback drive 1.0l,,,AT,2024
fiat,suv,fastback impetus 1.0l,,,AT,2024
fiat,suv,pulse drive 1.3l,,,AT,2024
fiat,suv,pulse drive 1.3l,,,MT,2024
fiat,suv,pulse impetus 1.0l,,,AT,2024
fiat,suv,"qubo dynamic 1,4",,,,
fiat,suv,qubo dynamic,1.4,,,
ford,suv,ecosport 1.5l freestyle,,,,
ford,suv,ecosport 1.5l se,,,,
ford,suv,ecosport 1.5l se aut,,,,
ford,suv,ecosport 1.5l se titanium,,,,
ford,suv,ecosport 2.0l se titanium aut,,,,
ford,suv,ecosport 2.0l storm aut,,4X4,,
ford,suv,ecosport freestyle 1.5l,,,,
ford,suv,ecosport freestyle 1.5l,,,MT,
ford,suv,ecosport se 1.5l,,,AT,
ford,suv,ecosport se 1.5l,,,MT,
ford,suv,ecosport storm,2.0,4X4,AT,
ford,suv,ecosport titanium 1.5l,,,MT,
ford,suv,ecosport titanium 2.0l,,,AT,
ford,suv,edge 2.0l se,,,,
ford,suv,edge 2.0l sel,,,,
ford,suv,edge 2.0l sel,,4X4,,
ford,suv,edge 2.7l st v6,,4X4,,
ford,suv,edge se ecoboost 2.0l,,,,
ford,suv,edge sel ecoboost 2.0l,,,,
ford,suv,edge sel ecoboost 2.0l,,AWD,,
ford,suv,edge st ecoboost 2.7l,,,,
ford,suv,escape platinum 2.0l ecoboost,,AWD,AT,2024
ford,suv,escape platinum 2.5l hev,,AWD,AT,2024
ford,suv,escape st line 2.5l fhev,,,AT,2024
ford,suv,expedition 3.5l limited,,,,
ford,suv,expedition 3.5l xlt,,4X2,,
ford,suv,explorer 2.3l limited ecoboost,,4X4,,
ford,suv,explorer xlt,,4X4,,
ford,suv,territory titanium plus 1.5l,,4X2,,
ford,suv,territory trend,1.5,4X2,,
ford,suv,territory trend 1.5l,,4X2,AT,2024
gac,suv,emkoo 1.5t gdi ge,,,AT,2024
gac,suv,emkoo 1.5t gdi gl,,,AT,2024
gac,suv,emzoom 1.5t gb,,,AT,2024
gac,suv,emzoom 1.5t gl,,,AT,2024
gac,suv,emzoom 1.5t gl r-style,,,AT,2024
gac,suv,gs3 power 1.5t gb,,,AT,2024
gac,suv,gs3 power 1.5t gs,,,AT,2024
gac,suv,gs3 power 1.5t gb,,,MT,2024
gac,suv,gs3 power 1.5t gs,,,MT,2024
gac,suv,gs4 power 1.5t gb,,,AT,2024
gac,suv,gs4 power 1.5t ge,,,AT,2024
gac,suv,gs4 power 1.5t gl,,,AT,2024
gac,suv,gs4 power 1.5t gb,,,MT,2024
gac,suv,gs8 2.0t gl,,2WD,AT,2024
gac,suv,gs8 2.0t gt,,2WD,AT,2024
gac,suv,gs8 2.0t gt,,4WD,AT,2024
gac,suv,gs8 2.0t gx,,4WD,AT,2024
haval,suv,h6 2.0l active,,,,
haval,suv,h6 2.0l deluxe,,,,
haval,suv,h6 2.0l deluxe,,AWD,,
haval,suv,h6 2.0l elite,,,,
haval,suv,h6 active,,2WD,AT,2024
haval,suv,h6 deluxe,,2WD,AT,2024
haval,suv,h6 deluxe,,AWD,AT,2024
haval,suv,h6 elite,,2WD,AT,2024
haval,suv,h6 gt deluxe,,AWD,AT,2024
haval,suv,h6 gt elite,,2WD,AT,2024
haval,suv,h6 hibrida deluxe,,2WD,AT,2024
haval,suv,h6 hidrida elite,,2WD,AT,2024
haval,suv,jolion 1.5l active,,,,
haval,suv,jolion 1.5l deluxe aut,,,,
haval,suv,jolion 1.5l elite,,,,
haval,suv,jolion 1.5l elite aut,,,,
haval,suv,jolion active,,,MT,2024
haval,suv,jolion deluxe,,,AT,2024
haval,suv,jolion elite,,,AT,2024
haval,suv,jolion elite,,,MT,2024
haval,suv,jolion hibrido deluxe,,2WD,AT,2024
haval,suv,jolion hibrido elite,,2WD,AT,2024
honda,suv,new cr-v ex,2.4,4X2,CVT,
honda,suv,new cr-v exl-t turbo,1.5,4X2,CVT,
honda,suv,new cr-v touring turbo,1.5,4X4,CVT,
honda,suv,new hr-v ex,1.8,,CVT,
honda,suv,new hr-v exl,1.8,4X2,CVT,
honda,suv,new hr-v exl,1.8,4X4,CVT,
honda,suv,new hr-v lx,1.8,,CVT,
honda,suv,new pilot elite,3.5,4X4,AT,
honda,suv,new pilot ex,3.5,4X2,AT,
honda,suv,new pilot touring,3.5,4X4,AT,
honda,suv,wr-v ex,1.5,,CVT,
honda,suv,wr-v ex,1.5,,MT,
honda,suv,wr-v exl,1.5,,CVT,
honda,suv,wr-v lx,1.5,,CVT,
honda,suv,wr-v lx smart,1.5,,CVT,
honda,suv,wr-v lx,1.5,,MT,
honda,suv,wr-v lx smart,1.5,,MT,
hyundai,suv,creta grand su2i value,2.0,,AT,2024
hyundai,suv,creta grand su2i plus,2.0,,MT,2024
hyundai,suv,creta su2id design,1.5,,CVT,2024
hyundai,suv,creta su2id plus,1.5,,CVT,2024
hyundai,suv,creta su2id premium,1.5,,CVT,2024
hyundai,suv,creta su2id go,1.5,,MT,2024
hyundai,suv,creta su2id design,1.5,,MT,2024
hyundai,suv,creta su2id plus,1.5,,MT,2024
hyundai,suv,ioniq 5 ne ev limited,,AWD,AT,2024
hyundai,suv,ioniq 5 ne ev limited,,,AT,2024
hyundai,suv,ioniq 5 ne ev premium,,,AT,2024
hyundai,suv,kona os ev premium,,,AT,2024
hyundai,suv,palisade lx2 premium fl,3.5,AWD,AT,2024
hyundai,suv,santa fe mx5 gdi design,2.5,,AT,2024
hyundai,suv,santa fe mx5 gdi plus,2.5,,AT,2024
hyundai,suv,santa fe mx5 2.5t gdi calligraphy,,,AT,2024
hyundai,suv,santa fe mx5 2.5t gdi limited,,,AT,2024
hyundai,suv,santa fe tm value fl,2.5,,AT,2024
hyundai,suv,tucson nx4 limited,1.6,4WD,AT,2024
hyundai,suv,tucson nx4 plus,1.6,,AT,2024
hyundai,suv,tucson nx4 hev limited,1.6,,AT,2024
hyundai,suv,tucson nx4 hev value,1.6,,AT,2024
hyundai,suv,tucson nx4 plus,2.0,4WD,AT,2024
hyundai,suv,tucson nx4 plus,2.0,,AT,2024
hyundai,suv,tucson nx4 value,2.0,,AT,2024
hyundai,suv,tucson nx4 plus,2.0,,MT,2024
hyundai,suv,venue qx value,1.6,,AT,2024
hyundai,suv,venue qx plus,1.6,,MT,2024
hyundai,suv,venue qx value,1.6,,MT,2024
jac,suv,js2 1.5l comfort,,,,
jac,suv,js2 1.5l comfort aut,,,,
jac,suv,js2 1.5l comfort bicolor,,,,
jac,suv,js2 1.5l comfort smart,,,,
jac,suv,js2 1.5l luxury,,,,
jac,suv,js2 1.5l luxury aut,,,,
jac,suv,js2 1.5l luxury bicolor,,,,
jac,suv,js2 comfort,,,MT,2024
jac,suv,js2 luxury,,,AT,2024
jac,suv,js2 luxury,,,MT,2024
jac,suv,js3 1.6l advance,,,,
jac,suv,js3 1.6l advance aut,,,,
jac,suv,js3 1.6l comfort,,,,
jac,suv,js3 1.6l luxury,,,,
jac,suv,js3 1.6l luxury aut,,,,
jac,suv,js3 se luxury,1.6,,MT,2024
jac,suv,js3 xe advance,1.6,,AT,2024
jac,suv,js3 xe advance,1.6,,MT,2024
jac,suv,js3 xe luxury,1.6,,AT,2024
jac,suv,js4 1.5l advance aut,,,,
jac,suv,js4 1.5l advance bicolor aut,,,,
jac,suv,js4 1.5l luxury,,,,
jac,suv,js4 1.5l luxury aut,,,,
jac,suv,js4 1.5l luxury bicolor,,,,
jac,suv,js4 1.5l luxury bicolor aut,,,,
jac,suv,js4 1.6l comfort,,,,
jac,suv,js4 1.6l comfort bicolor,,,,
jac,suv,js4 advance 1.5t,,,AT,2024
jac,suv,js4 advance bicolor 1.5t,,,AT,2024
jac,suv,js4 comfort,1.6,,MT,2024
jac,suv,js4 comfort bicolor,1.6,,MT,2024
jac,suv,js4 luxury 1.5t,,,AT,2024
jac,suv,js4 luxury 1.5t,,,MT,2024
jac,suv,js4 luxury bicolor 1.5t,,,AT,2024
jac,suv,js4 luxury bicolor 1.5t,,,MT,2024
jac,suv,js6 advance,,,AT,2024
jac,suv,js6 comfort,,,AT,2024
jac,suv,js6 luxury,,,AT,2024
jac,suv,js8 advance xe,,,AT,2024
jac,suv,js8 comfort ce,,,MT,2024
jac,suv,js8 luxury se,,,AT,2024
jac,suv,js8 luxury se,,,MT,2024
jac,suv,s3 1.6l advance,,,,
jac,suv,s3 1.6l comfort,,,,
jac,suv,s3 1.6l comfort smart,,,,
jac,suv,s3 1.6l comfort smart aut,,,,
jac,suv,s3 1.6l luxury,,,,
jeep,suv,all new compass sport,,4X2,,
jeep,suv,all new compass sport,,4X2,AT,
jeep,suv,commander limited,1.3,4X2,AT,2024
jeep,suv,commander limited,2.0,4X4,AT,2024
jeep,suv,commander limited g,2.0,4X4,AT,2024
jeep,suv,commander overland,1.3,4X2,AT,2024
jeep,suv,commander overland g,2.0,4X4,AT,2024
jeep,suv,compass 2.4l sport,,,,
jeep,suv,compass 2.4l sport aut,,,,
jeep,suv,compass 2.4l sport lx,,,,
jeep,suv,compass limited,,4X2,AT,2024
jeep,suv,compass longitude,,4X2,AT,2024
jeep,suv,compass sport,,4X2,AT,2024
jeep,suv,gran cherokee laredo 3.6l v6,,4X4,,
jeep,suv,gran cherokee limited 3.6l,,4X4,,
jeep,suv,gran cherokee srt8 6.4l,,,,
jeep,suv,grand cherokee 3.0l limited td aut,,4X4,,
jeep,suv,grand cherokee 3.6l laredo aut,,4X2,,
jeep,suv,grand cherokee 3.6l laredo aut,,4X4,,
jeep,suv,grand cherokee 3.6l limited lx aut,,4X4,,
jeep,suv,grand cherokee 3.6l limited x aut,,4X4,,
jeep,suv,grand cherokee 6.4l srt8 aut,,4X4,,
jeep,suv,grand cherokee l summit 3.6l 3row,,,AT,2024
jeep,suv,grand cherokee laredo 3.6l,,4X2,,
jeep,suv,"grand cherokee limited 3,0l td",,4X4,,
jeep,suv,renegade 1.8l sport lx,,,,
jeep,suv,renegade 1.8l sport lx aut,,,,
jeep,suv,renegade longitude,1.3,,AT,2024
jeep,suv,renegade longitude x,1.3,,AT,2024
jeep,suv,renegade sport,1.3,,AT,2024
jeep,suv,renegade sport lx,,4X2,,
jeep,suv,renegade sport lx,,4X2,AT,
jeep,suv,wrangler 3.6l sport,,,,
jeep,suv,wrangler 3.6l unlimited rubicon,,,,
jeep,suv,wrangler 3.6l unlimited sport,,,,
jeep,suv,wrangler sport,,,,
jeep,suv,wrangler unlimited rubicon 3.6l,,,AT,2024
jeep,suv,wrangler unlimited sport,,,,
jetour,suv,dashing 1.5l turbo lux,,,MT,2024
jetour,suv,dashing 1.5l turbo lux,,,AT,2024
jetour,suv,dashing 1.6l turbo gdi limited,,,AT,2024
jetour,suv,x70 1.5t lux,,,AT,2024
jetour,suv,x70 1.5t lux,,,MT,2024
jetour,suv,x70 1.5t std,,,AT,2024
jetour,suv,x70 1.5t std,,,MT,2024
jetour,suv,x70 plus 1.5t,,,AT,2024
jetour,suv,x70 plus 1.6t,,,AT,2024
jetour,suv,x90 plus 2.0t gdi,,,AT,2024
kaiyi,suv,kyx3 lux,,,MT,2024
kaiyi,suv,kyx3 std,,,MT,2024
kaiyi,suv,kyx3 lux,,,AT,2024
kaiyi,suv,kyx3 pro 1.5t,,,AT,2024
kia,suv,carens ex 1.4l turbo-gdi 7p,,,7DCT,2024
kia,suv,carens ex 1.4l turbo-gdi full 7p,,,7DCT,2024
kia,suv,carens lx 1.5l 7p,,,6MT,2024
kia,suv,niro ev ex 64.8kwh full,,2WD,,2024
kia,suv,niro ev lx 64.8kwh,,2WD,,2024
kia,suv,niro ev6 gt-line 77.4kwh,,AWD,,2024
kia,suv,niro ev9 gt-line 99.8kwh 6p1,,AWD,,2024
kia,suv,niro ev9 gt-line 99.8kwh 6p2,,AWD,,2024
kia,suv,niro ev9 gt-line 99.8kwh 6p3,,AWD,,2024
kia,suv,niro ev9 gt-line 99.8kwh 7p,,AWD,,2024
kia,suv,seltos ex 1.4l turbo,,,7DCT,2024
kia,suv,seltos ex 1.4l turbo full,,,7DCT,2024
kia,suv,seltos ex 1.5l,,,6MT,2024
kia,suv,seltos ex 1.5l ivt,,,,2024
kia,suv,sonet ex 1.5l ac ri,,,6MT,2024
kia,suv,sonet ex 1.5l ri full,,,6MT,2024
kia,suv,sonet ex 1.5l ivt acc plus,,,,2024
kia,suv,sonet ex 1.5l ivt full,,,,2024
kia,suv,sonet ex 1.5l ivt ir full,,,,2024
kia,suv,sorento ex 2.2l dsl,,2WD,8DCT,2024
kia,suv,sorento ex 2.5l gsl,,2WD,6AT,2024
kia,suv,sorento ex 2.5l gsl full,,2WD,6AT,2024
kia,suv,sorento ex 2.5l gsl full,,AWD,6AT,2024
kia,suv,sportage ex 1.6l turbo-gdi gsl,,AWD,7DCT,2024
kia,suv,sportage ex 2.0l gsl,,,6AT,2024
kia,suv,sportage ex 2.0l gsl bs,,,6AT,2024
kia,suv,sportage ex 2.0l gsl,,,6MT,2024
kia,suv,sportage ex 2.0l dsl,,AWD,8AT,2024
kia,suv,sportage ex 2.0l dsl bs,,,8AT,2024
kia,suv,sprotage ex 2.0l gsl,,AWD,6AT,2024
kia,suv,sprotage ex 2.0l dsl,,,8AT,2024
mahindra,suv,xuv300 comfort,,,MT,2024
mahindra,suv,xuv300 elite,,,MT,2024
mahindra,suv,xuv300 luxury,,,MT,2024
maxus,suv,d60 elite,,4X2,AT,2024
maxus,suv,d60 luxury,,4X2,AT,2024
maxus,suv,d90 elite,,4X4,AT,2024
maxus,suv,d90 flagship,,4X4,AT,2024
