marca,tipo producto,Model Name,Engine,Drive,Transmission,Year,API_Response
nissan,sedan,versa exclusive,,,CVT,2024,"[{""city_mpg"": 32, ""class"": ""compact car"", ""combination_mpg"": 35, ""cylinders"": 4, ""displacement"": 1.6, ""drive"": ""fwd"", ""fuel_type"": ""gas"", ""highway_mpg"": 40, ""make"": ""nissan"", ""model"": ""versa"", ""transmission"": ""a"", ""year"": 2024}, {""city_mpg"": 27, ""class"": ""compact car"", ""combination_mpg"": 30, ""cylinders"": 4, ""displacement"": 1.6, ""drive"": ""fwd"", ""fuel_type"": ""gas"", ""highway_mpg"": 35, ""make"": ""nissan"", ""model"": ""versa"", ""transmission"": ""m"", ""year"": 2024}]"
nissan,sedan,versa exclusive,,,CVT,2025,"[{""city_mpg"": 32, ""class"": ""compact car"", ""combination_mpg"": 35, ""cylinders"": 4, ""displacement"": 1.6, ""drive"": ""fwd"", ""fuel_type"": ""gas"", ""highway_mpg"": 40, ""make"": ""nissan"", ""model"": ""versa"", ""transmission"": ""a"", ""year"": 2024}, {""city_mpg"": 27, ""class"": ""compact car"", ""combination_mpg"": 30, ""cylinders"": 4, ""displacement"": 1.6, ""drive"": ""fwd"", ""fuel_type"": ""gas"", ""highway_mpg"": 35, ""make"": ""nissan"", ""model"": ""versa"", ""transmission"": ""m"", ""year"": 2024}]"
nissan,sedan,versa sense,,,AT,,"[{""city_mpg"": 32, ""class"": ""compact car"", ""combination_mpg"": 35, ""cylinders"": 4, ""displacement"": 1.6, ""drive"": ""fwd"", ""fuel_type"": ""gas"", ""highway_mpg"": 40, ""make"": ""nissan"", ""model"": ""versa"", ""transmission"": ""a"", ""year"": 2024}, {""city_mpg"": 27, ""class"": ""compact car"", ""combination_mpg"": 30, ""cylinders"": 4, ""displacement"": 1.6, ""drive"": ""fwd"", ""fuel_type"": ""gas"", ""highway_mpg"": 35, ""make"": ""nissan"", ""model"": ""versa"", ""transmission"": ""m"", ""year"": 2024}]"
nissan,sedan,versa sense,,,CVT,2024,"[{""city_mpg"": 32, ""class"": ""compact car"", ""combination_mpg"": 35, ""cylinders"": 4, ""displacement"": 1.6, ""drive"": ""fwd"", ""fuel_type"": ""gas"", ""highway_mpg"": 40, ""make"": ""nissan"", ""model"": ""versa"", ""transmission"": ""a"", ""year"": 2024}, {""city_mpg"": 27, ""class"": ""compact car"", ""combination_mpg"": 30, ""cylinders"": 4, ""displacement"": 1.6, ""drive"": ""fwd"", ""fuel_type"": ""gas"", ""highway_mpg"": 35, ""make"": ""nissan"", ""model"": ""versa"", ""transmission"": ""m"", ""year"": 2024}]"
nissan,sedan,versa sense,,,CVT,2025,"[{""city_mpg"": 32, ""class"": ""compact car"", ""combination_mpg"": 35, ""cylinders"": 4, ""displacement"": 1.6, ""drive"": ""fwd"", ""fuel_type"": ""gas"", ""highway_mpg"": 40, ""make"": ""nissan"", ""model"": ""versa"", ""transmission"": ""a"", ""year"": 2024}, {""city_mpg"": 27, ""class"": ""compact car"", ""combination_mpg"": 30, ""cylinders"": 4, ""displacement"": 1.6, ""drive"": ""fwd"", ""fuel_type"": ""gas"", ""highway_mpg"": 35, ""make"": ""nissan"", ""model"": ""versa"", ""transmission"": ""m"", ""year"": 2024}]"
nissan,sedan,versa sense,,,MT,,"[{""city_mpg"": 32, ""class"": ""compact car"", ""combination_mpg"": 35, ""cylinders"": 4, ""displacement"": 1.6, ""drive"": ""fwd"", ""fuel_type"": ""gas"", ""highway_mpg"": 40, ""make"": ""nissan"", ""model"": ""versa"", ""transmission"": ""a"", ""year"": 2024}, {""city_mpg"": 27, ""class"": ""compact car"", ""combination_mpg"": 30, ""cylinders"": 4, ""displacement"": 1.6, ""drive"": ""fwd"", ""fuel_type"": ""gas"", ""highway_mpg"": 35, ""make"": ""nissan"", ""model"": ""versa"", ""transmission"": ""m"", ""year"": 2024}]"
nissan,sedan,versa sense,,,MT,2024,"[{""city_mpg"": 32, ""class"": ""compact car"", ""combination_mpg"": 35, ""cylinders"": 4, ""displacement"": 1.6, ""drive"": ""fwd"", ""fuel_type"": ""gas"", ""highway_mpg"": 40, ""make"": ""nissan"", ""model"": ""versa"", ""transmission"": ""a"", ""year"": 2024}, {""city_mpg"": 27, ""class"": ""compact car"", ""combination_mpg"": 30, ""cylinders"": 4, ""displacement"": 1.6, ""drive"": ""fwd"", ""fuel_type"": ""gas"", ""highway_mpg"": 35, ""make"": ""nissan"", ""model"": ""versa"", ""transmission"": ""m"", ""year"": 2024}]"
nissan,sedan,versa sense,,,MT,2025,"[{""city_mpg"": 32, ""class"": ""compact car"", ""combination_mpg"": 35, ""cylinders"": 4, ""displacement"": 1.6, ""drive"": ""fwd"", ""fuel_type"": ""gas"", ""highway_mpg"": 40, ""make"": ""nissan"", ""model"": ""versa"", ""transmission"": ""a"", ""year"": 2024}, {""city_mpg"": 27, ""class"": ""compact car"", ""combination_mpg"": 30, ""cylinders"": 4, ""displacement"": 1.6, ""drive"": ""fwd"", ""fuel_type"": ""gas"", ""highway_mpg"": 35, ""make"": ""nissan"", ""model"": ""versa"", ""transmission"": ""m"", ""year"": 2024}]"
nissan,sedan,versa v -drive,,,MT,,"[{""city_mpg"": 32, ""class"": ""compact car"", ""combination_mpg"": 35, ""cylinders"": 4, ""displacement"": 1.6, ""drive"": ""fwd"", ""fuel_type"": ""gas"", ""highway_mpg"": 40, ""make"": ""nissan"", ""model"": ""versa"", ""transmission"": ""a"", ""year"": 2024}, {""city_mpg"": 27, ""class"": ""compact car"", ""combination_mpg"": 30, ""cylinders"": 4, ""displacement"": 1.6, ""drive"": ""fwd"", ""fuel_type"": ""gas"", ""highway_mpg"": 35, ""make"": ""nissan"", ""model"": ""versa"", ""transmission"": ""m"", ""year"": 2024}]"
nissan,sedan,versa v-drive,,,MT,,"[{""city_mpg"": 32, ""class"": ""compact car"", ""combination_mpg"": 35, ""cylinders"": 4, ""displacement"": 1.6, ""drive"": ""fwd"", ""fuel_type"": ""gas"", ""highway_mpg"": 40, ""make"": ""nissan"", ""model"": ""versa"", ""transmission"": ""a"", ""year"": 2024}, {""city_mpg"": 27, ""class"": ""compact car"", ""combination_mpg"": 30, ""cylinders"": 4, ""displacement"": 1.6, ""drive"": ""fwd"", ""fuel_type"": ""gas"", ""highway_mpg"": 35, ""make"": ""nissan"", ""model"": ""versa"", ""transmission"": ""m"", ""year"": 2024}]"
peugeot,sedan,301 1.6l active hdi 92hp,,,,,[]
peugeot,sedan,301 1.6l active pack 92hp hdi,,,,,[]
peugeot,sedan,301 1.6l allure hdi 92hp,,,,,[]
peugeot,sedan,301 1.6l vti active 115hp,,,,,[]
peugeot,sedan,301 1.6l vti active pack 115hp aut,,,,,[]
peugeot,sedan,301 active hdi 92,,,,,[]
peugeot,sedan,301 active pack hdi 92,,,,,[]
peugeot,sedan,301 active pack vti 115,,,,,[]
peugeot,sedan,301 active pack vti 115,,,EAT6,,[]
peugeot,sedan,301 allure hdi 92,,,,,[]
renault,sedan,symbol intens tech,,,,,[]
renault,sedan,symbol zen,,,,,[]
suzuki,sedan,dzire 1.2l gl,,,,,[]
suzuki,sedan,dzire 1.2l gl sport,,,,,[]
suzuki,sedan,dzire 1.2l gl sport aut,,,,,[]
suzuki,sedan,dzire 1.2l glx,,,,,[]
suzuki,sedan,dzire 1.2l glx aut,,,,,[]
toyota,sedan,camry hv,,,,,"[{""city_mpg"": 22, ""class"": ""midsize car"", ""combination_mpg"": 26, ""cylinders"": 6, ""displacement"": 3.5, ""drive"": ""fwd"", ""fuel_type"": ""gas"", ""highway_mpg"": 33, ""make"": ""toyota"", ""model"": ""camry"", ""transmission"": ""a"", ""year"": 2024}, {""city_mpg"": 22, ""class"": ""midsize car"", ""combination_mpg"": 25, ""cylinders"": 6, ""displacement"": 3.5, ""drive"": ""fwd"", ""fuel_type"": ""gas"", ""highway_mpg"": 31, ""make"": ""toyota"", ""model"": ""camry trd"", ""transmission"": ""a"", ""year"": 2024}, {""city_mpg"": 22, ""class"": ""midsize car"", ""combination_mpg"": 26, ""cylinders"": 6, ""displacement"": 3.5, ""drive"": ""fwd"", ""fuel_type"": ""gas"", ""highway_mpg"": 32, ""make"": ""toyota"", ""model"": ""camry xse"", ""transmission"": ""a"", ""year"": 2024}, {""city_mpg"": 25, ""class"": ""midsize car"", ""combination_mpg"": 29, ""cylinders"": 4, ""displacement"": 2.5, ""drive"": ""awd"", ""fuel_type"": ""gas"", ""highway_mpg"": 34, ""make"": ""toyota"", ""model"": ""camry awd le/se"", ""transmission"": ""a"", ""year"": 2024}, {""city_mpg"": 25, ""class"": ""midsize car"", ""combination_mpg"": 28, ""cylinders"": 4, ""displacement"": 2.5, ""drive"": ""awd"", ""fuel_type"": ""gas"", ""highway_mpg"": 34, ""make"": ""toyota"", ""model"": ""camry awd xle/xse"", ""transmission"": ""a"", ""year"": 2024}]"
toyota,sedan,"corolla 1,6 xli",,,MT,,"[{""city_mpg"": 21, ""class"": ""subcompact car"", ""combination_mpg"": 24, ""cylinders"": 3, ""displacement"": 1.6, ""drive"": ""awd"", ""fuel_type"": ""gas"", ""highway_mpg"": 28, ""make"": ""toyota"", ""model"": ""gr corolla"", ""transmission"": ""m"", ""year"": 2024}, {""city_mpg"": 53, ""class"": ""compact car"", ""combination_mpg"": 50, ""cylinders"": 4, ""displacement"": 1.8, ""drive"": ""fwd"", ""fuel_type"": ""gas"", ""highway_mpg"": 46, ""make"": ""toyota"", ""model"": ""corolla hybrid"", ""transmission"": ""a"", ""year"": 2024}, {""city_mpg"": 50, ""class"": ""compact car"", ""combination_mpg"": 47, ""cylinders"": 4, ""displacement"": 1.8, ""drive"": ""fwd"", ""fuel_type"": ""gas"", ""highway_mpg"": 43, ""make"": ""toyota"", ""model"": ""corolla hybrid"", ""transmission"": ""a"", ""year"": 2024}, {""city_mpg"": 51, ""class"": ""compact car"", ""combination_mpg"": 48, ""cylinders"": 4, ""displacement"": 1.8, ""drive"": ""awd"", ""fuel_type"": ""gas"", ""highway_mpg"": 44, ""make"": ""toyota"", ""model"": ""corolla hybrid awd"", ""transmission"": ""a"", ""year"": 2024}, {""city_mpg"": 47, ""class"": ""compact car"", ""combination_mpg"": 44, ""cylinders"": 4, ""displacement"": 1.8, ""drive"": ""awd"", ""fuel_type"": ""gas"", ""highway_mpg"": 41, ""make"": ""toyota"", ""model"": ""corolla hybrid awd"", ""transmission"": ""a"", ""year"": 2024}]"
toyota,sedan,corolla hev,1.8,,,,"[{""city_mpg"": 21, ""class"": ""subcompact car"", ""combination_mpg"": 24, ""cylinders"": 3, ""displacement"": 1.6, ""drive"": ""awd"", ""fuel_type"": ""gas"", ""highway_mpg"": 28, ""make"": ""toyota"", ""model"": ""gr corolla"", ""transmission"": ""m"", ""year"": 2024}, {""city_mpg"": 53, ""class"": ""compact car"", ""combination_mpg"": 50, ""cylinders"": 4, ""displacement"": 1.8, ""drive"": ""fwd"", ""fuel_type"": ""gas"", ""highway_mpg"": 46, ""make"": ""toyota"", ""model"": ""corolla hybrid"", ""transmission"": ""a"", ""year"": 2024}, {""city_mpg"": 50, ""class"": ""compact car"", ""combination_mpg"": 47, ""cylinders"": 4, ""displacement"": 1.8, ""drive"": ""fwd"", ""fuel_type"": ""gas"", ""highway_mpg"": 43, ""make"": ""toyota"", ""model"": ""corolla hybrid"", ""transmission"": ""a"", ""year"": 2024}, {""city_mpg"": 51, ""class"": ""compact car"", ""combination_mpg"": 48, ""cylinders"": 4, ""displacement"": 1.8, ""drive"": ""awd"", ""fuel_type"": ""gas"", ""highway_mpg"": 44, ""make"": ""toyota"", ""model"": ""corolla hybrid awd"", ""transmission"": ""a"", ""year"": 2024}, {""city_mpg"": 47, ""class"": ""compact car"", ""combination_mpg"": 44, ""cylinders"": 4, ""displacement"": 1.8, ""drive"": ""awd"", ""fuel_type"": ""gas"", ""highway_mpg"": 41, ""make"": ""toyota"", ""model"": ""corolla hybrid awd"", ""transmission"": ""a"", ""year"": 2024}]"
toyota,sedan,corolla 1.8l xei aut,,,,,"[{""city_mpg"": 21, ""class"": ""subcompact car"", ""combination_mpg"": 24, ""cylinders"": 3, ""displacement"": 1.6, ""drive"": ""awd"", ""fuel_type"": ""gas"", ""highway_mpg"": 28, ""make"": ""toyota"", ""model"": ""gr corolla"", ""transmission"": ""m"", ""year"": 2024}, {""city_mpg"": 53, ""class"": ""compact car"", ""combination_mpg"": 50, ""cylinders"": 4, ""displacement"": 1.8, ""drive"": ""fwd"", ""fuel_type"": ""gas"", ""highway_mpg"": 46, ""make"": ""toyota"", ""model"": ""corolla hybrid"", ""transmission"": ""a"", ""year"": 2024}, {""city_mpg"": 50, ""class"": ""compact car"", ""combination_mpg"": 47, ""cylinders"": 4, ""displacement"": 1.8, ""drive"": ""fwd"", ""fuel_type"": ""gas"", ""highway_mpg"": 43, ""make"": ""toyota"", ""model"": ""corolla hybrid"", ""transmission"": ""a"", ""year"": 2024}, {""city_mpg"": 51, ""class"": ""compact car"", ""combination_mpg"": 48, ""cylinders"": 4, ""displacement"": 1.8, ""drive"": ""awd"", ""fuel_type"": ""gas"", ""highway_mpg"": 44, ""make"": ""toyota"", ""model"": ""corolla hybrid awd"", ""transmission"": ""a"", ""year"": 2024}, {""city_mpg"": 47, ""class"": ""compact car"", ""combination_mpg"": 44, ""cylinders"": 4, ""displacement"": 1.8, ""drive"": ""awd"", ""fuel_type"": ""gas"", ""highway_mpg"": 41, ""make"": ""toyota"", ""model"": ""corolla hybrid awd"", ""transmission"": ""a"", ""year"": 2024}]"
toyota,sedan,corolla,2.0,,CVT,,"[{""city_mpg"": 21, ""class"": ""subcompact car"", ""combination_mpg"": 24, ""cylinders"": 3, ""displacement"": 1.6, ""drive"": ""awd"", ""fuel_type"": ""gas"", ""highway_mpg"": 28, ""make"": ""toyota"", ""model"": ""gr corolla"", ""transmission"": ""m"", ""year"": 2024}, {""city_mpg"": 53, ""class"": ""compact car"", ""combination_mpg"": 50, ""cylinders"": 4, ""displacement"": 1.8, ""drive"": ""fwd"", ""fuel_type"": ""gas"", ""highway_mpg"": 46, ""make"": ""toyota"", ""model"": ""corolla hybrid"", ""transmission"": ""a"", ""year"": 2024}, {""city_mpg"": 50, ""class"": ""compact car"", ""combination_mpg"": 47, ""cylinders"": 4, ""displacement"": 1.8, ""drive"": ""fwd"", ""fuel_type"": ""gas"", ""highway_mpg"": 43, ""make"": ""toyota"", ""model"": ""corolla hybrid"", ""transmission"": ""a"", ""year"": 2024}, {""city_mpg"": 51, ""class"": ""compact car"", ""combination_mpg"": 48, ""cylinders"": 4, ""displacement"": 1.8, ""drive"": ""awd"", ""fuel_type"": ""gas"", ""highway_mpg"": 44, ""make"": ""toyota"", ""model"": ""corolla hybrid awd"", ""transmission"": ""a"", ""year"": 2024}, {""city_mpg"": 47, ""class"": ""compact car"", ""combination_mpg"": 44, ""cylinders"": 4, ""displacement"": 1.8, ""drive"": ""awd"", ""fuel_type"": ""gas"", ""highway_mpg"": 41, ""make"": ""toyota"", ""model"": ""corolla hybrid awd"", ""transmission"": ""a"", ""year"": 2024}]"
toyota,sedan,corolla xei,2.0,,CVT,,"[{""city_mpg"": 21, ""class"": ""subcompact car"", ""combination_mpg"": 24, ""cylinders"": 3, ""displacement"": 1.6, ""drive"": ""awd"", ""fuel_type"": ""gas"", ""highway_mpg"": 28, ""make"": ""toyota"", ""model"": ""gr corolla"", ""transmission"": ""m"", ""year"": 2024}, {""city_mpg"": 53, ""class"": ""compact car"", ""combination_mpg"": 50, ""cylinders"": 4, ""displacement"": 1.8, ""drive"": ""fwd"", ""fuel_type"": ""gas"", ""highway_mpg"": 46, ""make"": ""toyota"", ""model"": ""corolla hybrid"", ""transmission"": ""a"", ""year"": 2024}, {""city_mpg"": 50, ""class"": ""compact car"", ""combination_mpg"": 47, ""cylinders"": 4, ""displacement"": 1.8, ""drive"": ""fwd"", ""fuel_type"": ""gas"", ""highway_mpg"": 43, ""make"": ""toyota"", ""model"": ""corolla hybrid"", ""transmission"": ""a"", ""year"": 2024}, {""city_mpg"": 51, ""class"": ""compact car"", ""combination_mpg"": 48, ""cylinders"": 4, ""displacement"": 1.8, ""drive"": ""awd"", ""fuel_type"": ""gas"", ""highway_mpg"": 44, ""make"": ""toyota"", ""model"": ""corolla hybrid awd"", ""transmission"": ""a"", ""year"": 2024}, {""city_mpg"": 47, ""class"": ""compact car"", ""combination_mpg"": 44, ""cylinders"": 4, ""displacement"": 1.8, ""drive"": ""awd"", ""fuel_type"": ""gas"", ""highway_mpg"": 41, ""make"": ""toyota"", ""model"": ""corolla hybrid awd"", ""transmission"": ""a"", ""year"": 2024}]"
toyota,sedan,corolla seg hev,1.8,,CVT,,"[{""city_mpg"": 21, ""class"": ""subcompact car"", ""combination_mpg"": 24, ""cylinders"": 3, ""displacement"": 1.6, ""drive"": ""awd"", ""fuel_type"": ""gas"", ""highway_mpg"": 28, ""make"": ""toyota"", ""model"": ""gr corolla"", ""transmission"": ""m"", ""year"": 2024}, {""city_mpg"": 53, ""class"": ""compact car"", ""combination_mpg"": 50, ""cylinders"": 4, ""displacement"": 1.8, ""drive"": ""fwd"", ""fuel_type"": ""gas"", ""highway_mpg"": 46, ""make"": ""toyota"", ""model"": ""corolla hybrid"", ""transmission"": ""a"", ""year"": 2024}, {""city_mpg"": 50, ""class"": ""compact car"", ""combination_mpg"": 47, ""cylinders"": 4, ""displacement"": 1.8, ""drive"": ""fwd"", ""fuel_type"": ""gas"", ""highway_mpg"": 43, ""make"": ""toyota"", ""model"": ""corolla hybrid"", ""transmission"": ""a"", ""year"": 2024}, {""city_mpg"": 51, ""class"": ""compact car"", ""combination_mpg"": 48, ""cylinders"": 4, ""displacement"": 1.8, ""drive"": ""awd"", ""fuel_type"": ""gas"", ""highway_mpg"": 44, ""make"": ""toyota"", ""model"": ""corolla hybrid awd"", ""transmission"": ""a"", ""year"": 2024}, {""city_mpg"": 47, ""class"": ""compact car"", ""combination_mpg"": 44, ""cylinders"": 4, ""displacement"": 1.8, ""drive"": ""awd"", ""fuel_type"": ""gas"", ""highway_mpg"": 41, ""make"": ""toyota"", ""model"": ""corolla hybrid awd"", ""transmission"": ""a"", ""year"": 2024}]"
toyota,sedan,corolla seg hev,1.8,,,2024,"[{""city_mpg"": 21, ""class"": ""subcompact car"", ""combination_mpg"": 24, ""cylinders"": 3, ""displacement"": 1.6, ""drive"": ""awd"", ""fuel_type"": ""gas"", ""highway_mpg"": 28, ""make"": ""toyota"", ""model"": ""gr corolla"", ""transmission"": ""m"", ""year"": 2024}, {""city_mpg"": 53, ""class"": ""compact car"", ""combination_mpg"": 50, ""cylinders"": 4, ""displacement"": 1.8, ""drive"": ""fwd"", ""fuel_type"": ""gas"", ""highway_mpg"": 46, ""make"": ""toyota"", ""model"": ""corolla hybrid"", ""transmission"": ""a"", ""year"": 2024}, {""city_mpg"": 50, ""class"": ""compact car"", ""combination_mpg"": 47, ""cylinders"": 4, ""displacement"": 1.8, ""drive"": ""fwd"", ""fuel_type"": ""gas"", ""highway_mpg"": 43, ""make"": ""toyota"", ""model"": ""corolla hybrid"", ""transmission"": ""a"", ""year"": 2024}, {""city_mpg"": 51, ""class"": ""compact car"", ""combination_mpg"": 48, ""cylinders"": 4, ""displacement"": 1.8, ""drive"": ""awd"", ""fuel_type"": ""gas"", ""highway_mpg"": 44, ""make"": ""toyota"", ""model"": ""corolla hybrid awd"", ""transmission"": ""a"", ""year"": 2024}, {""city_mpg"": 47, ""class"": ""compact car"", ""combination_mpg"": 44, ""cylinders"": 4, ""displacement"": 1.8, ""drive"": ""awd"", ""fuel_type"": ""gas"", ""highway_mpg"": 41, ""make"": ""toyota"", ""model"": ""corolla hybrid awd"", ""transmission"": ""a"", ""year"": 2024}]"
toyota,sedan,corolla xei,2.0,,6MT,,"[{""city_mpg"": 21, ""class"": ""subcompact car"", ""combination_mpg"": 24, ""cylinders"": 3, ""displacement"": 1.6, ""drive"": ""awd"", ""fuel_type"": ""gas"", ""highway_mpg"": 28, ""make"": ""toyota"", ""model"": ""gr corolla"", ""transmission"": ""m"", ""year"": 2024}, {""city_mpg"": 53, ""class"": ""compact car"", ""combination_mpg"": 50, ""cylinders"": 4, ""displacement"": 1.8, ""drive"": ""fwd"", ""fuel_type"": ""gas"", ""highway_mpg"": 46, ""make"": ""toyota"", ""model"": ""corolla hybrid"", ""transmission"": ""a"", ""year"": 2024}, {""city_mpg"": 50, ""class"": ""compact car"", ""combination_mpg"": 47, ""cylinders"": 4, ""displacement"": 1.8, ""drive"": ""fwd"", ""fuel_type"": ""gas"", ""highway_mpg"": 43, ""make"": ""toyota"", ""model"": ""corolla hybrid"", ""transmission"": ""a"", ""year"": 2024}, {""city_mpg"": 51, ""class"": ""compact car"", ""combination_mpg"": 48, ""cylinders"": 4, ""displacement"": 1.8, ""drive"": ""awd"", ""fuel_type"": ""gas"", ""highway_mpg"": 44, ""make"": ""toyota"", ""model"": ""corolla hybrid awd"", ""transmission"": ""a"", ""year"": 2024}, {""city_mpg"": 47, ""class"": ""compact car"", ""combination_mpg"": 44, ""cylinders"": 4, ""displacement"": 1.8, ""drive"": ""awd"", ""fuel_type"": ""gas"", ""highway_mpg"": 41, ""make"": ""toyota"", ""model"": ""corolla hybrid awd"", ""transmission"": ""a"", ""year"": 2024}]"
toyota,sedan,corolla xei,2.0,,CVT,,"[{""city_mpg"": 21, ""class"": ""subcompact car"", ""combination_mpg"": 24, ""cylinders"": 3, ""displacement"": 1.6, ""drive"": ""awd"", ""fuel_type"": ""gas"", ""highway_mpg"": 28, ""make"": ""toyota"", ""model"": ""gr corolla"", ""transmission"": ""m"", ""year"": 2024}, {""city_mpg"": 53, ""class"": ""compact car"", ""combination_mpg"": 50, ""cylinders"": 4, ""displacement"": 1.8, ""drive"": ""fwd"", ""fuel_type"": ""gas"", ""highway_mpg"": 46, ""make"": ""toyota"", ""model"": ""corolla hybrid"", ""transmission"": ""a"", ""year"": 2024}, {""city_mpg"": 50, ""class"": ""compact car"", ""combination_mpg"": 47, ""cylinders"": 4, ""displacement"": 1.8, ""drive"": ""fwd"", ""fuel_type"": ""gas"", ""highway_mpg"": 43, ""make"": ""toyota"", ""model"": ""corolla hybrid"", ""transmission"": ""a"", ""year"": 2024}, {""city_mpg"": 51, ""class"": ""compact car"", ""combination_mpg"": 48, ""cylinders"": 4, ""displacement"": 1.8, ""drive"": ""awd"", ""fuel_type"": ""gas"", ""highway_mpg"": 44, ""make"": ""toyota"", ""model"": ""corolla hybrid awd"", ""transmission"": ""a"", ""year"": 2024}, {""city_mpg"": 47, ""class"": ""compact car"", ""combination_mpg"": 44, ""cylinders"": 4, ""displacement"": 1.8, ""drive"": ""awd"", ""fuel_type"": ""gas"", ""highway_mpg"": 41, ""make"": ""toyota"", ""model"": ""corolla hybrid awd"", ""transmission"": ""a"", ""year"": 2024}]"
toyota,sedan,corolla xei,2.0,,MT,,"[{""city_mpg"": 21, ""class"": ""subcompact car"", ""combination_mpg"": 24, ""cylinders"": 3, ""displacement"": 1.6, ""drive"": ""awd"", ""fuel_type"": ""gas"", ""highway_mpg"": 28, ""make"": ""toyota"", ""model"": ""gr corolla"", ""transmission"": ""m"", ""year"": 2024}, {""city_mpg"": 53, ""class"": ""compact car"", ""combination_mpg"": 50, ""cylinders"": 4, ""displacement"": 1.8, ""drive"": ""fwd"", ""fuel_type"": ""gas"", ""highway_mpg"": 46, ""make"": ""toyota"", ""model"": ""corolla hybrid"", ""transmission"": ""a"", ""year"": 2024}, {""city_mpg"": 50, ""class"": ""compact car"", ""combination_mpg"": 47, ""cylinders"": 4, ""displacement"": 1.8, ""drive"": ""fwd"", ""fuel_type"": ""gas"", ""highway_mpg"": 43, ""make"": ""toyota"", ""model"": ""corolla hybrid"", ""transmission"": ""a"", ""year"": 2024}, {""city_mpg"": 51, ""class"": ""compact car"", ""combination_mpg"": 48, ""cylinders"": 4, ""displacement"": 1.8, ""drive"": ""awd"", ""fuel_type"": ""gas"", ""highway_mpg"": 44, ""make"": ""toyota"", ""model"": ""corolla hybrid awd"", ""transmission"": ""a"", ""year"": 2024}, {""city_mpg"": 47, ""class"": ""compact car"", ""combination_mpg"": 44, ""cylinders"": 4, ""displacement"": 1.8, ""drive"": ""awd"", ""fuel_type"": ""gas"", ""highway_mpg"": 41, ""make"": ""toyota"", ""model"": ""corolla hybrid awd"", ""transmission"": ""a"", ""year"": 2024}]"
toyota,sedan,corolla xli,1.6,,6MT,,"[{""city_mpg"": 21, ""class"": ""subcompact car"", ""combination_mpg"": 24, ""cylinders"": 3, ""displacement"": 1.6, ""drive"": ""awd"", ""fuel_type"": ""gas"", ""highway_mpg"": 28, ""make"": ""toyota"", ""model"": ""gr corolla"", ""transmission"": ""m"", ""year"": 2024}, {""city_mpg"": 53, ""class"": ""compact car"", ""combination_mpg"": 50, ""cylinders"": 4, ""displacement"": 1.8, ""drive"": ""fwd"", ""fuel_type"": ""gas"", ""highway_mpg"": 46, ""make"": ""toyota"", ""model"": ""corolla hybrid"", ""transmission"": ""a"", ""year"": 2024}, {""city_mpg"": 50, ""class"": ""compact car"", ""combination_mpg"": 47, ""cylinders"": 4, ""displacement"": 1.8, ""drive"": ""fwd"", ""fuel_type"": ""gas"", ""highway_mpg"": 43, ""make"": ""toyota"", ""model"": ""corolla hybrid"", ""transmission"": ""a"", ""year"": 2024}, {""city_mpg"": 51, ""class"": ""compact car"", ""combination_mpg"": 48, ""cylinders"": 4, ""displacement"": 1.8, ""drive"": ""awd"", ""fuel_type"": ""gas"", ""highway_mpg"": 44, ""make"": ""toyota"", ""model"": ""corolla hybrid awd"", ""transmission"": ""a"", ""year"": 2024}, {""city_mpg"": 47, ""class"": ""compact car"", ""combination_mpg"": 44, ""cylinders"": 4, ""displacement"": 1.8, ""drive"": ""awd"", ""fuel_type"": ""gas"", ""highway_mpg"": 41, ""make"": ""toyota"", ""model"": ""corolla hybrid awd"", ""transmission"": ""a"", ""year"": 2024}]"
toyota,sedan,prius,,,,,"[{""city_mpg"": 57, ""class"": ""midsize car"", ""combination_mpg"": 57, ""cylinders"": 4, ""displacement"": 2.0, ""drive"": ""fwd"", ""fuel_type"": ""gas"", ""highway_mpg"": 56, ""make"": ""toyota"", ""model"": ""prius"", ""transmission"": ""a"", ""year"": 2024}, {""city_mpg"": 53, ""class"": ""midsize car"", ""combination_mpg"": 54, ""cylinders"": 4, ""displacement"": 2.0, ""drive"": ""4wd"", ""fuel_type"": ""gas"", ""highway_mpg"": 54, ""make"": ""toyota"", ""model"": ""prius awd"", ""transmission"": ""a"", ""year"": 2024}, {""city_mpg"": 49, ""class"": ""midsize car"", ""combination_mpg"": 49, ""cylinders"": 4, ""displacement"": 2.0, ""drive"": ""4wd"", ""fuel_type"": ""gas"", ""highway_mpg"": 50, ""make"": ""toyota"", ""model"": ""prius awd xle/ltd"", ""transmission"": ""a"", ""year"": 2024}, {""city_mpg"": 52, ""class"": ""midsize car"", ""combination_mpg"": 52, ""cylinders"": 4, ""displacement"": 2.0, ""drive"": ""fwd"", ""fuel_type"": ""gas"", ""highway_mpg"": 52, ""make"": ""toyota"", ""model"": ""prius xle/ltd"", ""transmission"": ""a"", ""year"": 2024}, {""city_mpg"": 50, ""class"": ""midsize car"", ""combination_mpg"": 48, ""cylinders"": 4, ""displacement"": 2.0, ""drive"": ""fwd"", ""fuel_type"": ""gas"", ""highway_mpg"": 47, ""make"": ""toyota"", ""model"": ""prius prime"", ""transmission"": ""a"", ""year"": 2024}]"
toyota,sedan,yaris i,1.5,,,2024,[]
toyota,sedan,yaris 1.5l gli,,,,,[]
toyota,sedan,yaris 1.5l gli aut,,,,,[]
toyota,sedan,yaris 1.5l lei aut,,,,,[]
toyota,sedan,yaris 1.5l xli,,,,,[]
